PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
17146	chr7	114099617	114100273	+	0	NA	intron (NM_025846, intron 1 of 5)	intron (NM_025846, intron 1 of 5)	17836	NM_025846	66922	Mm.276572	NM_025846	ENSMUSG00000055723	Rras2	2610016H24Rik|C86394|TC21	related RAS viral (r-ras) oncogene homolog 2	protein-coding
19398	chr4	44906138	44906638	+	0	NA	intron (NM_138590, intron 5 of 8)	intron (NM_138590, intron 5 of 8)	-75023	NM_080289	76238	Mm.196574	NM_080289	ENSMUSG00000035637	Grhpr	1110059D05Rik|6430629L09Rik	glyoxylate reductase/hydroxypyruvate reductase	protein-coding
17469	chr10	96871913	96872413	+	0	NA	Intergenic	Intergenic	-163605	NR_045358	75301	Mm.108650	NR_045358		4930556N09Rik	-	RIKEN cDNA 4930556N09 gene	ncRNA
16870	chr2	122632655	122633155	+	0	NA	TTS (NM_001033256)	TTS (NM_001033256)	2280	NM_001033256	214616	Mm.271306	NM_001033256		Spata5l1	AV141009|C130039A10Rik	spermatogenesis associated 5-like 1	protein-coding
19912	chr8	120427442	120427942	+	0	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	-61174	NM_198671	382034	Mm.334856	NM_198671	ENSMUSG00000031822	Gse1	2210013I18Rik|mKIAA0182	genetic suppressor element 1	protein-coding
16964	chr10	123193639	123194407	+	0	NA	intron (NM_027604, intron 1 of 21)	intron (NM_027604, intron 1 of 21)	2900	NM_027604	14479	Mm.244209	NM_027604	ENSMUSG00000020124	Usp15	4921514G19Rik|AI327321|E430033I05Rik|Gcap18	ubiquitin specific peptidase 15	protein-coding
18303	chr17	73893207	73893707	+	0	NA	intron (NM_011723, intron 32 of 35)	intron (NM_011723, intron 32 of 35)	56739	NM_011723	22436	Mm.11223	NM_011723	ENSMUSG00000024066	Xdh	XO|Xor|Xox-1|Xox1	xanthine dehydrogenase	protein-coding
17200	chr17	32023784	32024284	+	0	NA	intron (NM_028902, intron 2 of 7)	Lx8|LINE|L1	10474	NM_028902	74377	Mm.75856	NM_028902	ENSMUSG00000002076	Hsf2bp	4932437G14Rik	heat shock transcription factor 2 binding protein	protein-coding
20101	chr5	110650731	110651231	+	0	NA	intron (NM_153570, intron 6 of 14)	intron (NM_153570, intron 6 of 14)	2401	NM_153570	100608	Mm.29960	NM_153570	ENSMUSG00000033294	Noc4l	AI326906	nucleolar complex associated 4 homolog (S. cerevisiae)	protein-coding
19917	chr9	20490191	20490691	+	0	NA	intron (NM_001110309, intron 2 of 8)	intron (NM_001110309, intron 2 of 8)	2305	NM_146221	235028	Mm.297660	NM_146221	ENSMUSG00000059475	Zfp426	2900057C04Rik|KRAB1|Zfo61|Zfp68-rs1|Znf426|mKIAA4237	zinc finger protein 426	protein-coding
17531	chr2	152620867	152621367	+	0	NA	Intergenic	Intergenic	1936	NM_001039122	654459	Mm.358531	NM_001039122	ENSMUSG00000074678	Defb25	BD-25|OTTMUSG00000015862|mBD-25	defensin beta 25	protein-coding
19074	chr5	113664083	113664583	+	0	NA	Intergenic	Intergenic	-13943	NM_008153	14747	Mm.5196	NM_008153	ENSMUSG00000042190	Cmklr1	ChemR23|DEZ|Gpcr27|mcmklr1	chemokine-like receptor 1	protein-coding
19238	chr16	4161158	4161658	+	0	NA	intron (NM_001025432, intron 2 of 30)	(CAAAA)n|Simple_repeat|Simple_repeat	51996	NM_001025432	12914	Mm.132238	NM_001025432	ENSMUSG00000022521	Crebbp	AW558298|CBP|CBP/p300|KAT3A|p300/CBP	CREB binding protein	protein-coding
18913	chr11	94313705	94314205	+	0	NA	intron (NM_026313, intron 1 of 10)	intron (NM_026313, intron 1 of 10)	7956	NM_026313	67684	Mm.30927	NM_026313	ENSMUSG00000020863	Luc7l3	3300001P08Rik|Luc7a	LUC7-like 3 (S. cerevisiae)	protein-coding
16699	chr7	58448881	58449567	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-208978	NM_009728	11982	Mm.135129	NM_009728	ENSMUSG00000025324	Atp10a	Atp10c|pfatp	ATPase, class V, type 10A	protein-coding
19989	chr15	9531474	9531974	+	0	NA	Intergenic	Lx5b|LINE|L1	-1848	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding
18691	chr12	15986405	15986905	+	0	NA	Intergenic	Intergenic	-169870	NM_144551	217410	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles homolog 2 (Drosophila)	protein-coding
17203	chr17	63493243	63493743	+	0	NA	intron (NM_015794, intron 1 of 8)	intron (NM_015794, intron 1 of 8)	7087	NM_015794	50758	Mm.136366	NM_015794		Fbxl17	6330576B01Rik|AI452053|BB073797|C130023C01Rik|Fbx13|Fbxo13	F-box and leucine-rich repeat protein 17	protein-coding
19490	chr7	81048537	81049037	+	0	NA	Intergenic	Intergenic	-8813	NM_054085	116904	Mm.475768	NM_054085	ENSMUSG00000038763	Alpk3	AW319487|D330016D04|MAK|Midori|mKIAA1330	alpha-kinase 3	protein-coding
18266	chr13	46355715	46356347	+	0	NA	Intergenic	Intergenic	-62269	NM_001081425	666794	Mm.38269	NM_001081425	ENSMUSG00000038132	Rbm24	6330546B05Rik|AI606861	RNA binding motif protein 24	protein-coding
19510	chr8	10367630	10368130	+	0	NA	intron (NM_001081397, intron 5 of 35)	B1_Mus1|SINE|Alu	213957	NM_001081397	244281	Mm.422761	NM_001081397	ENSMUSG00000039057	Myo16	C230040D10Rik|Gm1105|NYAP3|mKIAA0865	myosin XVI	protein-coding
18021	chr8	11182223	11182935	+	0	NA	Intergenic	Intergenic	130247	NM_009931	12826	Mm.738	NM_009931	ENSMUSG00000031502	Col4a1	Bru|Col4a-1|Del(8)44H|Raw|Svc	collagen, type IV, alpha 1	protein-coding
18924	chr12	102360743	102361243	+	0	NA	intron (NM_177620, intron 5 of 9)	intron (NM_177620, intron 5 of 9)	77352	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding
17541	chr3	136729591	136730091	+	0	NA	intron (NM_008913, intron 1 of 13)	intron (NM_008913, intron 1 of 13)	59775	NM_008913	19055	Mm.331389	NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding
18941	chr14	76825425	76825925	+	0	NA	Intergenic	Intergenic	148107	NR_015485	73272	Mm.116804	NR_015485		1700108F19Rik	1700020I02Rik|BB065030	RIKEN cDNA 1700108F19 gene	ncRNA
20009	chr17	32067262	32067762	+	0	NA	Intergenic	Intergenic	19227	NM_001163734	72462	Mm.102761	NM_028244	ENSMUSG00000058392	Rrp1b	2600005C20Rik|D030064A17|Kiaa0179|mKIAA0179	ribosomal RNA processing 1 homolog B (S. cerevisiae)	protein-coding
17792	chr16	24519134	24519634	+	0	NA	intron (NM_001145952, intron 2 of 11)	intron (NM_001145952, intron 2 of 11)	-9930	NR_038091	624582	Mm.439775	NR_038091		A730098P11Rik	-	mortality factor 4 like 1 pseudogene	pseudo
17941	chr15	82826486	82826986	+	0	NA	intron (NM_013836, intron 2 of 4)	intron (NM_013836, intron 2 of 4)	-32491	NM_029562	76279	Mm.439931	NM_029562	ENSMUSG00000022445	Cyp2d26	1300006E06Rik	cytochrome P450, family 2, subfamily d, polypeptide 26	protein-coding
19720	chr16	57393037	57393537	+	0	NA	intron (NM_001040397, intron 1 of 4)	intron (NM_001040397, intron 1 of 4)	40010	NM_001040397	78749	Mm.328360	NM_001040397	ENSMUSG00000043336	Filip1l	4631422O05Rik|Doc1	filamin A interacting protein 1-like	protein-coding
19881	chr6	122879540	122880040	+	0	NA	intron (NM_026267, intron 1 of 7)	intron (NM_026267, intron 1 of 7)	5233	NM_026267	67602	Mm.288114	NM_026267	ENSMUSG00000030327	Necap1	1200016B17Rik|AI747569|mFLJ00061	NECAP endocytosis associated 1	protein-coding
20085	chr3	152400590	152401090	+	0	NA	intron (NM_001287139, intron 1 of 13)	intron (NM_001287139, intron 1 of 13)	4156	NM_001287139	108946	Mm.379292	NM_198416	ENSMUSG00000039068	Zzz3	3110065C23Rik|6430567E01Rik|AA408566|AI481057|AW556059|R75514	zinc finger, ZZ domain containing 3	protein-coding
19363	chr2	164895590	164896090	+	0	NA	intron (NM_199027, intron 18 of 27)	intron (NM_199027, intron 18 of 27)	15910	NM_199027	329559	Mm.330776	NM_199027	ENSMUSG00000039834	Zfp335	1810045J01Rik|NIF-1|Nif1|Znf335	zinc finger protein 335	protein-coding
17288	chr11	97836857	97837357	+	0	NA	3' UTR (NM_010688, exon 7 of 7)	3' UTR (NM_010688, exon 7 of 7)	-3673	NM_001080935	68127	Mm.110270	NM_001080935	ENSMUSG00000089676	B230217C12Rik	AI840637	RIKEN cDNA B230217C12 gene	protein-coding
18898	chr11	5732803	5733303	+	0	NA	intron (NM_001077661, intron 1 of 5)	MLT1B|LTR|ERVL-MaLR	8123	NM_178623	72046	Mm.271657	NM_178623	ENSMUSG00000049680	Urgcp	2010005J08Rik|9130001I21Rik|AW060359|Urg4|mKIAA1507	upregulator of cell proliferation	protein-coding
17683	chr4	107783575	107784331	+	0	NA	Intergenic	Intergenic	-18306	NM_001080926	16975	Mm.442134	NM_053073		Lrp8	4932703M08Rik|AA921429|AI848122|ApoER2|Lr8b	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	protein-coding
19003	chr1	128597801	128598301	+	0	NA	Intergenic	Intergenic	-5752	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding
19105	chr7	19216882	19217382	+	0	NA	intron (NM_175668, intron 1 of 1)	intron (NM_175668, intron 1 of 1)	4594	NM_175668	319197	Mm.135984	NM_175668	ENSMUSG00000044317	Gpr4	-	G protein-coupled receptor 4	protein-coding
19261	chr17	48739020	48739520	+	0	NA	Intergenic	Intergenic	-193312	NM_027452	70530	Mm.133607	NM_027452	ENSMUSG00000040490	Lrfn2	5730420O05Rik|SALM1|mKIAA1246	leucine rich repeat and fibronectin type III domain containing 2	protein-coding
17453	chr6	134060238	134060738	+	0	NA	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	24781	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
20158	chr14	75237491	75237991	+	0	NA	intron (NR_030568, intron 2 of 3)	intron (NR_030568, intron 2 of 3)	-4546	NM_019775	56373	Mm.24242	NM_019775	ENSMUSG00000021999	Cpb2	1110032P04Rik|4930405E17Rik|AI255929|CPR|Cpu|TAFI	carboxypeptidase B2 (plasma)	protein-coding
19721	chr16	76351839	76352339	+	0	NA	intron (NM_173440, intron 2 of 3)	intron (NM_173440, intron 2 of 3)	20960	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
17230	chr2	168200601	168201239	+	0	NA	intron (NM_009628, intron 1 of 3)	intron (NM_009628, intron 1 of 3)	6142	NM_009628	11538	Mm.201322	NM_009628	ENSMUSG00000051149	Adnp	AA589558|mKIAA0784	activity-dependent neuroprotective protein	protein-coding
18224	chr10	80211658	80212158	+	0	NA	intron (NR_038088, intron 1 of 4)	intron (NR_038088, intron 1 of 4)	-14690	NM_023431	68114	Mm.273418	NM_023431	ENSMUSG00000020156	Mum1	2610019J09|9430059D04Rik|UBE-1C2	melanoma associated antigen (mutated) 1	protein-coding
17745	chr10	120197230	120197730	+	0	NA	intron (NM_028679, intron 1 of 11)	intron (NM_028679, intron 1 of 11)	4057	NM_028679	73914	Mm.146194	NM_028679	ENSMUSG00000020227	Irak3	4833428C18Rik|AI563835|IRAK-M	interleukin-1 receptor-associated kinase 3	protein-coding
18468	chr10	40295756	40296452	+	0	NA	intron (NM_007444, intron 1 of 7)	intron (NM_007444, intron 1 of 7)	6082	NM_007444	100041585	Mm.476925	NM_007444	ENSMUSG00000063953	Amd2	AdoMetDC|Amd1|Amd3|ENSMUSG00000063953	S-adenosylmethionine decarboxylase 2	protein-coding
19770	chr19	28967000	28967500	+	0	NA	TTS (NM_028922)	TTS (NM_028922)	-3096	NM_198651	381218	Mm.280653	NM_198651	ENSMUSG00000064202	4430402I18Rik	AW122618|Spata6l	RIKEN cDNA 4430402I18 gene	protein-coding
16896	chr8	22711910	22712410	+	0	NA	Intergenic	Intergenic	-5577	NM_010546	16150	Mm.277886	NM_010546	ENSMUSG00000031537	Ikbkb	AI132552|IKK-2|IKK-beta|IKK2|IKK[b]|IKKbeta	inhibitor of kappaB kinase beta	protein-coding
18165	chr5	74166610	74167110	+	0	NA	Intergenic	Intergenic	-28466	NM_026878	68939	Mm.293316	NM_026878	ENSMUSG00000049907	Rasl11b	1190017B18Rik	RAS-like, family 11, member B	protein-coding
20161	chr15	7890140	7890640	+	0	NA	intron (NM_001081402, intron 13 of 17)	intron (NM_001081402, intron 13 of 17)	74840	NM_001301357	14573	Mm.4679	NM_010275	ENSMUSG00000022144	Gdnf	AI385739	glial cell line derived neurotrophic factor	protein-coding
17997	chr4	47234777	47235277	+	0	NA	intron (NM_009928, intron 2 of 39)	intron (NM_009928, intron 2 of 39)	27015	NM_009928	12819	Mm.233547	NM_009928	ENSMUSG00000028339	Col15a1	-	collagen, type XV, alpha 1	protein-coding
19415	chr4	141151721	141152221	+	0	NA	intron (NM_172518, intron 1 of 9)	intron (NM_172518, intron 1 of 9)	4049	NM_172518	213499	Mm.28865	NM_172518	ENSMUSG00000028920	Fbxo42	6720460I06Rik|mKIAA1332	F-box protein 42	protein-coding
17988	chr3	30609240	30609740	+	0	NA	intron (NM_030557, intron 4 of 7)	B1_Mur3|SINE|Alu	7403	NM_001289621	80732	Mm.200378	NM_030557	ENSMUSG00000037730	Mynn	2810011C24Rik|AA415053|AI661031|AW049392|Mynr|SBBIZ1	myoneurin	protein-coding
18056	chr11	95777643	95778143	+	0	NA	Intergenic	ID_B1|SINE|B4	28826	NM_201609	268469	Mm.389038	NM_201609	ENSMUSG00000075595	Zfp652	9530033F24Rik|ZNF652	zinc finger protein 652	protein-coding
19387	chr3	109439593	109440093	+	0	NA	intron (NM_020505, intron 2 of 26)	intron (NM_020505, intron 2 of 26)	99160	NM_020505	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
18172	chr5	134678644	134679144	+	0	NA	intron (NM_010717, intron 2 of 15)	intron (NM_010717, intron 2 of 15)	9696	NM_010717	16885	Mm.15409	NM_010717	ENSMUSG00000029674	Limk1	-	LIM-domain containing, protein kinase	protein-coding
17393	chr15	67152967	67153467	+	0	NA	intron (NM_009177, intron 1 of 8)	intron (NM_009177, intron 1 of 8)	23665	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
19558	chr9	122184732	122185232	+	0	NA	intron (NM_133979, intron 12 of 12)	intron (NM_133979, intron 12 of 12)	67716	NM_133741	20623	Mm.257989	NM_133741	ENSMUSG00000038145	Snrk	2010012F07Rik|AI448042|AW547029|E030034B15|R74830|mKIAA0096	SNF related kinase	protein-coding
19899	chr7	139451420	139451920	+	0	NA	intron (NM_001127363, intron 1 of 15)	intron (NM_001127363, intron 1 of 15)	62561	NM_183144	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
19126	chr8	70563958	70564458	+	0	NA	intron (NM_007924, intron 1 of 11)	intron (NM_007924, intron 1 of 11)	24533	NM_007924	13716	Mm.271973	NM_007924	ENSMUSG00000070002	Ell	Ell1|Men	elongation factor RNA polymerase II	protein-coding
19245	chr16	31196624	31197124	+	0	NA	intron (NM_030138, intron 1 of 22)	intron (NM_030138, intron 1 of 22)	4364	NM_030138	78618	Mm.274646	NM_030138	ENSMUSG00000049076	Acap2	4832442G16|9530039J15Rik|CNT-B2|Centb2|mKIAA0041	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding
17258	chr7	24618140	24618778	+	0	NA	intron (NM_001102613, intron 5 of 14)	B1_Mus2|SINE|Alu	7131	NM_001102613	232970	Mm.333663	NM_001102613	ENSMUSG00000074277	Phldb3	EG232970|ENSMUSG00000061511|Gm10102	pleckstrin homology-like domain, family B, member 3	protein-coding
20034	chr19	55555886	55556386	+	0	NA	intron (NM_001293686, intron 7 of 7)	intron (NM_001293686, intron 7 of 7)	146068	NR_045318	77594	Mm.329924	NR_045318	ENSMUSG00000097632	4930552P12Rik	-	RIKEN cDNA 4930552P12 gene	ncRNA
20052	chr1	65231956	65232456	+	0	NA	intron (NM_011086, intron 13 of 41)	intron (NM_011086, intron 13 of 41)	45521	NM_011086	18711	Mm.38370	NM_011086		Pikfyve	5230400C17Rik|Pip5k|Pip5k3|Pipk5k3|PipkIII|p235	phosphoinositide kinase, FYVE finger containing	protein-coding
17701	chr6	13583917	13584417	+	0	NA	intron (NM_028990, intron 4 of 4)	Lx3C|LINE|L1	23896	NM_028990	101118	Mm.254845	NM_028990	ENSMUSG00000029569	Tmem168	5730526F17Rik|8430437G11Rik|AI462344|AI504145	transmembrane protein 168	protein-coding
19609	chr12	34681004	34681504	+	0	NA	intron (NM_001271386, intron 3 of 27)	intron (NM_001271386, intron 3 of 27)	-152365	NM_024124	79221	Mm.310551	NM_024124	ENSMUSG00000004698	Hdac9	AV022454|D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding
17906	chr11	83558565	83559199	+	0	NA	Intergenic	Intergenic	19754	NM_011338	20308	Mm.416125	NM_011338	ENSMUSG00000019122	Ccl9	CCF18|MRP-2|Scya10|Scya9	chemokine (C-C motif) ligand 9	protein-coding
17577	chr8	79162186	79162686	+	0	NA	intron (NM_001294279, intron 8 of 14)	intron (NM_001294279, intron 8 of 14)	86147	NM_026315	67687	Mm.178707	NM_026315	ENSMUSG00000031682	1700011L22Rik	-	RIKEN cDNA 1700011L22 gene	protein-coding
17033	chr13	20536690	20537356	+	0	NA	intron (NM_198093, intron 1 of 6)	intron (NM_198093, intron 1 of 6)	64033	NM_198093	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
19643	chr13	54237040	54237540	+	0	NA	Intergenic	Intergenic	45161	NM_008286	15466	Mm.57243	NM_008286	ENSMUSG00000034987	Hrh2	-	histamine receptor H2	protein-coding
18326	chr1	156454828	156455328	+	0	NA	intron (NM_009230, intron 3 of 15)	PB1D10|SINE|Alu	19250	NM_009230	20652	Mm.28099	NM_009230	ENSMUSG00000026600	Soat1	8430426K15Rik|ACAT-1|AW550831|Acact|ald|hid	sterol O-acyltransferase 1	protein-coding
18407	chr6	134094896	134095396	+	0	NA	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	59439	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
19318	chr1	91088750	91089250	+	0	NA	intron (NM_008515, intron 8 of 22)	intron (NM_008515, intron 8 of 22)	35556	NM_001111311	16978	Mm.45039	NM_008515	ENSMUSG00000026305	Lrrfip1	AU024550|Fliiap1	leucine rich repeat (in FLII) interacting protein 1	protein-coding
18899	chr11	6130441	6130941	+	0	NA	intron (NM_173748, intron 3 of 5)	intron (NM_173748, intron 3 of 5)	42640	NR_029471	100042173	Mm.441799	NR_029471		Rps15a-ps6	Gm11968|OTTMUSG00000005107	ribosomal protein S15A, pseudogene 6	pseudo
19767	chr19	5814404	5814904	+	0	NA	Intergenic	Intergenic	-11983	NR_002847	72289	Mm.298256	NR_002847	ENSMUSG00000092341	Malat1	2210401K01Rik|9430072K23Rik|AI647968|Neat2	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	ncRNA
19447	chr6	28867117	28867617	+	0	NA	intron (NM_019776, intron 16 of 23)	intron (NM_019776, intron 16 of 23)	-35620	NM_138682	192198	Mm.443660	NM_138682	ENSMUSG00000049939	Lrrc4	MBAG1|NGL-2|NLG-2|Nag14	leucine rich repeat containing 4	protein-coding
19104	chr7	16246267	16246767	+	0	NA	TTS (NM_007577)	TTS (NM_007577)	-2363	NM_176912	319430	Mm.239570	NM_176912	ENSMUSG00000074361	C5ar2	C5L2|E030029A11Rik|Gpr77	complement component 5a receptor 2	protein-coding
18101	chr16	37650309	37650955	+	0	NA	intron (NM_026610, intron 1 of 2)	intron (NM_026610, intron 1 of 2)	3736	NM_026610	68194	Mm.379154	NM_026610		Ndufb4	0610006N12Rik|1300010H20Rik	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	protein-coding
18596	chr2	103667724	103668224	+	0	NA	intron (NM_178890, intron 1 of 16)	intron (NM_178890, intron 1 of 16)	93276	NM_153126	98956	Mm.288005	NM_153126	ENSMUSG00000027185	Nat10	AI429152	N-acetyltransferase 10	protein-coding
17902	chr11	32698067	32698567	+	0	NA	intron (NM_001271347, intron 2 of 12)	intron (NM_001271347, intron 2 of 12)	55762	NM_001271348	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
18013	chr6	120953910	120954410	+	0	NA	intron (NM_001270475, intron 27 of 31)	intron (NM_001270475, intron 27 of 31)	-37340	NM_007544	12122	Mm.235081	NM_007544	ENSMUSG00000004446	Bid	2700049M22Rik|AI875481|AU022477	BH3 interacting domain death agonist	protein-coding
17742	chr10	96706984	96707484	+	0	NA	Intergenic	Intergenic	90233	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
19553	chr9	94674614	94675114	+	0	NA	intron (NM_177909, intron 1 of 15)	intron (NM_177909, intron 1 of 15)	4972	NM_177909	331004	Mm.326125	NM_177909	ENSMUSG00000031129	Slc9a9	5730527A11Rik|9930105B05|AI854429|Nhe9	solute carrier family 9 (sodium/hydrogen exchanger), member 9	protein-coding
18499	chr12	107379888	107380388	+	0	NA	Intergenic	Intergenic	355350	NR_045973	74968	Mm.359821	NR_045973	ENSMUSG00000085641	4930465M20Rik	4930431H15Rik	RIKEN cDNA 4930465M20 gene	ncRNA
19722	chr16	84698660	84699160	+	0	NA	Intergenic	Intergenic	-15230	NR_029565	387173		NR_029565	miRBase:MI0000177	Mir155	Mirn155|mmu-mir-155	microRNA 155	ncRNA
19401	chr4	59941029	59941529	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	19386	NM_008648	17843	Mm.457982	NM_008648	ENSMUSG00000041333	Mup4	Mup-4|Mup1	major urinary protein 4	protein-coding
17900	chr10	121466603	121467259	+	0	NA	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	9319	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
19907	chr8	95879299	95879799	+	0	NA	intron (NM_010325, intron 1 of 9)	B2_Mm2|SINE|B2	8816	NM_010325	14719	Mm.230169	NM_010325	ENSMUSG00000031672	Got2	AL022787|FABP-pm|Got-2|mAspAT	glutamate oxaloacetate transaminase 2, mitochondrial	protein-coding
18601	chr2	179937536	179938036	+	0	NA	intron (NM_001081092, intron 3 of 14)	intron (NM_001081092, intron 3 of 14)	38860	NM_001081092	228980	Mm.235542	NM_001081092	ENSMUSG00000039117	Taf4a	135kDa|AI450312|TAFII130|TAFII135|Taf2c1	TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein-coding
17259	chr7	64064317	64064991	+	0	NA	Intergenic	Intergenic	-89181	NM_001039104	17364	Mm.38875	NM_018752	ENSMUSG00000030523	Trpm1	4732499L03Rik|AI606771|Ltrpc1|Mlsn1|melastatin	transient receptor potential cation channel, subfamily M, member 1	protein-coding
19960	chr12	55083196	55083696	+	0	NA	intron (NM_011899, intron 1 of 15)	intron (NM_011899, intron 1 of 15)	2950	NM_011899	24067	Mm.471968	NM_011899		Srp54a	54kDa|Srp54	signal recognition particle 54A	protein-coding
18685	chr11	99180784	99181284	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-25957	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding
19506	chr7	143596692	143597192	+	0	NA	intron (NM_013742, intron 1 of 22)	intron (NM_013742, intron 1 of 22)	3148	NM_001252593	27267	Mm.125659	NM_013742	ENSMUSG00000010755	Cars	CA3	cysteinyl-tRNA synthetase	protein-coding
18946	chr15	79752222	79752722	+	0	NA	intron (NR_045069, intron 3 of 3)	intron (NR_045069, intron 3 of 3)	9774	NR_045069	100504191	Mm.421420	NR_045069	ENSMUSG00000087543	Gm16576	-	predicted gene 16576	ncRNA
