PeakID (cmd=annotatePeaks.pl enhancers_only_10um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
12274	chr3	146044910	146045410	+	0	NA	intron (NM_172864, intron 20 of 22)	intron (NM_172864, intron 20 of 22)	57290	NM_001166064	214804	Mm.268854	NM_001166064	ENSMUSG00000036863	Syde2	C430017H16Rik	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	protein-coding
14559	chr11	97719434	97719934	+	0	NA	intron (NM_054051, intron 9 of 9)	intron (NM_054051, intron 9 of 9)	16250	NM_011971	26446	Mm.21874	NM_011971	ENSMUSG00000069744	Psmb3	AL033320|C10-II	proteasome (prosome, macropain) subunit, beta type 3	protein-coding
14787	chr8	117548111	117548611	+	0	NA	intron (NM_172285, intron 2 of 32)	PB1D10|SINE|Alu	50070	NM_172285	234779	Mm.192699	NM_172285	ENSMUSG00000034330	Plcg2	PLCgamma2|Plcg-2	phospholipase C, gamma 2	protein-coding
12842	chr12	77787963	77788463	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	378072	NM_001252616	53618	Mm.35628	NM_016893	ENSMUSG00000021065	Fut8	-	fucosyltransferase 8	protein-coding
14238	chr4	107830013	107830513	+	0	NA	intron (NM_001080926, intron 2 of 18)	intron (NM_001080926, intron 2 of 18)	28004	NM_001080926	16975	Mm.442134	NM_053073		Lrp8	4932703M08Rik|AA921429|AI848122|ApoER2|Lr8b	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	protein-coding
11545	chr17	26228028	26228528	+	0	NA	intron (NM_001206335, intron 1 of 12)	B1_Mus2|SINE|Alu	15964	NM_207217	106581	Mm.28844	NM_207217	ENSMUSG00000024187	Itfg3	-	integrin alpha FG-GAP repeat containing 3	protein-coding
13555	chr12	36141158	36141658	+	0	NA	intron (NM_025840, intron 1 of 11)	intron (NM_025840, intron 1 of 11)	15417	NM_025840	66912	Mm.288669	NM_025840	ENSMUSG00000020547	Bzw2	1110001I24Rik|Bdm2|HSPC028	basic leucine zipper and W2 domains 2	protein-coding
12269	chr1	161793236	161793736	+	0	NA	Intergenic	Intergenic	-4991	NM_001205243	14103	Mm.3355	NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|gld	Fas ligand (TNF superfamily, member 6)	protein-coding
13886	chr10	108178283	108178783	+	0	NA	intron (NM_027892, intron 1 of 25)	RSINE1|SINE|B4	16133	NM_027892	17931	Mm.422959	NM_027892	ENSMUSG00000019907	Ppp1r12a	1200015F06Rik|5730577I22Rik|AA792106|AV099298|D10Ertd625e|Mypt1	protein phosphatase 1, regulatory (inhibitor) subunit 12A	protein-coding
12775	chr11	55141430	55141930	+	0	NA	intron (NM_172258, intron 5 of 10)	MTEb|LTR|ERVL-MaLR	10026	NM_172258	215332	Mm.87054	NM_172258	ENSMUSG00000049491	Slc36a3	PAT3|TRAMD2|tramdorin2	solute carrier family 36 (proton/amino acid symporter), member 3	protein-coding
15623	chr8	106508095	106508595	+	0	NA	Intergenic	MIRb|SINE|MIR	-2507	NM_001037809	12560	Mm.4658	NM_007665	ENSMUSG00000061048	Cdh3	AI385538|Cadp|Cdhp|P-cadherin|Pcad	cadherin 3	protein-coding
15396	chr5	120815886	120816386	+	0	NA	intron (NM_001083925, intron 2 of 5)	intron (NM_001083925, intron 2 of 5)	3498	NM_001083925	23961	Mm.233471	NM_001083925	ENSMUSG00000029605	Oas1b	Flv|L1|Mmu-L1|Oas1|Oias-2|Oias2|Wnv	2'-5' oligoadenylate synthetase 1B	protein-coding
13431	chr6	127521510	127522010	+	0	NA	Intergenic	Intergenic	-56215	NM_001033464	381812	Mm.296093	NM_001033464	ENSMUSG00000061414	Cracr2a	Efcab4b|Gm1073|Gm462	calcium release activated channel regulator 2A	protein-coding
13724	chr13	99164004	99164504	+	0	NA	Intergenic	Intergenic	-20569	NM_001004149	238803	Mm.343207	NM_001004149	ENSMUSG00000050919	Zfp366	DC-SCRIPT|Znf366	zinc finger protein 366	protein-coding
15175	chr5	123001957	123002457	+	0	NA	Intergenic	Intergenic	12853	NR_045820	109202	Mm.30769	NM_175405	ENSMUSG00000056735	A930024E05Rik	-	RIKEN cDNA A930024E05 gene	ncRNA
14819	chr10	78385167	78385667	+	0	NA	Intergenic	(GGAA)n|Simple_repeat|Simple_repeat	23128	NR_105872	102465547		NR_105872		Mir6907	mmu-mir-6907	microRNA mir-6907	ncRNA
14663	chr1	160920604	160921104	+	0	NA	intron (NM_001024952, intron 1 of 19)	intron (NM_001024952, intron 1 of 19)	14443	NM_001024952	381305	Mm.329667	NM_001024952	ENSMUSG00000040423	Rc3h1	5730557L09Rik|Gm551|N28103|mKIAA2025	RING CCCH (C3H) domains 1	protein-coding
14343	chr14	30393972	30394472	+	0	NA	intron (NM_028981, intron 1 of 46)	ORR1B2|LTR|ERVL-MaLR	-40736	NM_001083616	12289	Mm.9772	NM_028981	ENSMUSG00000015968	Cacna1d	8430418G19Rik|C79217|Cacnl1a2|Cchl1a|Cchl1a2|D-LTCC	calcium channel, voltage-dependent, L type, alpha 1D subunit	protein-coding
13233	chr10	37189696	37190196	+	0	NA	Intergenic	Intergenic	-51020	NM_008538	17118	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding
15543	chr19	5711371	5711871	+	0	NA	intron (NM_053252, intron 12 of 18)	B3|SINE|B2	7145	NM_010609	16530	Mm.440033	NM_010609	ENSMUSG00000024936	Kcnk7	2310014G03Rik|Kcnk6|Kcnk8|Knot|Mlk3	potassium channel, subfamily K, member 7	protein-coding
12872	chr2	154807395	154807895	+	0	NA	intron (NM_001139511, intron 1 of 7)	BC1_Mm|scRNA|scRNA	16535	NM_001139512	19383	Mm.221440	NM_023130	ENSMUSG00000027593	Raly	AI663842|Merc	hnRNP-associated with lethal yellow	protein-coding
13699	chr10	120191063	120191563	+	0	NA	intron (NM_028679, intron 1 of 11)	intron (NM_028679, intron 1 of 11)	10224	NM_028679	73914	Mm.146194	NM_028679	ENSMUSG00000020227	Irak3	4833428C18Rik|AI563835|IRAK-M	interleukin-1 receptor-associated kinase 3	protein-coding
15103	chrX	20267424	20267924	+	0	NA	intron (NM_177353, intron 1 of 16)	L1ME1|LINE|L1	24090	NM_177353	236727	Mm.132983	NM_177353	ENSMUSG00000037341	Slc9a7	A530087D17Rik|NHE7	solute carrier family 9 (sodium/hydrogen exchanger), member 7	protein-coding
11995	chr4	106869358	106869858	+	0	NA	Intergenic	Intergenic	-41862	NM_198438	72475	Mm.195635	NM_023672	ENSMUSG00000061887	Ssbp3	2610021L12Rik|2610200M23Rik|5730488C10Rik|AI854733|AW551939|LAST|SSDP1	single-stranded DNA binding protein 3	protein-coding
15303	chr18	8490261	8490761	+	0	NA	Intergenic	RMER1A|Other|Other	621314	NM_001146298	225131	Mm.204524	NM_153085	ENSMUSG00000024283	Wac	1110067P07Rik|A230035H12Rik|AI256735|AI256776|Wwp4	WW domain containing adaptor with coiled-coil	protein-coding
14945	chr19	47914228	47914728	+	0	NA	intron (NM_001001738, intron 1 of 1)	intron (NM_001001738, intron 1 of 1)	4821	NM_001001738	414801	Mm.29457	NM_001001738	ENSMUSG00000079254	Itprip	4833424O12Rik|DANGER|mKIAA1754	inositol 1,4,5-triphosphate receptor interacting protein	protein-coding
15028	chr9	111211473	111211973	+	0	NA	intron (NM_027742, intron 8 of 13)	intron (NM_027742, intron 8 of 13)	59885	NM_026810	17350	Mm.486383	NM_026810	ENSMUSG00000032498	Mlh1	1110035C23Rik|AI317206|AI325952|AI561766	mutL homolog 1 (E. coli)	protein-coding
15352	chr2	153275246	153275746	+	0	NA	Intergenic	(CATA)n|Simple_repeat|Simple_repeat	-15920	NM_008444	16569	Mm.315560	NM_008444	ENSMUSG00000027475	Kif3b	AI854312|AW549267|mKIAA0359	kinesin family member 3B	protein-coding
11543	chr16	95999374	96000136	+	0	NA	intron (NM_145125, intron 41 of 41)	intron (NM_145125, intron 41 of 41)	-8852	NM_019537	56088	Mm.396248	NM_019537	ENSMUSG00000022913	Psmg1	AW552102|Dscr2	proteasome (prosome, macropain) assembly chaperone 1	protein-coding
12884	chr4	140826141	140826641	+	0	NA	intron (NM_011059, intron 10 of 15)	intron (NM_011059, intron 10 of 15)	15398	NR_045944	100049161	Mm.20854	NR_045944	ENSMUSG00000085918	Gm13032	OTTMUSG00000010086	predicted gene 13032	ncRNA
14738	chr5	142410224	142410724	+	0	NA	intron (NM_199068, intron 1 of 8)	Charlie1|DNA|hAT-Charlie	8977	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|ENSMUSG00000075577|Gm10868|Mnf	forkhead box K1	protein-coding
13780	chr2	57696893	57697393	+	0	NA	Intergenic	Intergenic	-301012	NM_172855	241391	Mm.484118	NM_172855	ENSMUSG00000026828	Galnt5	4832424J23	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
14376	chr18	34378014	34378514	+	0	NA	Intergenic	Intergenic	-4849	NM_007874	13476	Mm.280075	NM_007874	ENSMUSG00000005873	Reep5	AI324241|AU022809|AW495741|DP1/TB2|Dp1|R74856|TB2/DP1	receptor accessory protein 5	protein-coding
13922	chr14	51842896	51843540	+	0	NA	Intergenic	RLTR20C2_MM|LTR|ERVK	-10550	NM_053111	93719	Mm.221324	NM_053111	ENSMUSG00000062148	Ear6	-	eosinophil-associated, ribonuclease A family, member 6	protein-coding
15627	chr9	42229456	42229956	+	0	NA	Intergenic	L2b|LINE|L2	-20475	NR_040754	78194	Mm.251457	NR_040754		4930546K05Rik	-	RIKEN cDNA 4930546K05 gene	ncRNA
15371	chr4	46479003	46479503	+	0	NA	Intergenic	Intergenic	-10076	NM_053179	94181	Mm.249349	NM_053179	ENSMUSG00000028334	Nans	4632418E04Rik|BB056474|Sas	N-acetylneuraminic acid synthase (sialic acid synthase)	protein-coding
11855	chr17	79818235	79818877	+	0	NA	Intergenic	Intergenic	77567	NM_178050	56298	Mm.175403	NM_019717	ENSMUSG00000059811	Atl2	2010110I21Rik|AA407293|AV334690|Aip-2|Arl6ip2	atlastin GTPase 2	protein-coding
15654	chr12	92672425	92672925	+	0	NA	Intergenic	Lx7|LINE|L1	-823518	NM_011344	20338	Mm.250605	NM_011344	ENSMUSG00000020964	Sel1l	AW493766|Sel1h|mKIAA4137	sel-1 suppressor of lin-12-like (C. elegans)	protein-coding
11126	chr2	32550155	32551533	+	0	NA	intron (NM_153560, intron 1 of 10)	intron (NM_153560, intron 1 of 10)	15485	NM_153560	98952	Mm.4065	NM_153560	ENSMUSG00000039157	Fam102a	AI426465|C230093N12Rik|Eeig1	family with sequence similarity 102, member A	protein-coding
12246	chr13	101742772	101743576	+	0	NA	intron (NM_001077495, intron 2 of 15)	intron (NM_001077495, intron 2 of 15)	25043	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding
14665	chr1	184018365	184018865	+	0	NA	Intergenic	Intergenic	15383	NM_028516	73363	Mm.50115	NM_028516	ENSMUSG00000044854	1700056E22Rik	-	RIKEN cDNA 1700056E22 gene	protein-coding
13399	chr2	166693282	166694016	+	0	NA	intron (NR_105783, intron 2 of 2)	intron (NR_105783, intron 2 of 2)	20183	NM_177782	277360	Mm.34420	NM_177782	ENSMUSG00000039621	Prex1	G630042G04|P-REX1|Setd6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein-coding
10930	chr7	99889564	99890324	+	0	NA	intron (NM_001164258, intron 8 of 18)	(TCTCCC)n|Simple_repeat|Simple_repeat	30726	NM_001164258	446101	Mm.440757	NM_001164258	ENSMUSG00000035211	Xrra1	AI449753	X-ray radiation resistance associated 1	protein-coding
15684	chr18	79067686	79068186	+	0	NA	intron (NM_053099, intron 2 of 5)	intron (NM_053099, intron 2 of 5)	41455	NM_053099	240427	Mm.312871	NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding
14001	chr5	134304254	134304754	+	0	NA	intron (NM_001080749, intron 1 of 32)	intron (NM_001080749, intron 1 of 32)	10256	NM_001080747	14886	Mm.261570	NM_010365	ENSMUSG00000060261	Gtf2i	6030441I21Rik|BAP-135|Diws1t|GtfII-I|Spin|TFII-I|WBSCR6	general transcription factor II I	protein-coding
15422	chr8	64626369	64626869	+	0	NA	intron (NM_013494, intron 1 of 8)	intron (NM_013494, intron 1 of 8)	66421	NM_013494	12876	Mm.31395	NM_013494	ENSMUSG00000037852	Cpe	CPH|Cph-1|Cph1|R74677|fat	carboxypeptidase E	protein-coding
11540	chr14	21526035	21526761	+	0	NA	intron (NM_017479, intron 2 of 16)	intron (NM_017479, intron 2 of 16)	26613	NM_017479	54169	Mm.248967	NM_017479	ENSMUSG00000021767	Kat6b	AI507552|B130044K16Rik|MYST-4|Morf|Myst4|mKIAA0383|qkf|querkopf	K(lysine) acetyltransferase 6B	protein-coding
13193	chr5	32192058	32192558	+	0	NA	Intergenic	Intergenic	-40400	NM_030072	665270	Mm.160067	NM_030072	ENSMUSG00000029134	Plb1	4632413E21Rik|4930433E17Rik|4930539A06Rik|BC033606	phospholipase B1	protein-coding
15550	chrX	9470387	9470887	+	0	NA	Intergenic	Intergenic	-1313	NM_007807	13058	Mm.200362	NM_007807	ENSMUSG00000015340	Cybb	C88302|CGD91-phox|Cgd|Cyd|Nox2|gp91-1|gp91phox	cytochrome b-245, beta polypeptide	protein-coding
13657	chr6	134061032	134061532	+	0	NA	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	25575	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
15700	chr7	60244253	60244753	+	0	NA	Intergenic	Intergenic	-104284	NM_001082962	20646	Mm.274995	NM_013670	ENSMUSG00000000948	Snrpn	2410045I01Rik|HCERN3|Peg4|Pwcr1|SMN	small nuclear ribonucleoprotein N	protein-coding
14231	chr4	22491690	22492190	+	0	NA	Intergenic	Intergenic	-3574	NM_008899	18992	Mm.129387	NM_008899	ENSMUSG00000095139	Pou3f2	9430075J19Rik|A230098E07Rik|Brn-2|Brn2|OTF-7|Otf7|oct-7	POU domain, class 3, transcription factor 2	protein-coding
13861	chr8	94447280	94447780	+	0	NA	Intergenic	L2|LINE|L2	-12427	NR_015514	320377	Mm.486022	NR_015514	ENSMUSG00000097194	9330175E14Rik	A630085K21	RIKEN cDNA 9330175E14 gene	ncRNA
14475	chr5	32473114	32473614	+	0	NA	intron (NM_172707, intron 1 of 7)	intron (NM_172707, intron 1 of 7)	14394	NM_172707	19046	Mm.241931	NM_172707		Ppp1cb	1200010B19	protein phosphatase 1, catalytic subunit, beta isoform	protein-coding
15282	chr15	76995712	76996212	+	0	NA	Intergenic	B1_Mur2|SINE|Alu	26765	NM_001164048	17189	Mm.404074	NM_013593	ENSMUSG00000018893	Mb	AI325109	myoglobin	protein-coding
12594	chr4	130774722	130775222	+	0	NA	intron (NM_001159604, intron 21 of 21)	intron (NM_001159604, intron 21 of 21)	-17565	NM_011520	20970	Mm.206536	NM_011520	ENSMUSG00000025743	Sdc3	Synd3|mKIAA0468|syn-3	syndecan 3	protein-coding
14091	chr2	153170609	153171109	+	0	NA	intron (NM_133847, intron 1 of 17)	intron (NM_133847, intron 1 of 17)	9558	NM_133847	99237	Mm.330674	NM_133847	ENSMUSG00000068040	Tm9sf4	AA986553|AU045326|B930079E06|mKIAA0255	transmembrane 9 superfamily protein member 4	protein-coding
14196	chr1	24699006	24699506	+	0	NA	intron (NM_026719, intron 3 of 15)	intron (NM_026719, intron 3 of 15)	20712	NM_026719	68421	Mm.336563	NM_026719	ENSMUSG00000073725	Lmbrd1	0910001K20Rik|AV347960	LMBR1 domain containing 1	protein-coding
13536	chr10	7685032	7685830	+	0	NA	intron (NM_010690, intron 1 of 7)	intron (NM_010690, intron 1 of 7)	4222	NM_010690	16798	Mm.34083	NM_010690	ENSMUSG00000040021	Lats1	AW208599	large tumor suppressor	protein-coding
12618	chr10	28665089	28665589	+	0	NA	Intergenic	Intergenic	-3056	NM_178666	210757	Mm.123021	NM_178666	ENSMUSG00000049109	Themis	A430108D01|BB160712|E430004N04Rik|Gasp|Tsepa|thylex	thymocyte selection associated	protein-coding
12524	chr4	155996347	155996847	+	0	NA	intron (NM_011341, intron 2 of 6)	URR1B|DNA|hAT-Charlie	3683	NM_011341	20318	Mm.293517	NM_011341	ENSMUSG00000029076	Sdf4	Cab45	stromal cell derived factor 4	protein-coding
14078	chr1	54827801	54828301	+	0	NA	intron (NM_001081433, intron 2 of 27)	intron (NM_001081433, intron 2 of 27)	98336	NM_001081433	329154	Mm.397910	NM_001081433	ENSMUSG00000052331	Ankrd44	4930444A19Rik|A130096K20|E130014H08Rik|PP6-ARS-B	ankyrin repeat domain 44	protein-coding
12632	chr12	54459349	54459849	+	0	NA	Intergenic	Intergenic	-68281	NR_033689	665239	Mm.26856	NR_033689		Gm7550	EG665239|Gm666	predicted gene 7550	ncRNA
15682	chr18	61837909	61838409	+	0	NA	intron (NM_001164491, intron 8 of 23)	MLT1A|LTR|ERVL-MaLR	-51497	NM_178928	106877	Mm.26632	NM_178928	ENSMUSG00000033032	Afap1l1	AI173486	actin filament associated protein 1-like 1	protein-coding
15251	chr12	3887233	3887733	+	0	NA	intron (NM_007872, intron 6 of 22)	intron (NM_007872, intron 6 of 22)	-4261	NM_153743	13435	Mm.5001	NM_007872	ENSMUSG00000020661	Dnmt3a	MmuIIIA	DNA methyltransferase 3A	protein-coding
13504	chr5	8838128	8838754	+	0	NA	intron (NM_011075, intron 21 of 27)	MIRb|SINE|MIR	40294	NM_011075	18669	Mm.146649	NM_011075	ENSMUSG00000028970	Abcb1b	Abcb1|Mdr1|Mdr1b|Pgy-1|Pgy1|mdr	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	protein-coding
14035	chr10	80396177	80396677	+	0	NA	intron (NM_013595, intron 1 of 6)	intron (NM_013595, intron 1 of 6)	3052	NM_013595	17192	Mm.7142	NM_013595	ENSMUSG00000035478	Mbd3	AI181826|AU019209	methyl-CpG binding domain protein 3	protein-coding
13604	chr19	41725742	41726380	+	0	NA	intron (NM_015748, intron 3 of 36)	(TCTCCC)n|Simple_repeat|Simple_repeat	17795	NM_015748	20562	Mm.40322	NM_015748	ENSMUSG00000025020	Slit1	Slil1|mKIAA0813	slit homolog 1 (Drosophila)	protein-coding
14907	chr16	75874607	75875107	+	0	NA	intron (NM_023380, intron 5 of 7)	intron (NM_023380, intron 5 of 7)	34409	NM_023380	67742	Mm.131406	NM_023380	ENSMUSG00000022876	Samsn1	4930571B16Rik|930571B16Rik|Hacs1|SLy2	SAM domain, SH3 domain and nuclear localization signals, 1	protein-coding
13478	chr1	43561555	43562055	+	0	NA	intron (NM_010879, intron 4 of 4)	B2_Mm2|SINE|B2	116054	NM_010879	17974	Mm.389903	NM_010879	ENSMUSG00000066877	Nck2	4833426I10Rik|Grb4|NCKbeta|Nck-2	non-catalytic region of tyrosine kinase adaptor protein 2	protein-coding
14916	chr17	29672513	29673013	+	0	NA	intron (NM_028791, intron 2 of 23)	MTD|LTR|ERVL-MaLR	12162	NM_028791	74157	Mm.475060	NM_028791		Cmtr1	1300018I05Rik|AI451264|Ftsjd2|MTr1|mKIAA0082	cap methyltransferase 1	protein-coding
14725	chr5	28162095	28162595	+	0	NA	Intergenic	Intergenic	-3351	NM_010134	13799	Mm.4298	NM_010134		En2	BB131122|En-2	engrailed 2	protein-coding
10891	chr11	62751633	62752415	+	0	NA	Intergenic	Intergenic	-22931	NM_133208	170740	Mm.339982	NM_133208		Zfp287	B230333C16Rik|SKAT-2|Skat2|Znf287|mszf16|mszf74	zinc finger protein 287	protein-coding
14399	chr1	127363412	127363912	+	0	NA	intron (NM_145128, intron 4 of 17)	intron (NM_145128, intron 4 of 17)	158676	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
14882	chr14	122116230	122116730	+	0	NA	intron (NM_080556, intron 1 of 16)	PB1D10|SINE|Alu	9398	NM_080556	68059	Mm.275191	NM_080556	ENSMUSG00000025544	Tm9sf2	1500001N15Rik|AA536814|D14Ertd64e|P76	transmembrane 9 superfamily member 2	protein-coding
13122	chr14	60807270	60807770	+	0	NA	intron (NM_027436, intron 7 of 18)	intron (NM_027436, intron 7 of 18)	22954	NR_040642	70478	Mm.274650	NM_027436	ENSMUSG00000021993	Mipep	5730405E07Rik|MIP	mitochondrial intermediate peptidase	protein-coding
14353	chr15	61535331	61535831	+	0	NA	Intergenic	Intergenic	238870	NR_040350	432956	Mm.404918	NR_040350		D030024E09Rik	-	RIKEN cDNA D030024E09 gene	ncRNA
15090	chr17	28736470	28736970	+	0	NA	intron (NM_001168508, intron 8 of 11)	intron (NM_001168508, intron 8 of 11)	-32597	NM_011950	26415	Mm.27970	NM_011950	ENSMUSG00000004864	Mapk13	SAPK4|Serk4	mitogen-activated protein kinase 13	protein-coding
13113	chr12	111902243	111902743	+	0	NA	intron (NM_011625, intron 1 of 16)	intron (NM_011625, intron 1 of 16)	5562	NM_011625	21981	Mm.313076	NM_011625	ENSMUSG00000021285	Ppp1r13b	AI449786|ASPP1|AW545810|Tp53bp2|Trp53bp2|p85	protein phosphatase 1, regulatory (inhibitor) subunit 13B	protein-coding
14984	chr4	120567317	120567817	+	0	NA	intron (NM_016748, intron 1 of 18)	intron (NM_016748, intron 1 of 18)	2709	NM_016748	51797	Mm.1815	NM_016748	ENSMUSG00000028633	Ctps	Ctps1	cytidine 5'-triphosphate synthase	protein-coding
13116	chr13	59718872	59719372	+	0	NA	exon (NM_001167593, exon 4 of 4)	exon (NM_001167593, exon 4 of 4)	6838	NM_001167593	238662	Mm.295939	NM_001167593	ENSMUSG00000091311	Spata31d1b	EG238662|Fam75d1b|Gm4934	spermatogenesis associated 31 subfamily D, member 1B	protein-coding
15454	chr10	99208853	99209353	+	0	NA	Intergenic	Intergenic	-54128	NM_026268	67603	Mm.1791	NM_026268	ENSMUSG00000019960	Dusp6	1300019I03Rik|MKP-3|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
13145	chr1	60236278	60236778	+	0	NA	intron (NM_173444, intron 14 of 54)	intron (NM_173444, intron 14 of 54)	55929	NM_173444	269198	Mm.205224	NM_173444	ENSMUSG00000073664	Nbeal1	2310076G13Rik|A530050O19Rik|A530083I02Rik|AI662228|ALS2CR17	neurobeachin like 1	protein-coding
11734	chr3	131125755	131126387	+	0	NA	intron (NM_001276402, intron 3 of 9)	intron (NM_001276402, intron 3 of 9)	13280	NM_001276403	16842	Mm.255219	NM_010703	ENSMUSG00000027985	Lef1	3000002B05|AI451430|Lef-1	lymphoid enhancer binding factor 1	protein-coding
14225	chr3	101922896	101923396	+	0	NA	intron (NM_001039371, intron 1 of 11)	intron (NM_001039371, intron 1 of 11)	1307	NM_001039371	242126	Mm.90204	NM_001039371		Slc22a15	2610034P21Rik|4930477M19|A530052I06Rik|BB219042	solute carrier family 22 (organic anion/cation transporter), member 15	protein-coding
13142	chr19	43851890	43852390	+	0	NA	intron (NM_028029, intron 14 of 15)	intron (NM_028029, intron 14 of 15)	13337	NR_033472	100038628	Mm.212585	NR_033472	ENSMUSG00000074828	Gm10768	ENSMUSG00000074828	predicted gene 10768	ncRNA
14285	chr9	35498186	35498686	+	0	NA	intron (NM_021339, intron 17 of 18)	intron (NM_021339, intron 17 of 18)	46360	NM_021339	57810	Mm.80509	NM_021339	ENSMUSG00000038119	Cdon	CDO|Cd0|Orcam	cell adhesion molecule-related/down-regulated by oncogenes	protein-coding
14061	chr13	113515296	113515796	+	0	NA	Intergenic	Intergenic	-12702	NR_045501	70917	Mm.491036	NR_045501		4921509O07Rik	-	RIKEN cDNA 4921509O07 gene	ncRNA
15338	chr1	160915898	160916398	+	0	NA	intron (NM_001024952, intron 1 of 19)	L1MA6|LINE|L1	9737	NM_001024952	381305	Mm.329667	NM_001024952	ENSMUSG00000040423	Rc3h1	5730557L09Rik|Gm551|N28103|mKIAA2025	RING CCCH (C3H) domains 1	protein-coding
15102	chr19	59350296	59350796	+	0	NA	Intergenic	Intergenic	-4766	NM_001033222	107368	Mm.268797	NM_001033222	ENSMUSG00000074746	Pdzd8	A630041P07Rik|AV329468|AW228944|Pdzk8	PDZ domain containing 8	protein-coding
15070	chr15	25860438	25860938	+	0	NA	intron (NM_001034851, intron 1 of 8)	intron (NM_001034851, intron 1 of 8)	17390	NM_001034851	66270	Mm.25311	NM_025459	ENSMUSG00000022270	Fam134b	1810015C04Rik|AU015349	family with sequence similarity 134, member B	protein-coding
14669	chr2	13580058	13580688	+	0	NA	intron (NM_011701, intron 6 of 8)	MIRb|SINE|MIR	6062	NM_011701	22352	Mm.268000	NM_011701	ENSMUSG00000026728	Vim	-	vimentin	protein-coding
14267	chr7	88285212	88285712	+	0	NA	intron (NM_009982, intron 2 of 6)	intron (NM_009982, intron 2 of 6)	7369	NM_009982	13032	Mm.322945	NM_009982	ENSMUSG00000030560	Ctsc	AI047818|DPP1|DPPI	cathepsin C	protein-coding
15366	chr4	24567488	24567988	+	0	NA	intron (NM_199467, intron 13 of 23)	intron (NM_199467, intron 13 of 23)	71276	NM_199467	212377	Mm.120919	NM_199467	ENSMUSG00000045751	Mms22l	F730047E07Rik|Gm134	MMS22-like, DNA repair protein	protein-coding
