PeakID (cmd=annotatePeaks.pl enhancers_only_no_peptide.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6747	chr12	40526163	40526663	+	0	NA	intron (NM_172803, intron 1 of 52)	Lx5|LINE|L1	80360	NM_172803	238130	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding
7750	chr3	82050035	82050535	+	0	NA	intron (NM_001161796, intron 4 of 13)	RLTR24|LTR|ERV1	24426	NM_001161796	54195	Mm.9445	NM_017469	ENSMUSG00000028005	Gucy1b3	GC-S-beta-1|GCbeta1	guanylate cyclase 1, soluble, beta 3	protein-coding
8239	chr4	53116470	53116970	+	0	NA	intron (NM_013454, intron 5 of 49)	intron (NM_013454, intron 5 of 49)	43175	NM_013454	11303	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
5779	chr17	84332371	84332871	+	0	NA	intron (NM_183021, intron 28 of 37)	intron (NM_183021, intron 28 of 37)	133587	NM_183021	240174	Mm.246767	NM_177826	ENSMUSG00000024251	Thada	6530405K19|A930021O22|AU019899|BC052885|GITA	thyroid adenoma associated	protein-coding
8107	chr12	5119836	5120336	+	0	NA	intron (NM_001164493, intron 5 of 13)	intron (NM_001164493, intron 5 of 13)	202733	NM_001099628	320817	Mm.210966	NM_001099628		Atad2b	1110014E10Rik|BC032887|C79189|D530031C13Rik	ATPase family, AAA domain containing 2B	protein-coding
5832	chr4	122824231	122825083	+	0	NA	Intergenic	RMER17A2|LTR|ERVK	-11570	NM_008917	19063	Mm.277719	NM_008917	ENSMUSG00000028657	Ppt1	9530043G02Rik|AA960502|C77813|CLN1|D4Ertd184e|INCL|PPT	palmitoyl-protein thioesterase 1	protein-coding
8467	chr19	6346457	6346957	+	0	NA	exon (NM_009006, exon 24 of 32)	exon (NM_009006, exon 24 of 32)	5547	NR_117093	26412	Mm.25860	NM_009006		Map4k2	AI385662|BL44|GCK|Rab8ip	mitogen-activated protein kinase kinase kinase kinase 2	protein-coding
8672	chr1	121708504	121709004	+	0	NA	Intergenic	Intergenic	-140774	NM_025860	66942	Mm.44219	NM_025860	ENSMUSG00000001674	Ddx18	2310005B10Rik	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	protein-coding
8635	chr14	76863133	76863633	+	0	NA	Intergenic	Intergenic	173234	NM_172488	210808	Mm.89278	NM_172488	ENSMUSG00000044350	Lacc1	9030625A04Rik	laccase (multicopper oxidoreductase) domain containing 1	protein-coding
8702	chr3	108195757	108196257	+	0	NA	3' UTR (NM_001081320, exon 3 of 3)	3' UTR (NM_001081320, exon 3 of 3)	4827	NM_028061	72023	Mm.246391	NM_028061	ENSMUSG00000048796	Cyb561d1	1600010M23Rik|AI605489|AW457162	cytochrome b-561 domain containing 1	protein-coding
7926	chr15	80544030	80544530	+	0	NA	intron (NM_001163189, intron 1 of 5)	LTR101_Mam|LTR|ERVL	16190	NM_001163189	383075	Mm.297626	NM_001163189	ENSMUSG00000050439	Enthd1	Gm1242|Gm86	ENTH domain containing 1	protein-coding
8814	chr12	117533051	117533551	+	0	NA	intron (NM_175930, intron 3 of 27)	intron (NM_175930, intron 3 of 27)	16822	NM_175930	217944	Mm.227642	NM_175930	ENSMUSG00000041992	Rapgef5	4932413M22|C86120|D030051B22Rik|GFR|Mrgef|mKIAA0277|mmr-gef	Rap guanine nucleotide exchange factor (GEF) 5	protein-coding
7739	chr2	129821088	129821588	+	0	NA	intron (NM_183262, intron 3 of 3)	intron (NM_183262, intron 3 of 3)	-19879	NR_029452	654409	Mm.305555	NR_029452		4932416H05Rik	-	RIKEN cDNA 4932416H05 gene	ncRNA
8498	chr1	189346703	189347203	+	0	NA	intron (NM_001281848, intron 1 of 5)	intron (NM_001281848, intron 1 of 5)	-2761	NM_001281847	16526	Mm.33304	NM_010607	ENSMUSG00000037624	Kcnk2	A430027H14Rik|AI848635|TREK-1	potassium channel, subfamily K, member 2	protein-coding
8800	chr11	97559446	97559946	+	0	NA	intron (NM_018873, intron 1 of 19)	intron (NM_018873, intron 1 of 19)	15430	NM_018873	56013	Mm.342665	NM_018873	ENSMUSG00000038453	Srcin1	P140|SNIP|mKIAA1684|p140Cap	SRC kinase signaling inhibitor 1	protein-coding
5916	chr13	52138994	52139494	+	0	NA	Intergenic	Intergenic	42503	NR_045061	74050	Mm.84860	NR_045061		4921525O09Rik	-	RIKEN cDNA 4921525O09 gene	ncRNA
6555	chr1	43486019	43486819	+	0	NA	intron (NM_010879, intron 1 of 4)	intron (NM_010879, intron 1 of 4)	40668	NM_010879	17974	Mm.389903	NM_010879	ENSMUSG00000066877	Nck2	4833426I10Rik|Grb4|NCKbeta|Nck-2	non-catalytic region of tyrosine kinase adaptor protein 2	protein-coding
8602	chr10	94820475	94820975	+	0	NA	intron (NM_018797, intron 21 of 30)	intron (NM_018797, intron 21 of 30)	123853	NM_018797	54712	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding
7441	chr7	79464218	79464718	+	0	NA	intron (NM_017462, intron 2 of 22)	intron (NM_017462, intron 2 of 22)	1805	NM_017462	18975	Mm.3616	NM_017462	ENSMUSG00000039176	Polg	AA409516|PolgA	polymerase (DNA directed), gamma	protein-coding
7061	chr2	120578272	120578772	+	0	NA	intron (NM_001177792, intron 1 of 8)	intron (NM_001177792, intron 1 of 8)	10851	NM_001177792	20619	Mm.245715	NM_009222	ENSMUSG00000027287	Snap23	23kDa|AA408749|SNAP-23|Sndt|Syndet	synaptosomal-associated protein 23	protein-coding
5358	chr1	171788599	171789099	+	0	NA	intron (NM_013730, intron 4 of 6)	intron (NM_013730, intron 4 of 6)	21717	NM_013730	27218	Mm.103648	NM_013730	ENSMUSG00000015316	Slamf1	4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam	signaling lymphocytic activation molecule family member 1	protein-coding
8629	chr13	51992298	51992798	+	0	NA	Intergenic	Intergenic	-104193	NR_045061	74050	Mm.84860	NR_045061		4921525O09Rik	-	RIKEN cDNA 4921525O09 gene	ncRNA
5830	chr4	102712154	102712654	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-47731	NM_144906	73094	Mm.54201	NM_144906	ENSMUSG00000028524	Sgip1	3110007P09Rik|SGIP1alpha|gag	SH3-domain GRB2-like (endophilin) interacting protein 1	protein-coding
8567	chr7	80172225	80172725	+	0	NA	Intergenic	Intergenic	-14366	NM_013659	20352	Mm.275909	NM_013659	ENSMUSG00000030539	Sema4b	SemC|Semac|mKIAA1745	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	protein-coding
8235	chr4	9858574	9859074	+	0	NA	intron (NM_013526, intron 1 of 1)	intron (NM_013526, intron 1 of 1)	14452	NM_013526	242316	Mm.302555	NM_013526	ENSMUSG00000051279	Gdf6	BMP-13|BMP13|GDF16	growth differentiation factor 6	protein-coding
8705	chr3	144342454	144342954	+	0	NA	Intergenic	Lx8|LINE|L1	-137449	NM_010723	16911	Mm.29187	NM_010723	ENSMUSG00000028266	Lmo4	A730077C12Rik|Crp3|Etohi4	LIM domain only 4	protein-coding
6522	chr17	37246552	37247052	+	0	NA	Intergenic	Intergenic	-14434	NM_146512	258505	Mm.353371	NM_146512	ENSMUSG00000058802	Olfr97	MOR156-2	olfactory receptor 97	protein-coding
6433	chr10	20915795	20916295	+	0	NA	Intergenic	Intergenic	-36502	NM_026203	52906	Mm.253280	NM_026203	ENSMUSG00000019986	Ahi1	1700015F03Rik|Ahi-1|D10Bwg0629e	Abelson helper integration site 1	protein-coding
8284	chr6	100619137	100619637	+	0	NA	intron (NM_181590, intron 9 of 10)	RMER15-int|LTR|ERVL	51770	NM_181590	72171	Mm.256022	NM_181590	ENSMUSG00000035378	Shq1	2810403P18Rik|Grim-1	SHQ1 homolog (S. cerevisiae)	protein-coding
2879	chr4	101174667	101176391	+	0	NA	intron (NM_146145, intron 8 of 24)	intron (NM_146145, intron 8 of 24)	89753	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding
6628	chr4	136801067	136801567	+	0	NA	intron (NM_001290753, intron 1 of 15)	intron (NM_001290753, intron 1 of 15)	34694	NM_010142	13844	Mm.250981	NM_010142	ENSMUSG00000028664	Ephb2	Cek5|Drt|ETECK|Erk|Hek5|Nuk|Prkm5|Qek5|Sek3|Tyro5	Eph receptor B2	protein-coding
5724	chr8	125293944	125294758	+	0	NA	Intergenic	Intergenic	198359	NM_001081337	244668	Mm.271668	NM_001081337	ENSMUSG00000001995	Sipa1l2	BC058408|mKIAA1389	signal-induced proliferation-associated 1 like 2	protein-coding
5290	chr10	118085534	118086034	+	0	NA	Intergenic	Intergenic	-56003	NM_148922	17245	Mm.101191	NM_010785	ENSMUSG00000020212	Mdm1	Arrd2|Mdm-1	transformed mouse 3T3 cell double minute 1	protein-coding
5884	chr10	4621171	4621671	+	0	NA	intron (NM_007956, intron 1 of 8)	intron (NM_007956, intron 1 of 8)	9375	NM_007956	13982	Mm.9213	NM_007956	ENSMUSG00000019768	Esr1	AA420328|AU041214|ER-alpha|ER[a]|ERa|ERalpha|ESR|Estr|Estra|Nr3a1	estrogen receptor 1 (alpha)	protein-coding
5592	chr11	86370485	86370985	+	0	NA	Intergenic	Intergenic	-13210	NM_001080931	327987	Mm.341886	NM_001080931	ENSMUSG00000034297	Med13	1110067M05Rik|D030023K18|Thrap1|Trap240	mediator complex subunit 13	protein-coding
6624	chr4	126206688	126207188	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	-4228	NM_146153	230753	Mm.29813	NM_146153	ENSMUSG00000043962	Thrap3	9330151F09Rik|B230333E16Rik|Trap150	thyroid hormone receptor associated protein 3	protein-coding
7670	chr17	79444681	79445181	+	0	NA	Intergenic	Intergenic	32954	NR_033463	74622	Mm.311921	NR_033463		4930429F11Rik	-	RIKEN cDNA 4930429F11 gene	ncRNA
5454	chr16	58496508	58497138	+	0	NA	intron (NM_018784, intron 2 of 10)	intron (NM_018784, intron 2 of 10)	26489	NM_018784	54613	Mm.212742	NM_018784	ENSMUSG00000022747	St3gal6	1700023B24Rik|AI930218|AW552396|Siat10|St3galVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	protein-coding
7292	chr1	11229468	11229968	+	0	NA	intron (NM_029525, intron 34 of 39)	ORR1E|LTR|ERVL-MaLR	-34245	NM_001033636	109294	Mm.123247	NM_029525	ENSMUSG00000048960	Prex2	6230420N16Rik|AI316880|AI553603|C030045D06Rik|D430013K02|Depdc2|P-Rex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	protein-coding
8791	chr10	122933837	122934337	+	0	NA	intron (NM_001110218, intron 9 of 9)	intron (NM_001110218, intron 9 of 9)	51637	NR_029527	387251		NR_029527	miRBase:MI0000138	Mirlet7i	Mirnlet7i|mmu-let-7i	microRNA let7i	ncRNA
5094	chr1	138912399	138913023	+	0	NA	Intergenic	Intergenic	-50998	NM_001166501	329260	Mm.337604	NM_181347	ENSMUSG00000056268	Dennd1b	4632404N19Rik|4930467M19Rik|6820401H01Rik|F730008N07Rik	DENN/MADD domain containing 1B	protein-coding
8153	chr18	14659020	14659520	+	0	NA	intron (NM_001161369, intron 3 of 9)	intron (NM_001161369, intron 3 of 9)	23644	NM_001161371	268996	Mm.31761	NM_009280	ENSMUSG00000037013	Ss18	D130059H17|Ssxt|Syt	synovial sarcoma translocation, Chromosome 18	protein-coding
5883	chr9	111002656	111003156	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-13193	NM_153100	235636	Mm.441138	NM_153100		Rtp3	Tmem7	receptor transporter protein 3	protein-coding
5453	chr16	46108889	46109519	+	0	NA	intron (NM_032465, intron 2 of 14)	intron (NM_032465, intron 2 of 14)	11044	NM_032465	84544	Mm.29204	NM_032465	ENSMUSG00000022657	Cd96	1700109I12Rik|Tactile	CD96 antigen	protein-coding
7464	chr8	72017182	72017682	+	0	NA	Intergenic	Intergenic	-7806	NM_024444	72054	Mm.160020	NM_024444	ENSMUSG00000003484	Cyp4f18	1810054N16Rik|Cyp4f3|Cypf18	cytochrome P450, family 4, subfamily f, polypeptide 18	protein-coding
8084	chr10	12535388	12535888	+	0	NA	intron (NM_011682, intron 51 of 73)	MIRb|SINE|MIR	326097	NM_011682	22288	Mm.331784	NM_011682	ENSMUSG00000019820	Utrn	AA589569|DRP|Dmdl	utrophin	protein-coding
6011	chr4	129928390	129928890	+	0	NA	Intergenic	Intergenic	22414	NR_045190	319894	Mm.59196	NR_045190	ENSMUSG00000086369	E330017L17Rik	-	RIKEN cDNA E330017L17 gene	ncRNA
5623	chr14	50826195	50827017	+	0	NA	intron (NM_009351, intron 51 of 54)	intron (NM_009351, intron 51 of 54)	18660	NM_009632	11546	Mm.281482	NM_009632	ENSMUSG00000036023	Parp2	ARTD2|Adprt2|Adprtl2|Aspartl2|C78626|PARP-2	poly (ADP-ribose) polymerase family, member 2	protein-coding
6332	chr2	19715796	19716296	+	0	NA	Intergenic	Intergenic	57984	NM_027715	71198	Mm.83981	NM_027715	ENSMUSG00000043415	Otud1	4933428L19Rik	OTU domain containing 1	protein-coding
7682	chr18	66437805	66438305	+	0	NA	Intergenic	Intergenic	-20549	NM_021451	58801	Mm.271878	NM_021451	ENSMUSG00000024521	Pmaip1	Noxa	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
8636	chr15	8420858	8421358	+	0	NA	intron (NM_027707, intron 1 of 46)	intron (NM_027707, intron 1 of 46)	23355	NM_027707	71175	Mm.240329	NM_027707	ENSMUSG00000022141	Nipbl	Idn3	Nipped-B homolog (Drosophila)	protein-coding
6343	chr2	164389215	164389933	+	0	NA	3' UTR (NM_001252563, exon 11 of 11)	3' UTR (NM_001252563, exon 11 of 11)	-13620	NM_009036	19668	Mm.473794	NM_009036	ENSMUSG00000017007	Rbpjl	RBP-L|Rbpsuhl	recombination signal binding protein for immunoglobulin kappa J region-like	protein-coding
7574	chr13	37594851	37595351	+	0	NA	Intergenic	Intergenic	-230937	NM_026830	68750	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding
7063	chr2	151605269	151605769	+	0	NA	intron (NM_198214, intron 2 of 5)	intron (NM_198214, intron 2 of 5)	27074	NM_001291076	241727	Mm.39312	NM_198214	ENSMUSG00000027457	Snph	6430515A01|AW045671|AW556958|AW743098|mKIAA0374	syntaphilin	protein-coding
8389	chr12	103103812	103104312	+	0	NA	intron (NM_001081017, intron 26 of 48)	intron (NM_001081017, intron 26 of 48)	138084	NM_133364	170952	Mm.217019	NM_133364	ENSMUSG00000041669	Prima1	B230212M13Rik|BB120497|PRiMA	proline rich membrane anchor 1	protein-coding
8605	chr11	54327727	54328227	+	0	NA	intron (NM_001033599, intron 7 of 20)	intron (NM_001033599, intron 7 of 20)	13074	NM_001033599	216739	Mm.267478	NM_144823	ENSMUSG00000020333	Acsl6	A330035H04Rik|AW050338|Facl6|LACS|Lacsl|mKIAA0837	acyl-CoA synthetase long-chain family member 6	protein-coding
8425	chr15	78521520	78522020	+	0	NA	Intergenic	B1_Mur1|SINE|Alu	7881	NM_001204153	72709	Mm.34776	NM_028331	ENSMUSG00000022440	C1qtnf6	2810036M19Rik|CTRP6	C1q and tumor necrosis factor related protein 6	protein-coding
7236	chr14	118173675	118174175	+	0	NA	Intergenic	L1M2|LINE|L1	36798	NM_021434	58245	Mm.275411	NM_021434	ENSMUSG00000022131	Gpr180	AB041545|E130016I23Rik|Itr	G protein-coupled receptor 180	protein-coding
7542	chr11	79706520	79707020	+	0	NA	Intergenic	Intergenic	-5199	NR_029579	387188		NR_029579	miRBase:MI0000235	Mir193a	Mir193|Mirn193|mmu-mir-193|mmu-mir-193a	microRNA 193a	ncRNA
8041	chr5	151341415	151341915	+	0	NA	Intergenic	MER31A|LTR|ERV1	-27010	NR_045700	625175	Mm.443286	NR_045699	ENSMUSG00000097321	1700028E10Rik	A630054D14|Gm6561	RIKEN cDNA 1700028E10 gene	ncRNA
7635	chr15	80488432	80488932	+	0	NA	intron (NM_001163189, intron 4 of 5)	MTA_Mm|LTR|ERVL-MaLR	71788	NM_001163189	383075	Mm.297626	NM_001163189	ENSMUSG00000050439	Enthd1	Gm1242|Gm86	ENTH domain containing 1	protein-coding
5084	chr1	53875829	53876329	+	0	NA	intron (NM_001001883, intron 17 of 28)	intron (NM_001001883, intron 17 of 28)	26655	NR_106149	102465783		NR_106149	miRBase:MI0025029	Mir7681	mmu-mir-7681	microRNA mir-7681	ncRNA
5528	chr4	131860649	131861149	+	0	NA	intron (NM_025297, intron 5 of 9)	intron (NM_025297, intron 5 of 9)	-12740	NM_020587	57317	Mm.2478	NM_020587	ENSMUSG00000028911	Srsf4	5730499P16Rik|AW550192|MNCb-2616|SRp75|Sfrs4	serine/arginine-rich splicing factor 4	protein-coding
8237	chr4	48053041	48053541	+	0	NA	intron (NM_015743, intron 1 of 5)	intron (NM_015743, intron 1 of 5)	2043	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding
8970	chr11	55207580	55208080	+	0	NA	intron (NM_153139, intron 1 of 10)	intron (NM_153139, intron 1 of 10)	3490	NM_153139	215335	Mm.35732	NM_153139	ENSMUSG00000020261	Slc36a1	5830411H19Rik|AI839897|Pat1	solute carrier family 36 (proton/amino acid symporter), member 1	protein-coding
8440	chr16	93921230	93921730	+	0	NA	intron (NM_019500, intron 2 of 2)	intron (NM_019500, intron 2 of 2)	8087	NM_001165925	56173	Mm.328716	NM_019500	ENSMUSG00000047109	Cldn14	AI851731	claudin 14	protein-coding
6852	chr2	112656086	112656744	+	0	NA	intron (NM_177652, intron 87 of 103)	intron (NM_177652, intron 87 of 103)	96733	NM_001165935	74268	Mm.315125	NM_028844		Aven	1700013A01Rik|1700056A21Rik|mAven-L|mAven-S	apoptosis, caspase activation inhibitor	protein-coding
6534	chr18	73810171	73810671	+	0	NA	intron (NM_145494, intron 1 of 15)	intron (NM_145494, intron 1 of 15)	4971	NM_145494	107029	Mm.36817	NM_145494	ENSMUSG00000024556	Me2	AW120568|D030040L20Rik|NAD-ME	malic enzyme 2, NAD(+)-dependent, mitochondrial	protein-coding
8723	chr5	66360145	66360645	+	0	NA	intron (NM_001201414, intron 10 of 15)	intron (NM_001201414, intron 10 of 15)	-22730	NM_001201416	11787	Mm.5159	NM_009686	ENSMUSG00000029207	Apbb2	2310007D03Rik|FE65L1|Rirl1|TR2L|Zfra	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
4705	chr15	89282343	89282989	+	0	NA	intron (NM_026813, intron 22 of 24)	intron (NM_026813, intron 22 of 24)	23066	NR_105924	102465981		NR_105924		Mir6959	mmu-mir-6959	microRNA mir-6959	ncRNA
4479	chr12	73578124	73578624	+	0	NA	Intergenic	Intergenic	-6667	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
8058	chr7	114445400	114445900	+	0	NA	intron (NM_011055, intron 1 of 15)	MTA_Mm|LTR|ERVL-MaLR	30396	NM_011055	18576	Mm.430730	NM_011055		Pde3b	9830102A01Rik|AI847709	phosphodiesterase 3B, cGMP-inhibited	protein-coding
6563	chr1	86344735	86345235	+	0	NA	3' UTR (NM_010880, exon 14 of 14)	3' UTR (NM_010880, exon 14 of 14)	6300	NR_028478	100303740	Mm.154378	NR_028478		Snora75	MBI-55	small nucleolar RNA, H/ACA box 75	snoRNA
7572	chr13	30913007	30913507	+	0	NA	intron (NM_025588, intron 6 of 27)	intron (NM_025588, intron 6 of 27)	34504	NM_153072	210554	Mm.450571	NM_153072	ENSMUSG00000076430	Hus1b	-	Hus1 homolog b (S. pombe)	protein-coding
5188	chr15	12424164	12424664	+	0	NA	intron (NM_001081064, intron 5 of 23)	intron (NM_001081064, intron 5 of 23)	102918	NM_025673	66629	Mm.157655	NM_025673	ENSMUSG00000022200	Golph3	4733401N08Rik|5730410D03Rik|AW413496	golgi phosphoprotein 3	protein-coding
8762	chr8	46890005	46890505	+	0	NA	Intergenic	Intergenic	-96670	NM_177304	320981	Mm.211429	NM_177304	ENSMUSG00000038173	Enpp6	4833421B01Rik|B830047L21Rik|D8Ertd514e|E-NPP 6|Npp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding
2046	chr15	65726983	65728113	+	0	NA	Intergenic	Intergenic	-59493	NM_133766	76740	Mm.260647	NM_133766	ENSMUSG00000015002	Efr3a	A130089M23Rik|BB071175|C76891|C920006C10Rik|D030063F01Rik|mKIAA0143	EFR3 homolog A (S. cerevisiae)	protein-coding
6084	chr10	123190509	123191009	+	0	NA	intron (NM_027604, intron 1 of 21)	intron (NM_027604, intron 1 of 21)	6164	NM_027604	14479	Mm.244209	NM_027604	ENSMUSG00000020124	Usp15	4921514G19Rik|AI327321|E430033I05Rik|Gcap18	ubiquitin specific peptidase 15	protein-coding
8511	chr2	118706632	118707132	+	0	NA	TTS (NM_001290790)	TTS (NM_001290790)	-2919	NM_001081971	383787	Mm.35758	NM_001081971	ENSMUSG00000078137	Ankrd63	Gm1337	ankyrin repeat domain 63	protein-coding
6892	chr6	83716620	83717120	+	0	NA	intron (NM_011912, intron 1 of 2)	intron (NM_011912, intron 1 of 2)	-4669	NR_002871	574519	Mm.487605	NR_002871	ENSMUSG00000085794	Vax2os	Vas2os|Vax2os1|Vax2os2	ventral anterior homeobox 2, opposite strand	ncRNA
6756	chr12	113362203	113362829	+	0	NA	Intergenic	Intergenic	-127049	NM_001009545	238405	Mm.442216	NM_001009545	ENSMUSG00000051804	Adam6b	4930523C11Rik	a disintegrin and metallopeptidase domain 6B	protein-coding
5391	chr6	73314564	73315064	+	0	NA	Intergenic	Intergenic	66309	NM_019879	56451	Mm.29845	NM_019879	ENSMUSG00000052738	Suclg1	1500000I01Rik|Sucla1	succinate-CoA ligase, GDP-forming, alpha subunit	protein-coding
8355	chr10	78285633	78286133	+	0	NA	intron (NM_053014, intron 3 of 9)	intron (NM_053014, intron 3 of 9)	-41241	NM_001081055	216131	Mm.27539	NM_001081055	ENSMUSG00000000374	Trappc10	B230307C21Rik|Gm870|Tmem1	trafficking protein particle complex 10	protein-coding
7242	chr15	59977938	59978572	+	0	NA	Intergenic	Intergenic	38363	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
4276	chr12	112914082	112915266	+	0	NA	intron (NM_010588, intron 12 of 25)	intron (NM_010588, intron 12 of 25)	5867	NR_105906	102465567		NR_105906		Mir6941	mmu-mir-6941	microRNA mir-6941	ncRNA
7967	chr18	49746715	49747215	+	0	NA	intron (NM_001170960, intron 1 of 3)	intron (NM_001170960, intron 1 of 3)	8636	NM_026854	68857	Mm.96010	NM_026854	ENSMUSG00000024505	Dtwd2	1190002H09Rik|8030470C17Rik|AI414673|BB115449	DTW domain containing 2	protein-coding
6688	chr8	110988332	110988832	+	0	NA	intron (NM_007916, intron 4 of 11)	intron (NM_007916, intron 4 of 11)	9241	NM_007916	13680	Mm.287901	NM_007916	ENSMUSG00000015023	Ddx19a	DBP5|Ddx19|Eif4a-rs1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a	protein-coding
8722	chr5	24746016	24746516	+	0	NA	Intergenic	Intergenic	11577	NM_153076	214301	Mm.63484	NM_153076		Crygn	-	crystallin, gamma N	protein-coding
7427	chr6	129587404	129587904	+	0	NA	Intergenic	B1F|SINE|Alu	-4157	NM_010654	16643	Mm.391515	NM_010654	ENSMUSG00000030165	Klrd1	CD94	killer cell lectin-like receptor, subfamily D, member 1	protein-coding
8877	chr18	10152794	10153294	+	0	NA	intron (NM_009071, intron 1 of 32)	intron (NM_009071, intron 1 of 32)	28748	NM_009071	19877	Mm.6710	NM_009071	ENSMUSG00000024290	Rock1	1110055K06Rik|Rock-I	Rho-associated coiled-coil containing protein kinase 1	protein-coding
5317	chr15	85455672	85456304	+	0	NA	intron (NM_016843, intron 10 of 11)	intron (NM_016843, intron 10 of 11)	47239	NM_001256072	328577	Mm.212960	NM_001256072	ENSMUSG00000096607	7530416G11Rik	-	RIKEN cDNA 7530416G11 gene	protein-coding
6191	chr3	90359128	90359628	+	0	NA	Intergenic	Intergenic	17724	NM_139304	229542	Mm.270999	NM_139304	ENSMUSG00000042390	Gatad2b	AL118180|C430014D17Rik|P66beta|mKIAA1150	GATA zinc finger domain containing 2B	protein-coding
8922	chr2	158606837	158607337	+	0	NA	intron (NR_040358, intron 1 of 2)	intron (NR_040358, intron 1 of 2)	3636	NR_040358	100045469	Mm.143404	NR_040358	ENSMUSG00000086496	Gm14204	OTTMUSG00000015935	predicted gene 14204	ncRNA
6898	chr6	115671889	115672525	+	0	NA	intron (NM_029780, intron 1 of 16)	intron (NM_029780, intron 1 of 16)	4428	NM_029780	110157	Mm.184163	NM_029780	ENSMUSG00000000441	Raf1	6430402F14Rik|AA990557|BB129353|Craf1|D830050J10Rik|Raf-1|c-Raf|v-Raf	v-raf-leukemia viral oncogene 1	protein-coding
6955	chr12	25455527	25456027	+	0	NA	Intergenic	Intergenic	326603	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
