PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
33040	chr6	99451263	99451763	+	0	NA	Intergenic	Intergenic	-16168	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
32816	chr6	100257951	100258579	+	0	NA	intron (NM_019743, intron 2 of 4)	MLT1A1|LTR|ERVL-MaLR	29093	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
32606	chr1	13574702	13575202	+	0	NA	intron (NM_028173, intron 6 of 10)	intron (NM_028173, intron 6 of 10)	14912	NM_028173	72265	Mm.28765	NM_028173	ENSMUSG00000025935	Tram1	1810049E02Rik|TRAMP	translocating chain-associating membrane protein 1	protein-coding
31294	chr4	155516668	155517302	+	0	NA	intron (NM_008142, intron 2 of 11)	RLTR31D_MM|LTR|ERVK	25624	NM_001160017	14688	Mm.2344	NM_008142	ENSMUSG00000029064	Gnb1	AA409223|C77571|Gnb-1	guanine nucleotide binding protein (G protein), beta 1	protein-coding
32066	chr2	103580868	103581530	+	0	NA	intron (NM_178890, intron 1 of 16)	intron (NM_178890, intron 1 of 16)	14889	NM_178890	99382	Mm.35850	NM_178890	ENSMUSG00000032724	Abtb2	AW539457|BPOZ-2	ankyrin repeat and BTB (POZ) domain containing 2	protein-coding
32032	chr16	92747925	92748425	+	0	NA	intron (NM_001111022, intron 2 of 6)	intron (NM_001111022, intron 2 of 6)	-50846	NM_009821	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
32136	chr10	42884072	42884730	+	0	NA	intron (NM_172938, intron 1 of 8)	RMER1A|Other|Other	23889	NM_172938	268297	Mm.98731	NM_172938	ENSMUSG00000044770	Scml4	9330161D17|mFLJ00197	sex comb on midleg-like 4 (Drosophila)	protein-coding
31031	chr3	98017663	98018581	+	0	NA	intron (NM_010928, intron 1 of 33)	intron (NM_010928, intron 1 of 33)	4584	NM_010928	18129	Mm.485843	NM_010928	ENSMUSG00000027878	Notch2	AI853703|N2	notch 2	protein-coding
33417	chr10	107953317	107953817	+	0	NA	Intergenic	URR1B|DNA|hAT-Charlie	-41433	NM_001177567	628870	Mm.336090	NM_001177567	ENSMUSG00000091455	Otogl	EG628870|Gm6924	otogelin-like	protein-coding
32369	chr19	32112459	32112959	+	0	NA	Intergenic	Intergenic	-9569	NM_018830	54447	Mm.491229	NM_018830	ENSMUSG00000024887	Asah2	AI585898	N-acylsphingosine amidohydrolase 2	protein-coding
31817	chr3	52284617	52285117	+	0	NA	intron (NM_019739, intron 1 of 2)	intron (NM_019739, intron 1 of 2)	16530	NM_019739	56458	Mm.29891	NM_019739	ENSMUSG00000044167	Foxo1	AI876417|Afxh|FKHR|Fkhr1|Foxo1a	forkhead box O1	protein-coding
31591	chr14	78377877	78378501	+	0	NA	Intergenic	Lx|LINE|L1	-70146	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding
33191	chr16	92779956	92780456	+	0	NA	intron (NM_001111022, intron 2 of 6)	intron (NM_001111022, intron 2 of 6)	45868	NM_001111021	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
34953	chr11	5737744	5738244	+	0	NA	intron (NM_001077661, intron 1 of 5)	intron (NM_001077661, intron 1 of 5)	3182	NM_178623	72046	Mm.271657	NM_178623	ENSMUSG00000049680	Urgcp	2010005J08Rik|9130001I21Rik|AW060359|Urg4|mKIAA1507	upregulator of cell proliferation	protein-coding
32920	chr16	34111384	34111884	+	0	NA	intron (NM_177357, intron 34 of 59)	L1MB3|LINE|L1	-144631	NM_009471	22247	Mm.13145	NM_009471	ENSMUSG00000022814	Umps	1700095D23Rik|AA408257|AL033308|BB164745	uridine monophosphate synthetase	protein-coding
35173	chrX	75762737	75763237	+	0	NA	intron (NR_029443, intron 1 of 8)	intron (NR_029443, intron 1 of 8)	1712	NR_029443	74396	Mm.162493	NR_029443	ENSMUSG00000087396	4933407K13Rik	A130080L05Rik	RIKEN cDNA 4933407K13 gene	ncRNA
30578	chr19	27926392	27926892	+	0	NA	intron (NM_001166414, intron 1 of 17)	intron (NM_001166414, intron 1 of 17)	56306	NM_001166414	19726	Mm.313321	NM_011265	ENSMUSG00000040929	Rfx3	C230093O12Rik|MRFX3	regulatory factor X, 3 (influences HLA class II expression)	protein-coding
33235	chr1	60859000	60859500	+	0	NA	Intergenic	L1MB4|LINE|L1	-49775	NM_009843	12477	Mm.390	NM_009843	ENSMUSG00000026011	Ctla4	Cd152|Ctla-4|Ly-56	cytotoxic T-lymphocyte-associated protein 4	protein-coding
34785	chr4	109284715	109285215	+	0	NA	intron (NM_007943, intron 1 of 24)	(TG)n|Simple_repeat|Simple_repeat	4690	NM_007943	13858	Mm.318250	NM_007943	ENSMUSG00000028552	Eps15	2410112D09Rik	epidermal growth factor receptor pathway substrate 15	protein-coding
33481	chr13	101549863	101550363	+	0	NA	Intergenic	IMPB_01|Satellite|Satellite	142517	NM_001024955	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding
34413	chr6	134311006	134311506	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	-85073	NM_025778	66813	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding
35245	chr5	122280390	122280890	+	0	NA	Intergenic	Intergenic	-3758	NM_177242	320717	Mm.489670	NM_177242	ENSMUSG00000038582	Pptc7	9130017A15Rik|AA672638|AI848390|TA-PP2C	PTC7 protein phosphatase homolog (S. cerevisiae)	protein-coding
35199	chr2	52958446	52958946	+	0	NA	intron (NM_172409, intron 1 of 26)	intron (NM_172409, intron 1 of 26)	100828	NM_172409	71409	Mm.394427	NM_172409	ENSMUSG00000036053	Fmnl2	5430425K04Rik|Man	formin-like 2	protein-coding
30620	chr13	41381438	41381938	+	0	NA	intron (NM_001111324, intron 2 of 7)	T-rich|Low_complexity|Low_complexity	-22687	NM_017464	18003	Mm.288980	NM_017464	ENSMUSG00000021365	Nedd9	Cas-L|CasL|HEF1|MEF1|Nedd-9|p105	neural precursor cell expressed, developmentally down-regulated gene 9	protein-coding
33660	chr4	62678485	62678985	+	0	NA	intron (NM_134257, intron 10 of 15)	intron (NM_134257, intron 10 of 15)	59063	NM_001081650	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding
34971	chr11	86673432	86673932	+	0	NA	intron (NM_029478, intron 1 of 11)	B1_Mus1|SINE|Alu	10140	NM_029478	75909	Mm.390398	NM_029478	ENSMUSG00000018171	Vmp1	3110098I04Rik|4930579A11Rik|AI787464|Tango5|Tmem49|ni-2	vacuole membrane protein 1	protein-coding
35373	chr17	32244428	32244928	+	0	NA	intron (NM_198094, intron 2 of 12)	B2_Mm2|SINE|B2	2758	NR_102329	100043434		NR_102329		Gm4432	-	predicted gene 4432	pseudo
33365	chr7	49396366	49396866	+	0	NA	intron (NM_001111016, intron 4 of 38)	B2_Mm2|SINE|B2	150427	NM_175272	78286	Mm.333881	NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|AU067780|BQ960892|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding
33537	chr17	49172973	49173473	+	0	NA	Intergenic	Intergenic	-59690	NR_038145	69311	Mm.46140	NR_038141		1700008K24Rik	-	RIKEN cDNA 1700008K24 gene	ncRNA
33924	chr15	77954353	77954853	+	0	NA	intron (NM_001017983, intron 2 of 8)	intron (NM_001017983, intron 2 of 8)	2119	NM_001017983	239554	Mm.295605	NM_001017983	ENSMUSG00000016552	Foxred2	A430097D04Rik|D15Bwg0759e|Gm304	FAD-dependent oxidoreductase domain containing 2	protein-coding
31575	chr12	55461120	55461750	+	0	NA	intron (NR_035430, intron 1 of 3)	B1_Mur1|SINE|Alu	31212	NM_010907	18035	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding
32565	chr16	30375703	30376469	+	0	NA	intron (NM_001128096, intron 2 of 33)	intron (NM_001128096, intron 2 of 33)	12444	NM_001128096	224088	Mm.8924	NM_001128094	ENSMUSG00000022533	Atp13a3	AU022875|Gm1745|Gm541|Gm542	ATPase type 13A3	protein-coding
33013	chr4	135709256	135709756	+	0	NA	Intergenic	Intergenic	-18653	NM_178257	230828	Mm.261647	NM_178257		Il22ra1	9130219A07Rik|ENSMUSG00000073746|IL-22R|Il22r	interleukin 22 receptor, alpha 1	protein-coding
31948	chr1	171899181	171899681	+	0	NA	Intergenic	Intergenic	-18106	NM_030710	30925	Mm.486404	NM_030710	ENSMUSG00000015314	Slamf6	KAL1|KAL1b|Ly108|NTB-A|NTBA|SF2000	SLAM family member 6	protein-coding
32001	chr10	17484566	17485066	+	0	NA	Intergenic	Intergenic	-238412	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding
35418	chr2	11798388	11798888	+	0	NA	Intergenic	L2|LINE|L2	20885	NM_177268	320816	Mm.260201	NM_177268		Ankrd16	2810455F06Rik|AI646698|D430029B21Rik	ankyrin repeat domain 16	protein-coding
33033	chr6	56784311	56784811	+	0	NA	intron (NM_145958, intron 2 of 3)	PB1D11|SINE|Alu	13252	NM_145958	210973	Mm.57295	NM_145958	ENSMUSG00000059486	Kbtbd2	BC022962|Bklhd1|mKIAA1489	kelch repeat and BTB (POZ) domain containing 2	protein-coding
32638	chr5	121088112	121088612	+	0	NA	Intergenic	B4A|SINE|B4	-78844	NM_011286	19894	Mm.181166	NM_011286	ENSMUSG00000029608	Rph3a	2900002P20Rik|AU022689|AW108370	rabphilin 3A	protein-coding
34538	chr12	25221581	25222081	+	0	NA	Intergenic	Intergenic	92657	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
32284	chr8	86855376	86855876	+	0	NA	intron (NM_030563, intron 2 of 6)	intron (NM_030563, intron 2 of 6)	29632	NM_030563	80750	Mm.25117	NM_030563	ENSMUSG00000031652	N4bp1	AI481586|C81621	NEDD4 binding protein 1	protein-coding
31619	chr1	80018519	80019019	+	0	NA	Intergenic	Intergenic	-160104	NM_009255	20720	Mm.3093	NM_009255	ENSMUSG00000026249	Serpine2	B230326M24Rik|PAI-1|PI-7|PI7|PN-1|Spi4	serine (or cysteine) peptidase inhibitor, clade E, member 2	protein-coding
33529	chr17	19226675	19227313	+	0	NA	Intergenic	ERVB4_3-I_MM-int|LTR|ERVK	-135141	NM_001104551	665376	Mm.469859	NM_001104551	ENSMUSG00000090304	Vmn2r99	EG665376	vomeronasal 2, receptor 99	protein-coding
33383	chr9	13310772	13311272	+	0	NA	Intergenic	Intergenic	64043	NM_025534	66396	Mm.290620	NM_025534		Ccdc82	2310043N13Rik	coiled-coil domain containing 82	protein-coding
29924	chr18	34780934	34782352	+	0	NA	intron (NM_001081256, intron 1 of 23)	intron (NM_001081256, intron 1 of 23)	4635	NM_001081256	277250	Mm.277906	NM_029518	ENSMUSG00000038773	Kdm3b	5830462I21Rik|JHDM2B|Jmjd1b|mKIAA1082	KDM3B lysine (K)-specific demethylase 3B	protein-coding
35424	chr2	70806144	70806644	+	0	NA	intron (NM_172664, intron 1 of 19)	BGLII|LTR|ERVK	19086	NM_172664	228012	Mm.136511	NM_172664	ENSMUSG00000041997	Tlk1	4930545J15Rik	tousled-like kinase 1	protein-coding
35172	chrX	59141609	59142109	+	0	NA	intron (NM_001290414, intron 3 of 6)	intron (NM_001290414, intron 3 of 6)	-7423	NM_010200	14168	Mm.7995	NM_010200	ENSMUSG00000031137	Fgf13	Fhf2	fibroblast growth factor 13	protein-coding
34532	chr11	119386285	119386785	+	0	NA	Intergenic	ORR1A4|LTR|ERVL-MaLR	-3937	NR_035453	100316690		NR_035453	miRBase:MI0009921	Mir1932	mmu-mir-1932	microRNA 1932	ncRNA
33693	chr5	114916928	114917428	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-6062	NM_145209	231655	Mm.95479	NM_145209	ENSMUSG00000041827	Oasl1	7530414C13Rik|oasl9	2'-5' oligoadenylate synthetase-like 1	protein-coding
34887	chr8	114924139	114924639	+	0	NA	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	484737	NM_019573	80707	Mm.440420	NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding
32459	chr6	134087547	134088047	+	0	NA	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	52090	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
32795	chr4	59728480	59729104	+	0	NA	intron (NM_001015681, intron 2 of 3)	(G)n|Simple_repeat|Simple_repeat	55063	NM_001013577	66209	Mm.51988	NM_001013577	ENSMUSG00000038544	Inip	1110054O05Rik|2610312O17Rik|AA399876|Ssbip1	INTS3 and NABP interacting protein	protein-coding
35475	chr8	124238561	124239061	+	0	NA	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	7417	NM_139272	108148	Mm.33808	NM_139272	ENSMUSG00000089704	Galnt2	AI480629	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
34582	chr14	65106842	65107342	+	0	NA	Intergenic	Intergenic	-8986	NM_018788	54616	Mm.103748	NM_018788	ENSMUSG00000021978	Extl3	2900009G18Rik|AU040105|Ext1l|mKIAA0519	exostoses (multiple)-like 3	protein-coding
31568	chr11	74575998	74576926	+	0	NA	intron (NM_001015046, intron 1 of 24)	intron (NM_001015046, intron 1 of 24)	13696	NM_001015046	380711	Mm.425690	NM_001015046	ENSMUSG00000038807	Rap1gap2	AU067654|Garnl4|Gm1561|mKIAA1039	RAP1 GTPase activating protein 2	protein-coding
34051	chr2	144261035	144261535	+	0	NA	intron (NM_024225, intron 2 of 12)	intron (NM_024225, intron 2 of 12)	4917	NR_030762	100313519	Mm.453538	NR_030762		Snord17	MBI-43	small nucleolar RNA, C/D box 17	snoRNA
31464	chr15	99430324	99430824	+	0	NA	intron (NM_001001884, intron 6 of 12)	intron (NM_001001884, intron 6 of 12)	27174	NM_001001884	380969	Mm.22915	NM_001001884	ENSMUSG00000023009	Nckap5l	C230021P08Rik	NCK-associated protein 5-like	protein-coding
35460	chr7	67961825	67962325	+	0	NA	intron (NM_010513, intron 1 of 20)	intron (NM_010513, intron 1 of 20)	9818	NM_010513	16001	Mm.275742	NM_010513		Igf1r	A330103N21Rik|CD221|D930020L01|IGF-1R|hyft	insulin-like growth factor I receptor	protein-coding
33505	chr15	61547078	61547578	+	0	NA	Intergenic	Intergenic	227123	NR_040350	432956	Mm.404918	NR_040350		D030024E09Rik	-	RIKEN cDNA D030024E09 gene	ncRNA
34712	chr2	10977283	10977783	+	0	NA	Intergenic	Intergenic	-194849	NM_008859	18761	Mm.329993	NM_008859	ENSMUSG00000026778	Prkcq	A130035A12Rik|AW494342|PKC-0|PKC-theta|PKCtheta|Pkcq	protein kinase C, theta	protein-coding
31874	chr10	80967326	80967826	+	0	NA	intron (NM_001038655, intron 2 of 3)	intron (NM_001038655, intron 2 of 3)	33789	NM_001038655	14708	Mm.222496	NM_010319	ENSMUSG00000048240	Gng7	AI840417	guanine nucleotide binding protein (G protein), gamma 7	protein-coding
34114	chr6	71746562	71747062	+	0	NA	intron (NM_178608, intron 1 of 6)	intron (NM_178608, intron 1 of 6)	39131	NM_178608	52250	Mm.146332	NM_178608	ENSMUSG00000052852	Reep1	D6Ertd253e	receptor accessory protein 1	protein-coding
33822	chr10	70106874	70107374	+	0	NA	intron (NM_001111121, intron 1 of 8)	MTD|LTR|ERVL-MaLR	10003	NM_001111121	76551	Mm.281741	NM_001111121	ENSMUSG00000048701	Ccdc6	2810012H18Rik|AA536681|AA960498|AW061011	coiled-coil domain containing 6	protein-coding
35507	chr13	41822242	41822742	+	0	NA	intron (NM_175417, intron 2 of 6)	GA-rich|Low_complexity|Low_complexity	24996	NM_175417	109254	Mm.25195	NM_175417	ENSMUSG00000058022	Adtrp	9530008L14Rik	androgen dependent TFPI regulating protein	protein-coding
33727	chr7	4451093	4451593	+	0	NA	Intergenic	PB1D9|SINE|Alu	-5686	NM_001290409	108841	Mm.413106	NM_175372	ENSMUSG00000008435	Rdh13	8430425D21Rik	retinol dehydrogenase 13 (all-trans and 9-cis)	protein-coding
34783	chr4	84149284	84149784	+	0	NA	Intergenic	MIRb|SINE|MIR	525552	NM_172870	242509	Mm.190774	NM_172870		Bnc2	5031434M05Rik|8430420F16Rik	basonuclin 2	protein-coding
33716	chr6	86861580	86862080	+	0	NA	intron (NM_177762, intron 1 of 19)	intron (NM_177762, intron 1 of 19)	12313	NM_001040106	269774	Mm.221038	NM_177762	ENSMUSG00000057230	Aak1	5530400K14Rik|9630042K20|AU067724|AU067726|BC028270|C79663|D6Ertd245e|R75501|mKIAA1048	AP2 associated kinase 1	protein-coding
34476	chr9	119319321	119319821	+	0	NA	intron (NR_045693, intron 1 of 18)	B3A|SINE|B2	2856	NR_045693	108737	Mm.293565	NM_133985	ENSMUSG00000036737	Oxsr1	2210022N24Rik|2810422B09Rik|AI462649|AW209236|Osr1|mKIAA1101	oxidative-stress responsive 1	protein-coding
30846	chr1	43887977	43888477	+	0	NA	Intergenic	Intergenic	-45780	NM_009418	22019	Mm.401675	NM_009418	ENSMUSG00000041763	Tpp2	TPP-2|TppII	tripeptidyl peptidase II	protein-coding
32623	chr2	167486049	167486549	+	0	NA	intron (NM_170756, intron 1 of 2)	intron (NM_170756, intron 1 of 2)	-6346	NM_030743	81018	Mm.22225	NM_030743	ENSMUSG00000006418	Rnf114	1110008J21Rik|AI225886|AW549494|Zfp228|Zfp313|Znf228	ring finger protein 114	protein-coding
31570	chr11	88637705	88638381	+	0	NA	intron (NM_054043, intron 5 of 13)	intron (NM_054043, intron 5 of 13)	80186	NM_054043	76626	Mm.400451	NM_054043	ENSMUSG00000069769	Msi2	1700105C15Rik|AI451722|AI563628|AW489193|Msi2h	musashi RNA-binding protein 2	protein-coding
35103	chr16	76416333	76416833	+	0	NA	Intergenic	(TTTTG)n|Simple_repeat|Simple_repeat	-43534	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
34978	chr11	97107188	97107688	+	0	NA	intron (NM_019507, intron 1 of 5)	intron (NM_019507, intron 1 of 5)	7893	NM_019507	57765	Mm.94519	NM_019507	ENSMUSG00000001444	Tbx21	TBT1|Tbet|Tblym	T-box 21	protein-coding
34671	chr1	36874312	36874812	+	0	NA	intron (NM_018872, intron 3 of 40)	intron (NM_018872, intron 3 of 40)	64965	NM_018872	56030	Mm.186943	NM_018872	ENSMUSG00000026116	Tmem131	2610524E03Rik|CC28|D1Bwg0491e|Neg|RW1|YR-23|mKIAA0257	transmembrane protein 131	protein-coding
31582	chr13	49426616	49427552	+	0	NA	intron (NR_075085, intron 2 of 13)	intron (NR_075085, intron 2 of 13)	5470	NM_001276399	75678	Mm.390586	NM_199056	ENSMUSG00000021385	Ippk	1810043M15Rik|InsP6	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	protein-coding
31320	chr10	19196017	19196517	+	0	NA	intron (NR_038021, intron 3 of 3)	intron (NR_038021, intron 3 of 3)	29029	NR_038022	100504265	Mm.383417	NR_038021		Gm20139	-	predicted gene, 20139	ncRNA
35236	chr5	34248301	34248801	+	0	NA	intron (NM_001015039, intron 1 of 12)	(CA)n|Simple_repeat|Simple_repeat	39773	NM_001015039	231125	Mm.113388	NM_001015039	ENSMUSG00000037224	Zfyve28	9630058O20Rik|Gm146|mKIAA1643	zinc finger, FYVE domain containing 28	protein-coding
33334	chr5	110439854	110440354	+	0	NA	intron (NM_001142642, intron 1 of 18)	intron (NM_001142642, intron 1 of 18)	-8149	NR_105032	101056043	Mm.421924	NR_105032		LOC101056043	-	uncharacterized LOC101056043	ncRNA
33548	chr18	62980019	62980519	+	0	NA	intron (NM_028017, intron 1 of 11)	MER5A|DNA|hAT-Charlie	2353	NM_028017	108123	Mm.292687	NM_028017	ENSMUSG00000024581	Napg	2400003O04Rik|SNARE	N-ethylmaleimide sensitive fusion protein attachment protein gamma	protein-coding
34556	chr12	116309832	116310332	+	0	NA	intron (NM_028731, intron 1 of 21)	RLTR31D_MM|LTR|ERVK	28860	NM_028731	52635	Mm.273755	NM_028731	ENSMUSG00000021171	Esyt2	2410017M09Rik|4921504I16Rik|CHR2SYT|D12Ertd551e|Fam62b	extended synaptotagmin-like protein 2	protein-coding
34586	chr14	74885784	74886284	+	0	NA	intron (NM_001252132, intron 1 of 18)	intron (NM_001252132, intron 1 of 18)	61843	NM_001033439	380916	Mm.288868	NM_001033439	ENSMUSG00000068015	Lrch1	4832412D13Rik|AI552548|AW215503|Chdc1|mKIAA1016	leucine-rich repeats and calponin homology (CH) domain containing 1	protein-coding
35248	chr5	147069132	147069632	+	0	NA	intron (NM_080795, intron 1 of 9)	L1MB2|LINE|L1	7190	NM_080795	140887	Mm.272203	NM_080795	ENSMUSG00000016520	Lnx2	9630046H24|AW209022	ligand of numb-protein X 2	protein-coding
33998	chr19	9071163	9071663	+	0	NA	intron (NR_104460, intron 6 of 6)	intron (NR_104460, intron 6 of 6)	16543	NM_011681	22287	Mm.2258	NM_011681	ENSMUSG00000024653	Scgb1a1	CC10|CC16|CCSP|PCB-BP|UG|UGB|Utg	secretoglobin, family 1A, member 1 (uteroglobin)	protein-coding
32308	chr11	3652274	3652774	+	0	NA	intron (NM_001159288, intron 2 of 26)	intron (NM_001159288, intron 2 of 26)	3030	NM_001159288	74522	Mm.139127	NM_198162	ENSMUSG00000034543	Morc2a	8430403M08Rik|Zcwcc1	microrchidia 2A	protein-coding
34075	chr4	87953305	87953937	+	0	NA	intron (NM_027326, intron 2 of 10)	intron (NM_027326, intron 2 of 10)	79786	NM_027326	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	protein-coding
33573	chr1	87418243	87418743	+	0	NA	intron (NM_146112, intron 15 of 28)	intron (NM_146112, intron 15 of 28)	-23764	NM_001110227	100040591	Mm.443539	NM_001110227	ENSMUSG00000079436	Kcnj13	-	potassium inwardly-rectifying channel, subfamily J, member 13	protein-coding
32297	chr9	123153131	123153763	+	0	NA	intron (NM_011606, intron 1 of 2)	intron (NM_011606, intron 1 of 2)	2501	NM_011606	21922	Mm.34588	NM_011606	ENSMUSG00000025784	Clec3b	Tna	C-type lectin domain family 3, member b	protein-coding
31289	chr3	107099199	107099699	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-2118	NM_008417	16490	Mm.39285	NM_008417		Kcna2	Akr6a4|ENSMUSG00000074335|Gm10672|Kca1-2|Kv1.2|Mk-2	potassium voltage-gated channel, shaker-related subfamily, member 2	protein-coding
35482	chr10	96137444	96137944	+	0	NA	Intergenic	L1MA8|LINE|L1	-88513	NR_110448	74881	Mm.410819	NR_110448		4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
31337	chr11	74955515	74956015	+	0	NA	intron (NM_001002764, intron 8 of 18)	intron (NM_001002764, intron 8 of 18)	29893	NM_001002764	103677	Mm.288460	NM_001002764	ENSMUSG00000038290	Smg6	AI317223|AU041178	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	protein-coding
34496	chr10	96629754	96630254	+	0	NA	Intergenic	(T)n|Simple_repeat|Simple_repeat	13003	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
34405	chr6	70865602	70866102	+	0	NA	intron (NM_010121, intron 2 of 16)	PB1D10|SINE|Alu	21325	NM_010121	13666	Mm.247167	NM_010121	ENSMUSG00000031668	Eif2ak3	AI427929|Pek|Perk	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding
35298	chr10	83069790	83070290	+	0	NA	intron (NM_021439, intron 1 of 2)	intron (NM_021439, intron 1 of 2)	84543	NM_021439	58250	Mm.360747	NM_021439	ENSMUSG00000034612	Chst11	1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s	carbohydrate sulfotransferase 11	protein-coding
35181	chrX	167522435	167522935	+	0	NA	intron (NM_001033330, intron 7 of 19)	intron (NM_001033330, intron 7 of 19)	-139986	NM_026662	110639	Mm.272955	NM_026662	ENSMUSG00000025742	Prps2	2610101M19Rik|AA589463|AI464149|Prps-2	phosphoribosyl pyrophosphate synthetase 2	protein-coding
