PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
27357	chr17	23621962	23622462	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	21386	NM_001289482	332221	Mm.270315	NM_001033425	ENSMUSG00000023902	Zscan10	BC068284|Zfp206|Zkscan10|Znf206	zinc finger and SCAN domain containing 10	protein-coding
23675	chr15	50667220	50668178	+	0	NA	intron (NM_032000, intron 4 of 5)	intron (NM_032000, intron 4 of 5)	221415	NR_035444	100316685		NR_035444	miRBase:MI0008325	Mir1907	Mirn1907|mmu-mir-1907	microRNA 1907	ncRNA
26158	chr3	143014557	143015057	+	0	NA	Intergenic	Intergenic	-132803	NM_178654	109333	Mm.244236	NM_178654	ENSMUSG00000004591	Pkn2	6030436C20Rik|AI507382|PRK2|Prkcl2|Stk7	protein kinase N2	protein-coding
26874	chr5	129454667	129455167	+	0	NA	Intergenic	Intergenic	-46314	NM_172276	231769	Mm.288714	NM_172276	ENSMUSG00000029439	Sfswap	1190005N23Rik|6330437E22Rik|AI197402|AW212079|SWAP|Sfrs8|Srsf8	splicing factor, suppressor of white-apricot homolog (Drosophila)	protein-coding
26633	chr3	61406178	61406678	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	41921	NM_028712	74012	Mm.422674	NM_028712	ENSMUSG00000036894	Rap2b	4021402C18Rik|AA408554	RAP2B, member of RAS oncogene family	protein-coding
25540	chr14	34126593	34127093	+	0	NA	Intergenic	Intergenic	-24089	NM_001251843	105518	Mm.246608	NM_001251843	ENSMUSG00000095493	A630023A22Rik	AI461879	RIKEN cDNA A630023A22 gene	protein-coding
28453	chrX	105057142	105057642	+	0	NA	intron (NR_015467, intron 4 of 4)	Lx8|LINE|L1	12732	NR_015467	71445	Mm.242968	NR_015467	ENSMUSG00000087174	5530601H04Rik	AI835882	RIKEN cDNA 5530601H04 gene	ncRNA
26725	chr11	106219830	106220464	+	0	NA	intron (NM_028074, intron 1 of 17)	intron (NM_028074, intron 1 of 17)	3221	NM_028074	72047	Mm.41367	NM_028074	ENSMUSG00000020705	Ddx42	1810047H21Rik|AW319508|AW556242|B430002H05Rik|RHELP|RNAHP|SF3b125	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	protein-coding
26291	chr16	24517898	24518398	+	0	NA	intron (NM_001145952, intron 2 of 11)	intron (NM_001145952, intron 2 of 11)	-11166	NR_038091	624582	Mm.439775	NR_038091		A730098P11Rik	-	mortality factor 4 like 1 pseudogene	pseudo
28962	chr8	91805376	91805876	+	0	NA	Intergenic	CpG	-3972	NM_008393	16373	Mm.238044	NM_008393	ENSMUSG00000031734	Irx3	AI894186	Iroquois related homeobox 3	protein-coding
25302	chr5	65936788	65937288	+	0	NA	Intergenic	Intergenic	-30086	NM_001081104	231252	Mm.486671	NM_001081104	ENSMUSG00000029205	Chrna9	2410015I05Rik|Acra9|EG666827|Gm8311	cholinergic receptor, nicotinic, alpha polypeptide 9	protein-coding
25505	chr10	118173434	118174064	+	0	NA	Intergenic	Intergenic	-31215	NM_016971	50929	Mm.103585	NM_016971	ENSMUSG00000074695	Il22	IL-22|IL-22a|ILTIFa|Iltif	interleukin 22	protein-coding
28855	chr13	42018050	42018550	+	0	NA	Intergenic	Intergenic	-33721	NM_007772	110521	Mm.4808	NM_007772	ENSMUSG00000021366	Hivep1	Cryabp1	human immunodeficiency virus type I enhancer binding protein 1	protein-coding
28713	chr3	152411284	152411784	+	0	NA	intron (NM_001287139, intron 1 of 13)	intron (NM_001287139, intron 1 of 13)	14850	NM_001287139	108946	Mm.379292	NM_198416	ENSMUSG00000039068	Zzz3	3110065C23Rik|6430567E01Rik|AA408566|AI481057|AW556059|R75514	zinc finger, ZZ domain containing 3	protein-coding
26787	chr19	32766532	32767032	+	0	NA	intron (NM_008960, intron 1 of 8)	(TTTC)n|Simple_repeat|Simple_repeat	9205	NM_008960	19211	Mm.245395	NM_008960	ENSMUSG00000013663	Pten	2310035O07Rik|A130070J02Rik|AI463227|B430203M17Rik|MMAC1|TEP1	phosphatase and tensin homolog	protein-coding
27920	chr7	110065548	110066048	+	0	NA	intron (NM_009281, intron 1 of 15)	RSINE1|SINE|B4	4096	NM_009281	20841	Mm.10815	NM_009281	ENSMUSG00000061079	Zfp143	AA959806|AU015869|D7Ertd805e|KRAB14|SBF|Staf|Zfp79|Zfp80-rs1|Znf143|pHZ-1	zinc finger protein 143	protein-coding
25609	chr3	126834629	126835129	+	0	NA	intron (NM_023813, intron 15 of 17)	intron (NM_023813, intron 15 of 17)	108507	NM_001034168	109676	Mm.220242	NM_178655	ENSMUSG00000032826	Ank2	AI835472|AW491075|Ank-2	ankyrin 2, brain	protein-coding
28143	chr3	95319521	95320021	+	0	NA	intron (NM_029789, intron 1 of 10)	intron (NM_029789, intron 1 of 10)	4519	NM_029789	76893	Mm.181009	NM_029789	ENSMUSG00000015714	Cers2	0610013I17Rik|AI225939|Lass2|TRH3	ceramide synthase 2	protein-coding
26835	chr3	14381789	14382289	+	0	NA	Intergenic	Intergenic	18922	NR_033591	622229	Mm.486084	NR_033591		Gm6300	EG622229	solute carrier family 7 (cationic amino acid transporter, y+ system), member pseudogene	pseudo
27154	chr4	136096707	136097207	+	0	NA	Intergenic	Intergenic	-43586	NM_025919	67025	Mm.276856	NM_025919	ENSMUSG00000059291	Rpl11	2010203J19Rik	ribosomal protein L11	protein-coding
28942	chr1	105800849	105801349	+	0	NA	intron (NM_009399, intron 1 of 9)	RMER10A|LTR|ERVL	20376	NM_009399	21934	Mm.6251	NM_009399	ENSMUSG00000026321	Tnfrsf11a	Ly109|ODFR|OFE|Rank|TRANCE-R|mRANK	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	protein-coding
27302	chr13	12542450	12542950	+	0	NA	Intergenic	Intergenic	-22250	NM_133643	171211	Mm.159671	NM_133643	ENSMUSG00000095105	Edaradd	1810032E07Rik|5830469M23Rik|A630043P06|cr	EDAR (ectodysplasin-A receptor)-associated death domain	protein-coding
27275	chr11	55018636	55019136	+	0	NA	intron (NM_013472, intron 2 of 25)	intron (NM_013472, intron 2 of 25)	14585	NM_013472	11749	Mm.265347	NM_013472	ENSMUSG00000018340	Anxa6	AW107198|Anx6|AnxVI|Cabm|Camb	annexin A6	protein-coding
25427	chr2	59166872	59167372	+	0	NA	intron (NM_026361, intron 1 of 21)	intron (NM_026361, intron 1 of 21)	6272	NM_175464	227937	Mm.260938	NM_026361	ENSMUSG00000026991	Pkp4	5031422I09Rik|9430019K17Rik|Armrp|p0071	plakophilin 4	protein-coding
27961	chr10	123102259	123102759	+	0	NA	Intergenic	Lx10|LINE|L1	-26004	NM_001163025	67074	Mm.169924	NM_153395	ENSMUSG00000034602	Mon2	2610528O22Rik|AW495628|Sf21|mKIAA1040	MON2 homolog (yeast)	protein-coding
27265	chr10	128044307	128044971	+	0	NA	exon (NM_001113199, exon 3 of 9)	exon (NM_001113199, exon 3 of 9)	9293	NM_001113199	17938	Mm.3746	NM_013608	ENSMUSG00000061315	Naca	AL022831|AL024382|Gm1878|mKIAA0363|skNAC	nascent polypeptide-associated complex alpha polypeptide	protein-coding
25241	chr15	80097505	80098005	+	0	NA	intron (NM_207708, intron 1 of 3)	intron (NM_207708, intron 1 of 3)	6421	NM_207708	20972	Mm.230301	NM_009303	ENSMUSG00000022415	Syngr1	R75468|Syngr1b|p29	synaptogyrin 1	protein-coding
28021	chr14	122043955	122044455	+	0	NA	Intergenic	Intergenic	9531	NM_001037744	223262	Mm.297637	NM_001037744	ENSMUSG00000071229	Timm8a2	-	translocase of inner mitochondrial membrane 8A2	protein-coding
25797	chr2	165861285	165861923	+	0	NA	intron (NM_001252587, intron 2 of 11)	intron (NM_001252587, intron 2 of 11)	-3431	NM_001252585	228880	Mm.227598	NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|AI316811|AL024039|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding
27847	chr2	169987880	169988380	+	0	NA	Intergenic	A-rich|Low_complexity|Low_complexity	82541	NR_033634	100043910	Mm.468546	NR_033632	ENSMUSG00000097065	A630075F10Rik	4831414D02|Gm4722	RIKEN cDNA A630075F10 gene	ncRNA
28540	chr7	81856607	81857107	+	0	NA	Intergenic	Intergenic	-2144	NR_111910	107769	Mm.221412	NM_145375	ENSMUSG00000038623	Tm6sf1	AI428514|BC023123|C630016D09Rik	transmembrane 6 superfamily member 1	protein-coding
26405	chr5	122678274	122678774	+	0	NA	intron (NM_001038845, intron 12 of 12)	B2_Mm1t|SINE|B2	28100	NM_001284402	18439	Mm.42026	NM_011027	ENSMUSG00000029468	P2rx7	AI467586|P2X(7)|P2X7R	purinergic receptor P2X, ligand-gated ion channel, 7	protein-coding
28434	chr19	11503957	11504457	+	0	NA	intron (NM_001164202, intron 2 of 4)	intron (NM_001164202, intron 2 of 4)	12169	NM_001164202	666926	Mm.486382	NM_001164202	ENSMUSG00000058470	Gm8369	EG666926	predicted gene 8369	protein-coding
28574	chr10	111582995	111583495	+	0	NA	Intergenic	Intergenic	11028	NR_045344	71321	Mm.410785	NR_045344	ENSMUSG00000097082	4933440J02Rik	-	RIKEN cDNA 4933440J02 gene	ncRNA
28975	chr11	114931282	114931782	+	0	NA	intron (NM_199221, intron 1 of 3)	intron (NM_199221, intron 1 of 3)	2854	NM_199221	217304	Mm.185355	NM_199221	ENSMUSG00000063193	Cd300lb	CLM-7|Clm7|Gm253|LMIR5	CD300 antigen like family member B	protein-coding
27909	chr7	19217396	19218032	+	0	NA	intron (NM_175668, intron 1 of 1)	ID4_|SINE|ID	5176	NM_175668	319197	Mm.135984	NM_175668	ENSMUSG00000044317	Gpr4	-	G protein-coupled receptor 4	protein-coding
26452	chr8	106067716	106068344	+	0	NA	intron (NM_010901, intron 1 of 9)	intron (NM_010901, intron 1 of 9)	8427	NM_010901	18021	Mm.383185	NM_010901	ENSMUSG00000031902	Nfatc3	C80703|D8Ertd281e|NFAT4|NFATx	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	protein-coding
26382	chr4	101237060	101237560	+	0	NA	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	27972	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding
26498	chr11	54223615	54224325	+	0	NA	Intergenic	Intergenic	-10682	NR_045506	71056	Mm.56332	NR_045506	ENSMUSG00000086209	4933405E24Rik	-	RIKEN cDNA 4933405E24 gene	ncRNA
26821	chr2	19146593	19147093	+	0	NA	Intergenic	Intergenic	-52275	NM_001271565	70882	Mm.276696	NM_001081083	ENSMUSG00000037683	Armc3	4921513G22Rik	armadillo repeat containing 3	protein-coding
28411	chr17	70997504	70998004	+	0	NA	intron (NM_026064, intron 1 of 3)	intron (NM_026064, intron 1 of 3)	4779	NM_026064	67268	Mm.489605	NM_026064	ENSMUSG00000024048	Myl12a	2900073G15Rik|AI838292|C80200	myosin, light chain 12A, regulatory, non-sarcomeric	protein-coding
25330	chr8	80392518	80393018	+	0	NA	Intergenic	RMER10A|LTR|ERVL	-101277	NM_010369	14934	Mm.13123	NM_010369	ENSMUSG00000051839	Gypa	AI853584|CD235a|GPA	glycophorin A	protein-coding
25124	chr12	85963295	85963795	+	0	NA	intron (NM_001081423, intron 29 of 33)	intron (NM_001081423, intron 29 of 33)	115496	NM_009368	21809	Mm.3992	NM_009368	ENSMUSG00000021253	Tgfb3	Tgfb-3	transforming growth factor, beta 3	protein-coding
28988	chrX	12007547	12008047	+	0	NA	Intergenic	Intergenic	72756	NM_029510	71458	Mm.196328	NM_029510	ENSMUSG00000040363	Bcor	5830466J11Rik|8430401K06Rik|BcorR|D930024N20Rik|mKIAA1575	BCL6 interacting corepressor	protein-coding
27991	chr12	82295634	82296134	+	0	NA	intron (NM_001167983, intron 3 of 23)	intron (NM_001167983, intron 3 of 23)	-15465	NM_172579	217692	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding
27118	chr3	9794142	9794642	+	0	NA	intron (NM_001195031, intron 1 of 8)	intron (NM_001195031, intron 1 of 8)	39287	NM_053182	94212	Mm.23897	NM_053182	ENSMUSG00000027508	Pag1	Cbp|F730007C19Rik|Pag	phosphoprotein associated with glycosphingolipid microdomains 1	protein-coding
28363	chr14	75226829	75227329	+	0	NA	exon (NM_001247984, exon 15 of 16)	exon (NM_001247984, exon 15 of 16)	-15208	NM_019775	56373	Mm.24242	NM_019775	ENSMUSG00000021999	Cpb2	1110032P04Rik|4930405E17Rik|AI255929|CPR|Cpu|TAFI	carboxypeptidase B2 (plasma)	protein-coding
28145	chr3	102993478	102993978	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	-2012	NM_025679	66641	Mm.33937	NM_025679	ENSMUSG00000027854	Sike1	2810005O12Rik|5730470L24Rik|AI450236|AI839862|Sike|Sikeb	suppressor of IKBKE 1	protein-coding
24266	chr6	120454851	120455777	+	0	NA	Intergenic	Intergenic	-7883	NM_008359	16172	Mm.4481	NM_008359	ENSMUSG00000002897	Il17ra	AW538159|Cdw217|Il17r|VDw217	interleukin 17 receptor A	protein-coding
28587	chr11	98929828	98930328	+	0	NA	Intergenic	Intergenic	-7618	NM_009024	19401	Mm.439744	NM_009024	ENSMUSG00000037992	Rara	Nr1b1|RAR|RARalpha1	retinoic acid receptor, alpha	protein-coding
27578	chr8	14873722	14874222	+	0	NA	Intergenic	Intergenic	-14564	NM_012000	26889	Mm.254027	NM_012000	ENSMUSG00000026317	Cln8	mnd	ceroid-lipofuscinosis, neuronal 8	protein-coding
27361	chr17	30127916	30128416	+	0	NA	intron (NM_148926, intron 2 of 4)	intron (NM_148926, intron 2 of 4)	123079	NM_148926	21769	Mm.220972	NM_148926	ENSMUSG00000044477	Zfand3	AW539211|TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
27081	chr1	171779982	171780482	+	0	NA	intron (NM_013730, intron 3 of 6)	intron (NM_013730, intron 3 of 6)	13100	NM_013730	27218	Mm.103648	NM_013730	ENSMUSG00000015316	Slamf1	4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam	signaling lymphocytic activation molecule family member 1	protein-coding
25261	chr19	34214246	34214916	+	0	NA	intron (NM_029682, intron 1 of 10)	(TG)n|Simple_repeat|Simple_repeat	22311	NM_029682	76630	Mm.130952	NM_029682	ENSMUSG00000024776	Stambpl1	1700095N21Rik|8230401J17Rik|ALMalpha|AMSH-FP	STAM binding protein like 1	protein-coding
25478	chr7	110157049	110157549	+	0	NA	Intergenic	Intergenic	35240	NM_009516	22390	Mm.287173	NM_009516		Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding
24623	chr4	41306971	41307757	+	0	NA	intron (NM_026893, intron 2 of 8)	intron (NM_026893, intron 2 of 8)	7537	NM_026893	68970	Mm.28891	NM_026893	ENSMUSG00000028436	Dcaf12	1500001L20Rik|5830424K06Rik|AA420338|AI851081|Wdr40a	DDB1 and CUL4 associated factor 12	protein-coding
27495	chr4	129069329	129069963	+	0	NA	intron (NM_029219, intron 1 of 8)	B1_Mus2|SINE|Alu	11375	NM_029219	75234	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding
27489	chr4	88012227	88012727	+	0	NA	intron (NM_027326, intron 2 of 10)	intron (NM_027326, intron 2 of 10)	20930	NM_027326	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	protein-coding
26200	chr7	75892715	75893215	+	0	NA	Intergenic	MTEb|LTR|ERVL-MaLR	44627	NM_001122780	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
28546	chr7	118104595	118105095	+	0	NA	3' UTR (NM_170669, exon 5 of 5)	3' UTR (NM_170669, exon 5 of 5)	11302	NM_170669	267019	Mm.288212	NM_170669	ENSMUSG00000008683	Rps15a	A630031B11Rik	ribosomal protein S15A	protein-coding
28731	chr4	155775818	155776318	+	0	NA	Intergenic	Intergenic	-1507	NM_147776	246228	Mm.26515	NM_147776	ENSMUSG00000042116	Vwa1	4932416A11Rik|WARP	von Willebrand factor A domain containing 1	protein-coding
27048	chr18	73569683	73570183	+	0	NA	Intergenic	Intergenic	-2772	NM_001039214	240396	Mm.24131	NM_001039214	ENSMUSG00000037253	Mex3c	A130001D14Rik|BC035207|BM-013|Rkhd2	mex3 homolog C (C. elegans)	protein-coding
26683	chr7	101499153	101499653	+	0	NA	intron (NM_001243757, intron 6 of 30)	intron (NM_001243757, intron 6 of 30)	24027	NR_029791	387157		NR_029791		Mir139	Mirn139|mmu-mir-139	microRNA 139	ncRNA
27329	chr14	70080989	70081489	+	0	NA	3' UTR (NM_001289925, exon 3 of 3)	3' UTR (NM_001289925, exon 3 of 3)	3444	NM_001289927	13655	Mm.103737	NM_018781	ENSMUSG00000033730	Egr3	Pilot	early growth response 3	protein-coding
24728	chr3	130904447	130904947	+	0	NA	Intergenic	LTR33A_|LTR|ERVL	-174299	NM_001005859	68436	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding
28475	chr2	29635305	29635805	+	0	NA	intron (NM_001039086, intron 1 of 25)	B1_Mus2|SINE|Alu	15835	NM_054050	107746	Mm.298274	NM_054050	ENSMUSG00000039844	Rapgef1	4932418O06Rik|C3G|Grf2	Rap guanine nucleotide exchange factor (GEF) 1	protein-coding
28133	chr2	167779858	167780358	+	0	NA	Intergenic	Intergenic	88931	NR_015500	329562	Mm.123101	NM_177851	ENSMUSG00000006462	A530013C23Rik	-	RIKEN cDNA A530013C23 gene	ncRNA
24579	chr15	62139011	62139511	+	0	NA	intron (NR_003368, intron 2 of 8)	intron (NR_003368, intron 2 of 8)	80190	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
26911	chr8	82398453	82398953	+	0	NA	intron (NM_001254747, intron 1 of 7)	intron (NM_001254747, intron 1 of 7)	3883	NM_001254747	16168	Mm.4392	NM_008357		Il15	AI503618|IL-15	interleukin 15	protein-coding
26700	chr9	50478900	50479400	+	0	NA	Intergenic	Intergenic	-15375	NM_029639	76509	Mm.29959	NM_029639	ENSMUSG00000032068	Plet1	0610037B23Rik|1600029D21Rik|AA407923|AU043048	placenta expressed transcript 1	protein-coding
28861	chr13	63445267	63445767	+	0	NA	Intergenic	Intergenic	-13772	NM_001282942	14088	Mm.126106	NM_007985	ENSMUSG00000021461	Fancc	Facc	Fanconi anemia, complementation group C	protein-coding
27060	chrX	52651283	52651997	+	0	NA	Intergenic	Intergenic	-37666	NM_016697	14734	Mm.22515	NM_016697	ENSMUSG00000055653	Gpc3	OCI-5	glypican 3	protein-coding
28815	chr10	84582432	84582932	+	0	NA	intron (NM_146008, intron 1 of 9)	RMER17B2|LTR|ERVK	5735	NM_146008	216198	Mm.296142	NM_146008	ENSMUSG00000020034	Tcp11l2	E430026E19Rik	t-complex 11 (mouse) like 2	protein-coding
23127	chr16	32706588	32707528	+	0	NA	Intergenic	Intergenic	-28828	NM_080457	140474	Mm.214599	NM_080457	ENSMUSG00000079620	Muc4	4933405I11Rik|Asgp	mucin 4	protein-coding
28116	chr2	65803693	65804193	+	0	NA	Intergenic	Intergenic	-41824	NM_153409	77771	Mm.102025	NM_153409	ENSMUSG00000044647	Csrnp3	A330102K23Rik|CSRNP-3|Csnrp3|Mbu1|taip-2	cysteine-serine-rich nuclear protein 3	protein-coding
27119	chr3	31083372	31083872	+	0	NA	Intergenic	Intergenic	-11436	NM_001039090	20482	Mm.15406	NM_011386	ENSMUSG00000027660	Skil	Skir|SnoN|sno	SKI-like	protein-coding
26095	chr15	12136081	12136581	+	0	NA	intron (NM_011767, intron 2 of 19)	intron (NM_011767, intron 2 of 19)	18480	NM_011767	22763	Mm.273496	NM_011767	ENSMUSG00000022201	Zfr	C920030H05Rik	zinc finger RNA binding protein	protein-coding
26343	chr1	162607485	162607985	+	0	NA	Intergenic	Intergenic	-31415	NM_010865	17926	Mm.10694	NM_010865	ENSMUSG00000026697	Myoc	AI957332|GLC1A|TIGR	myocilin	protein-coding
24359	chr9	51401782	51402282	+	0	NA	Intergenic	Intergenic	-73115	NM_027217	69809	Mm.75315	NM_027217	ENSMUSG00000036027	1810046K07Rik	-	RIKEN cDNA 1810046K07 gene	protein-coding
28782	chr8	122299791	122300291	+	0	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	17900	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
28258	chr9	44618022	44618522	+	0	NA	intron (NM_181324, intron 4 of 13)	intron (NM_181324, intron 4 of 13)	13380	NM_181324	13209	Mm.267061	NM_007841	ENSMUSG00000032097	Ddx6	1110001P04Rik|E230023J21Rik|HLR2|mRCK/P54|p54|rck	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	protein-coding
25415	chr1	128617169	128617669	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	-25120	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding
26269	chr13	52822173	52822867	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	-65315	NR_027893	105404	Mm.184173	NR_027893		BB123696	-	expressed sequence BB123696	ncRNA
26152	chr3	32428071	32428701	+	0	NA	Intergenic	Intergenic	-7765	NM_008839	18706	Mm.260521	NM_008839	ENSMUSG00000027665	Pik3ca	6330412C24Rik|caPI3K|p110|p110alpha	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide	protein-coding
28705	chr3	38308266	38308766	+	0	NA	Intergenic	L1_Mus4|LINE|L1	-100397	NR_040541	71342	Mm.410782	NR_040541		5430434I15Rik	-	RIKEN cDNA 5430434I15 gene	ncRNA
27986	chr12	12270427	12270927	+	0	NA	intron (NM_001146119, intron 1 of 11)	intron (NM_001146119, intron 1 of 11)	8538	NM_001146119	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
26789	chr19	41528814	41529314	+	0	NA	Intergenic	Intergenic	-20575	NM_172154	212391	Mm.422910	NM_172154	ENSMUSG00000025019	Lcor	3110023F06Rik|A630025C20Rik|Mlr2|mKIAA1795	ligand dependent nuclear receptor corepressor	protein-coding
23940	chr17	80096115	80096615	+	0	NA	Intergenic	Intergenic	-31106	NM_176963	319625	Mm.29098	NM_176963	ENSMUSG00000035473	Galm	A530057M15Rik|AU015645|AU020959	galactose mutarotase	protein-coding
28196	chr5	136551852	136552352	+	0	NA	intron (NM_001291234, intron 1 of 22)	Charlie13b|DNA|hAT-Charlie	13879	NM_001291239	13047	Mm.320317	NM_009986	ENSMUSG00000029705	Cux1	CDP|Cutl1|Cux|Cux-1	cut-like homeobox 1	protein-coding
25990	chr3	142769140	142769798	+	0	NA	intron (NM_145546, intron 1 of 6)	intron (NM_145546, intron 1 of 6)	4222	NM_145546	229906	Mm.271756	NM_145546	ENSMUSG00000028271	Gtf2b	-	general transcription factor IIB	protein-coding
28992	chrX	150956739	150957239	+	0	NA	Intergenic	Intergenic	60304	NM_001168600	237107	Mm.45987	NM_198110	ENSMUSG00000025266	Gnl3l	BC020354	guanine nucleotide binding protein-like 3 (nucleolar)-like	protein-coding
28763	chr7	16349162	16349662	+	0	NA	intron (NM_019748, intron 6 of 8)	intron (NM_019748, intron 6 of 8)	38484	NM_019748	56459	Mm.258530	NM_019748	ENSMUSG00000052833	Sae1	2400010M20Rik|2610044L12Rik|AL033372|AOS1|AW743391|D7Ertd177e|HSPC140|Sua1|Uble1a	SUMO1 activating enzyme subunit 1	protein-coding
27260	chr10	95817721	95818221	+	0	NA	Intergenic	Intergenic	-122692	NM_001001932	216238	Mm.210035	NM_001001932	ENSMUSG00000036499	Eea1	A430109M19Rik|B230358H09Rik|ZFYVE2	early endosome antigen 1	protein-coding
27284	chr11	94940853	94941353	+	0	NA	exon (NM_007742, exon 12 of 51)	exon (NM_007742, exon 12 of 51)	4833	NM_007742	12842	Mm.277735	NM_007742		Col1a1	Col1a-1|Cola-1|Cola1|Mov-13|Mov13	collagen, type I, alpha 1	protein-coding
23817	chr1	94091230	94091856	+	0	NA	Intergenic	Intergenic	-38990	NM_008798	18566	Mm.5024	NM_008798	ENSMUSG00000026285	Pdcd1	Ly101|PD-1|Pdc1	programmed cell death 1	protein-coding
26598	chr19	58677304	58677804	+	0	NA	intron (NM_026925, intron 9 of 12)	intron (NM_026925, intron 9 of 12)	7189	NM_026925	69060	Mm.20407	NM_026925	ENSMUSG00000046008	Pnlip	1810007A24Rik|PL|PTL	pancreatic lipase	protein-coding
25808	chr4	41664870	41665370	+	0	NA	intron (NM_001136056, intron 4 of 9)	intron (NM_001136056, intron 4 of 9)	-24818	NM_027147	69638	Mm.372459	NM_027147	ENSMUSG00000028445	Enho	1110065P19Rik|2310040A07Rik	energy homeostasis associated	protein-coding
