PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr7-11814	chr7	114467048	114467870	+	18.0	15.85	intron (NM_011055, intron 1 of 15)	intron (NM_011055, intron 1 of 15)	52205.0	NM_011055	18576.0	Mm.430730	NM_011055	0	Pde3b	9830102A01Rik|AI847709	phosphodiesterase 3B, cGMP-inhibited	protein-coding	8.93	23.68	3.98
chr6-7271	chr6	15798046	15798800	+	18.0	22.733	intron (NM_175088, intron 4 of 4)	intron (NM_175088, intron 4 of 4)	77762.0	NM_175088	16543.0	Mm.1314	NM_175088	ENSMUSG00000041390	Mdfic	Kdt1|Mdfid	MyoD family inhibitor domain containing	protein-coding	8.25	34.23	7.75
chr7-58804	chr7	81008104	81008868	+	17.9	61.473	intron (NM_178707, intron 1 of 9)	BGLII_B|LTR|ERVK	14802.0	NM_178707	233410.0	Mm.29525	NM_178707	ENSMUSG00000005621	Zfp592	8430405N24|A730014M16Rik|Znf592|mKIAA0211	zinc finger protein 592	protein-coding	20.44	42.84	14.87
chr6-13266	chr6	149355279	149356135	+	17.8	16.437	Intergenic	MER92C|LTR|ERV1	46293.0	NM_026054	67246.0	Mm.333515	NM_026054	ENSMUSG00000032712	2810474O19Rik	6720435I21Rik|AA536804|AU020969|GET|Kiaa1551	RIKEN cDNA 2810474O19 gene	protein-coding	16.49	25.84	9.42
chr15-9391	chr15	63997351	63998177	+	17.8	20.74	intron (NM_144846, intron 1 of 11)	CpG	62684.0	NM_144846	223601.0	Mm.246108	NM_144846	ENSMUSG00000022378	Fam49b	0910001A06Rik|AW122079	family with sequence similarity 49, member B	protein-coding	8.42	14.64	6.28
chr18-7976	chr18	80714454	80715516	+	17.7	44.29	Intergenic	(CGGGG)n|Simple_repeat|Simple_repeat	-1914.0	NM_198429	18018.0	Mm.329560	NM_016791	ENSMUSG00000033016	Nfatc1	2210017P03Rik|AI449492|AV076380|NF-ATc|NFAT2|NFATc|Nfatcb	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	protein-coding	16.84	33.8	13.82
chr4-7198	chr4	127114836	127115592	+	17.7	16.68	intron (NM_001285887, intron 12 of 13)	MER44D|DNA|TcMar-Tigger	-10829.0	NM_001099319	100039968.0	Mm.392655	NM_001099319	ENSMUSG00000070737	Gm12942	OTTMUSG00000009332|Zmym6nb	predicted gene 12942	protein-coding	10.31	31.65	11.52
chr15-9374	chr15	53235520	53236148	+	17.7	16.567	intron (NM_010162, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	110349.0	NM_010162	14042.0	Mm.309395	NM_010162	0	Ext1	AA409028	exostoses (multiple) 1	protein-coding	17.35	23.68	11.1
chr14-3196	chr14	120405297	120405797	+	17.7	66.293	intron (NM_175341, intron 8 of 8)	intron (NM_175341, intron 8 of 8)	-72914.0	NM_029519	76108.0	Mm.261448	NM_029519	ENSMUSG00000051615	Rap2a	5830461H18Rik	RAS related protein 2a	protein-coding	16.67	31.65	10.89
chr11-12368	chr11	98794166	98794666	+	17.7	26.267	Intergenic	Intergenic	-1353.0	NM_028722	74026.0	Mm.258352	NM_028722	ENSMUSG00000052915	Msl1	2810017F12Rik|4121402D02Rik|4930463F05Rik|AA682082|Msl-1	male-specific lethal 1 homolog (Drosophila)	protein-coding	11.51	17.87	7.75
chr12-9038	chr12	25437962	25438858	+	17.7	35.68	Intergenic	Intergenic	309236.0	NR_045844	432641.0	Mm.112955	NR_045844	0	Gm17746	-	predicted gene, 17746	ncRNA	14.6	28.63	12.57
chr17-13231	chr17	26549788	26550554	+	17.6	29.1	Intergenic	CYRA11_Mm|Unknown|Y-chromosome	-11341.0	NM_026170	67458.0	Mm.30496	NM_026170	ENSMUSG00000001576	Ergic1	1200007D18Rik|maa-136	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	protein-coding	15.12	31.86	12.57
chr2-7130	chr2	126474274	126474774	+	17.6	31.82	intron (NM_001080944, intron 3 of 27)	ORR1F|LTR|ERVL-MaLR	17029.0	NM_001080944	241633.0	Mm.222235	NM_001080944	ENSMUSG00000060131	Atp8b4	A530043E15|Im	ATPase, class I, type 8B, member 4	protein-coding	24.22	13.78	11.52
chr18-5303	chr18	37892173	37892971	+	17.6	37.36	intron (NM_007858, intron 13 of 26)	intron (NM_007858, intron 13 of 26)	-37912.0	NR_105945	102465592.0	0	NR_105945	0	Mir6979	mmu-mir-6979	microRNA mir-6979	ncRNA	18.21	22.82	10.05
chr14-5166	chr14	121824596	121825220	+	17.5	24.893	Intergenic	Intergenic	-27174.0	NM_134074	105445.0	Mm.441054	NM_134074	ENSMUSG00000025558	Dock9	AA959601|AW538057|B230309H04Rik|D14Wsu89e|Zizimin1|mKIAA1058	dedicator of cytokinesis 9	protein-coding	11.68	24.76	8.17
chr1-19507	chr1	43144101	43144999	+	17.5	28.72	intron (NM_001289533, intron 2 of 5)	intron (NM_001289533, intron 2 of 5)	19411.0	NM_010212	14200.0	Mm.6799	NM_010212	ENSMUSG00000008136	Fhl2	FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding	11.17	43.92	9.01
chr6-61573	chr6	134344021	134345321	+	17.5	11.397	Intergenic	Intergenic	-51658.0	NM_025778	66813.0	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding	17.18	31.65	15.08
chr16-7568	chr16	75930015	75931043	+	17.5	24.627	Intergenic	Intergenic	-21263.0	NM_023380	67742.0	Mm.131406	NM_023380	ENSMUSG00000022876	Samsn1	4930571B16Rik|930571B16Rik|Hacs1|SLy2	SAM domain, SH3 domain and nuclear localization signals, 1	protein-coding	15.46	23.47	10.68
chr2-23964	chr2	31036551	31037453	+	17.4	22.23	intron (NM_001038700, intron 11 of 14)	intron (NM_001038700, intron 11 of 14)	54723.0	NM_028846	74270.0	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding	22.68	64.8	17.38
chr12-4260	chr12	105008803	105009303	+	17.4	22.833000000000002	intron (NM_172500, intron 1 of 16)	intron (NM_172500, intron 1 of 16)	756.0	NM_172500	212073.0	Mm.212688	NM_172500	ENSMUSG00000054150	Syne3	nesprin-3	spectrin repeat containing, nuclear envelope family member 3	protein-coding	17.18	25.84	11.31
chr17-5649	chr17	52036604	52037104	+	17.4	25.916999999999998	Intergenic	Intergenic	154127.0	NR_045095	100504169.0	Mm.417731	NR_045095	0	Gm20098	-	predicted gene, 20098	ncRNA	17.35	25.84	12.15
chr12-9060	chr12	73726126	73726890	+	17.4	18.597	intron (NM_008856, intron 10 of 13)	intron (NM_008856, intron 10 of 13)	141467.0	NM_008856	18755.0	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding	16.32	29.28	13.61
chr4-9826	chr4	63643874	63644502	+	17.3	22.363000000000003	Intergenic	Intergenic	-21759.0	NM_029324	75524.0	Mm.38543	NM_029324	ENSMUSG00000058935	1700018C11Rik	bM230C2.3	RIKEN cDNA 1700018C11 gene	protein-coding	7.73	28.85	5.03
chr15-14635	chr15	27624693	27625497	+	17.3	17.647000000000002	intron (NM_001013792, intron 1 of 6)	intron (NM_001013792, intron 1 of 6)	5598.0	NM_001013792	432940.0	Mm.309164	NM_001013792	ENSMUSG00000046034	Otulin	C79097|Fam105b|m3Sapc|m7-1Sapc	OTU deubiquitinase with linear linkage specificity	protein-coding	15.98	22.18	10.68
chr18-14068	chr18	14653357	14653991	+	17.2	30.06	intron (NM_001161369, intron 4 of 9)	intron (NM_001161369, intron 4 of 9)	29240.0	NM_001161371	268996.0	Mm.31761	NM_009280	ENSMUSG00000037013	Ss18	D130059H17|Ssxt|Syt	synovial sarcoma translocation, Chromosome 18	protein-coding	23.71	25.41	12.57
chr13-11556	chr13	104607398	104608112	+	17.1	15.58	Intergenic	Intergenic	209198.0	NM_026072	67285.0	Mm.235398	NM_026072	ENSMUSG00000021715	Cwc27	3110009E13Rik|NY-CO-10|Sdccag10	CWC27 spliceosome-associated protein homolog (S. cerevisiae)	protein-coding	12.71	28.85	9.42
chr13-7889	chr13	91801615	91802241	+	17.1	44.417	intron (NM_145453, intron 2 of 5)	intron (NM_145453, intron 2 of 5)	5768.0	NM_145453	69085.0	Mm.52356	NM_145453	ENSMUSG00000021621	Zcchc9	1810019C21Rik	zinc finger, CCHC domain containing 9	protein-coding	15.46	28.85	12.15
chr7-10909	chr7	132719592	132720284	+	17.1	22.566999999999997	intron (NM_175268, intron 4 of 4)	intron (NM_175268, intron 4 of 4)	66997.0	NM_175268	77938.0	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding	17.52	34.23	15.08
chr1-7765	chr1	92235585	92236085	+	17.1	31.45	Intergenic	Intergenic	-87442.0	NM_207225	208727.0	Mm.318567	NM_207225	ENSMUSG00000026313	Hdac4	4932408F19Rik|AI047285	histone deacetylase 4	protein-coding	23.54	12.06	10.68
chr9-9785	chr9	57831384	57831884	+	17.1	44.857	intron (NM_019689, intron 1 of 7)	intron (NM_019689, intron 1 of 7)	2600.0	NM_019689	56380.0	Mm.425588	NM_019689	ENSMUSG00000004661	Arid3b	Bdp|Dri2	AT rich interactive domain 3B (BRIGHT-like)	protein-coding	15.12	29.93	9.21
chr10-15214	chr10	121445710	121446488	+	16.9	19.192999999999998	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	30151.0	NM_138956	192678.0	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding	14.09	24.33	10.47
chr15-15175	chr15	9455845	9456581	+	16.9	24.333000000000002	intron (NM_029341, intron 1 of 4)	intron (NM_029341, intron 1 of 4)	20185.0	NM_029341	75568.0	Mm.82143	NM_029341	ENSMUSG00000039676	Capsl	1700028N11Rik|AW125205	calcyphosine-like	protein-coding	14.26	25.62	12.57
chr17-9607	chr17	79455031	79455809	+	16.7	35.516999999999996	Intergenic	Intergenic	22465.0	NR_033463	74622.0	Mm.311921	NR_033463	0	4930429F11Rik	-	RIKEN cDNA 4930429F11 gene	ncRNA	20.62	30.57	15.08
chr2-26531	chr2	44344594	44345362	+	16.7	28.03	intron (NM_153820, intron 13 of 13)	intron (NM_153820, intron 13 of 13)	-279654.0	NR_040622	320872.0	Mm.445023	NR_040622	ENSMUSG00000085089	Arhgap15os	A430092G05Rik	Rho GTPase activating protein 15, opposite strand	ncRNA	13.06	33.16	10.05
chr4-12313	chr4	145283404	145283904	+	16.7	28.997	intron (NM_009401, intron 10 of 12)	intron (NM_009401, intron 10 of 12)	31493.0	NM_009401	21941.0	Mm.12810	NM_009401	ENSMUSG00000028602	Tnfrsf8	Cd30|D1S166E|Ki|Ki-1	tumor necrosis factor receptor superfamily, member 8	protein-coding	18.9	27.34	10.89
chr1-20562	chr1	152084827	152085453	+	16.7	20.44	intron (NM_197990, intron 1 of 5)	intron (NM_197990, intron 1 of 5)	5180.0	NM_197990	69399.0	Mm.278031	NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik|ENSMUSG00000073540	RIKEN cDNA 1700025G04 gene	protein-coding	11.51	16.36	7.75
chr12-9903	chr12	15995673	15996311	+	16.7	33.99	Intergenic	MTC|LTR|ERVL-MaLR	-179207.0	NM_144551	217410.0	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles homolog 2 (Drosophila)	protein-coding	11.34	28.2	11.73
chr9-67643	chr9	46168216	46168982	+	16.6	23.113000000000003	intron (NM_027498, intron 4 of 24)	intron (NM_027498, intron 4 of 24)	-60031.0	NM_009692	11806.0	Mm.26743	NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding	15.63	35.09	10.26
chr13-9875	chr13	32981307	32982049	+	16.6	25.73	Intergenic	MRLTR33|LTR|ERVK	16165.0	NM_011454	20708.0	Mm.36526	NM_011454	ENSMUSG00000042842	Serpinb6b	NK13|Spi12|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 6b	protein-coding	10.48	27.34	7.12
chr5-5138	chr5	9059267	9059767	+	16.6	42.75	Intergenic	Intergenic	-41220.0	NM_001081029	652925.0	Mm.439954	NM_001081029	ENSMUSG00000079659	Tmem243	4930420K17Rik|E030031F02Rik	transmembrane protein 243, mitochondrial	protein-coding	12.03	27.77	6.7
chr5-15756	chr5	92489676	92490572	+	16.5	42.25	intron (NM_007644, intron 1 of 11)	AT_rich|Low_complexity|Low_complexity	15484.0	NM_007644	12492.0	Mm.297964	NM_007644	ENSMUSG00000029426	Scarb2	9330185J12Rik|Cd36l2|LGP85|LIMP-2|MLGP85	scavenger receptor class B, member 2	protein-coding	14.43	23.68	10.26
chr5-15174	chr5	76243739	76244499	+	16.5	20.883000000000003	intron (NM_007715, intron 11 of 22)	intron (NM_007715, intron 11 of 22)	60239.0	NM_011626	21982.0	Mm.790	NM_011626	ENSMUSG00000029234	Tmem165	AV026557|Tpardl|Tparl|pFT27	transmembrane protein 165	protein-coding	9.28	26.48	11.73
chr17-7282	chr17	32364227	32364855	+	16.5	78.337	intron (NR_033525, intron 4 of 10)	intron (NR_033525, intron 4 of 10)	-13964.0	NM_017476	54194.0	Mm.281005	NM_017476	ENSMUSG00000002625	Akap8l	HAP95|Nakap95	A kinase (PRKA) anchor protein 8-like	protein-coding	11.0	20.88	10.26
chr2-20333	chr2	28547759	28548259	+	16.4	62.983000000000004	intron (NM_001145836, intron 11 of 17)	intron (NM_001145836, intron 11 of 17)	14545.0	NM_001145836	19730.0	Mm.5236	NM_009058	ENSMUSG00000026821	Ralgds	Gnds|Rgds|mKIAA1308	ral guanine nucleotide dissociation stimulator	protein-coding	11.34	25.62	7.96
chr5-7529	chr5	96857100	96857600	+	16.3	45.8	Intergenic	Intergenic	63965.0	NM_013470	11745.0	Mm.7214	NM_013470	ENSMUSG00000029484	Anxa3	Anx3	annexin A3	protein-coding	14.78	36.82	10.26
chr16-11040	chr16	4756685	4757399	+	16.3	35.787	intron (NM_010443, intron 1 of 5)	intron (NM_010443, intron 1 of 5)	15429.0	NM_010443	15369.0	Mm.272866	NM_010443	ENSMUSG00000004070	Hmox2	HO-2|HO2	heme oxygenase (decycling) 2	protein-coding	12.54	21.31	8.59
chr13-12251	chr13	30912721	30913823	+	16.3	14.43	intron (NM_025588, intron 6 of 27)	intron (NM_025588, intron 6 of 27)	34489.0	NM_153072	210554.0	Mm.450571	NM_153072	ENSMUSG00000076430	Hus1b	-	Hus1 homolog b (S. pombe)	protein-coding	16.84	22.18	10.68
chr16-21971	chr16	84680312	84680976	+	16.3	29.16	intron (NR_040537, intron 1 of 2)	intron (NR_040537, intron 1 of 2)	855.0	NR_040537	78023.0	Mm.243853	NR_040537	0	4930529L06Rik	-	RIKEN cDNA 4930529L06 gene	ncRNA	11.34	46.72	12.78
chr12-12246	chr12	107931223	107932215	+	16.3	18.06	intron (NM_001286343, intron 1 of 1)	intron (NM_001286343, intron 1 of 1)	71695.0	NM_001286343	58208.0	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding	14.26	25.41	12.15
chr10-14182	chr10	18923498	18924260	+	16.3	19.237000000000002	Intergenic	Intergenic	78808.0	NM_022032	64058.0	Mm.28209	NM_022032	ENSMUSG00000019851	Perp	1110017A08Rik|KCP1|KRTCAP1|PIGPC1|THW	PERP, TP53 apoptosis effector	protein-coding	9.28	20.45	7.33
chr1-19055	chr1	40053256	40054176	+	16.3	13.753	Intergenic	Intergenic	-31052.0	NM_010555	16178.0	Mm.1349	NM_010555	ENSMUSG00000026073	Il1r2	CD121b|Il1r-2	interleukin 1 receptor, type II	protein-coding	14.6	38.32	10.26
chr12-6731	chr12	25242076	25242702	+	16.3	37.39	Intergenic	Intergenic	113215.0	NR_045844	432641.0	Mm.112955	NR_045844	0	Gm17746	-	predicted gene, 17746	ncRNA	17.35	27.99	10.89
chr10-52622	chr10	30749145	30750111	+	16.2	25.403000000000002	intron (NM_172495, intron 2 of 15)	intron (NM_172495, intron 2 of 15)	53479.0	NM_172495	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	15.98	18.73	8.59
chr10-6098	chr10	67656875	67657375	+	16.2	12.32	Intergenic	Intergenic	-108170.0	NM_001005419	211488.0	Mm.297250	NM_001005419	ENSMUSG00000057134	Ado	Gm237	2-aminoethanethiol (cysteamine) dioxygenase	protein-coding	10.14	13.56	6.07
chr11-9280	chr11	104638678	104639178	+	16.2	19.197	intron (NM_016780, intron 6 of 14)	ID4_|SINE|ID	30928.0	NM_016780	16416.0	Mm.87150	NM_016780	ENSMUSG00000020689	Itgb3	CD61|GP3A|INGRB3	integrin beta 3	protein-coding	12.54	12.27	5.65
chr13-13393	chr13	52979389	52980265	+	16.2	13.69	intron (NM_017373, intron 1 of 1)	intron (NM_017373, intron 1 of 1)	1212.0	NM_017373	18030.0	Mm.136604	NM_017373	ENSMUSG00000056749	Nfil3	AV225605|E4BP4	nuclear factor, interleukin 3, regulated	protein-coding	13.06	27.13	11.73
chr12-15871	chr12	55494783	55495717	+	16.1	10.56	Intergenic	Intergenic	-2603.0	NM_010907	18035.0	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding	12.54	15.07	6.7
chr2-34554	chr2	57122799	57123689	+	16.1	39.763000000000005	intron (NM_001139509, intron 1 of 7)	intron (NM_001139509, intron 1 of 7)	759.0	NM_001139509	18227.0	Mm.3507	NM_013613	ENSMUSG00000026826	Nr4a2	HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR	nuclear receptor subfamily 4, group A, member 2	protein-coding	10.31	39.18	10.89
chr5-10994	chr5	115730472	115731230	+	16.1	29.583000000000002	intron (NM_001080808, intron 1 of 8)	intron (NM_001080808, intron 1 of 8)	708.0	NM_001080808	75665.0	Mm.233914	NM_001080808	ENSMUSG00000041609	Ccdc64	2210403N09Rik|BICDR-1	coiled-coil domain containing 64	protein-coding	15.46	32.51	10.26
chr12-8750	chr12	55392385	55393019	+	16.1	13.937000000000001	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	-6123.0	NM_011968	26443.0	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	10.65	25.62	12.36
chr3-5359	chr3	138424242	138424742	+	16.1	28.28	intron (NM_011996, intron 6 of 8)	intron (NM_011996, intron 6 of 8)	8995.0	NM_011996	26876.0	Mm.158750	NM_011996	ENSMUSG00000037797	Adh4	Adh2	alcohol dehydrogenase 4 (class II), pi polypeptide	protein-coding	7.9	23.9	3.77
chr6-33293	chr6	129262044	129262904	+	16.1	27.723000000000003	Intergenic	RMER12|LTR|ERVK	12895.0	NM_001033122	12515.0	Mm.74745	NM_001033122	ENSMUSG00000030156	Cd69	5830438K24Rik|AI452015|AIM|VEA	CD69 antigen	protein-coding	12.71	17.22	8.38
chrX-3083	chrX	48152111	48152907	+	16.1	15.443	intron (NM_028773, intron 1 of 7)	intron (NM_028773, intron 1 of 7)	5982.0	NM_028773	74131.0	Mm.276131	NM_028773	ENSMUSG00000031101	Sash3	1200013B08Rik|AW413946|SLY1	SAM and SH3 domain containing 3	protein-coding	18.21	21.96	9.84
chr10-12776	chr10	39793289	39793917	+	16.1	15.147	intron (NM_011264, intron 3 of 31)	intron (NM_011264, intron 3 of 31)	61443.0	NM_011264	19714.0	Mm.439723	NM_011264	ENSMUSG00000019841	Rev3l	Rev|Rev3|Sez4	REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like (S. cerevisiae)	protein-coding	17.87	22.82	8.8
chr17-4771	chr17	78246676	78247176	+	16.1	25.796999999999997	intron (NM_015800, intron 2 of 16)	intron (NM_015800, intron 2 of 16)	46678.0	NM_015800	50766.0	Mm.311912	NM_015800	ENSMUSG00000024074	Crim1	AU015004	cysteine rich transmembrane BMP regulator 1 (chordin like)	protein-coding	16.49	20.24	8.17
chr6-8984	chr6	134042076	134042576	+	16.0	13.577	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	6619.0	NM_007961	14011.0	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding	12.03	18.95	8.38
chr7-97403	chr7	110108488	110109160	+	16.0	26.7	Intergenic	B1_Mus1|SINE|Alu	-13235.0	NM_009516	22390.0	Mm.287173	NM_009516	0	Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding	11.85	21.96	9.42
chr9-26840	chr9	53435727	53436475	+	16.0	21.023000000000003	Intergenic	Intergenic	30815.0	NM_029247	75311.0	Mm.26078	NM_029247	ENSMUSG00000005131	4930550C14Rik	AU017961	RIKEN cDNA 4930550C14 gene	protein-coding	24.22	32.29	16.13
chr17-6149	chr17	48039284	48040038	+	16.0	25.953000000000003	Intergenic	Intergenic	-1368.0	NM_029689	76651.0	Mm.76918	NM_029689	ENSMUSG00000094928	1700122O11Rik	-	RIKEN cDNA 1700122O11 gene	protein-coding	15.81	26.91	13.19
chr15-5505	chr15	61981314	61981814	+	15.9	17.953	Intergenic	Intergenic	-3777.0	NM_001177353	17869.0	Mm.2444	NM_010849	ENSMUSG00000022346	Myc	AU016757|Myc2|Niard|Nird|bHLHe39	myelocytomatosis oncogene	protein-coding	13.92	20.88	9.01
chr2-22875	chr2	71364476	71365354	+	15.9	22.273000000000003	intron (NM_172436, intron 2 of 17)	intron (NM_172436, intron 2 of 17)	2639.0	NM_172436	78830.0	Mm.30928	NM_172436	0	Slc25a12	2610002D09Rik|AI839531|B230107K20Rik|BB129864	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	protein-coding	15.29	24.11	9.63
chr15-8490	chr15	9556267	9556899	+	15.9	21.543000000000003	Intergenic	RLTR17B_Mm|LTR|ERVK	-26707.0	NM_008372	16197.0	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	10.14	24.54	10.05
chr13-5605	chr13	13889811	13890311	+	15.8	44.413000000000004	Intergenic	Intergenic	-64613.0	NM_178640	97884.0	Mm.21686	NM_178640	ENSMUSG00000039242	B3galnt2	A930105D20Rik|C80633|D230016N13Rik	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2	protein-coding	11.51	19.59	9.01
chr10-6328	chr10	60748922	60749422	+	15.7	48.563	intron (NM_023596, intron 2 of 5)	intron (NM_023596, intron 2 of 5)	3610.0	NM_023596	71279.0	Mm.284462	NM_023596	ENSMUSG00000020100	Slc29a3	4933435C21Rik|AW987637|Ent3	solute carrier family 29 (nucleoside transporters), member 3	protein-coding	11.0	25.62	10.47
chr13-4676	chr13	73469939	73470439	+	15.7	33.75	intron (NM_145376, intron 1 of 13)	intron (NM_145376, intron 1 of 13)	2806.0	NM_145376	210992.0	Mm.284649	NM_145376	ENSMUSG00000021608	Lpcat1	2900035H07Rik|Aytl2|BB137372|BC005662|C87117|LPCAT|rd11	lysophosphatidylcholine acyltransferase 1	protein-coding	15.12	19.81	9.84
chr5-5939	chr5	147070516	147071016	+	15.7	19.483	intron (NM_080795, intron 1 of 9)	intron (NM_080795, intron 1 of 9)	5806.0	NM_080795	140887.0	Mm.272203	NM_080795	ENSMUSG00000016520	Lnx2	9630046H24|AW209022	ligand of numb-protein X 2	protein-coding	12.2	15.29	7.33
chr4-11049	chr4	47321893	47322519	+	15.7	36.623000000000005	Intergenic	(TATG)n|Simple_repeat|Simple_repeat	-31099.0	NM_009370	21812.0	Mm.197552	NM_009370	ENSMUSG00000007613	Tgfbr1	ALK5|AU017191|Alk-5|TbetaR-I|TbetaRI	transforming growth factor, beta receptor I	protein-coding	9.11	17.87	8.59
chr17-5695	chr17	26886037	26886537	+	15.6	73.67699999999999	Intergenic	CpG	-30804.0	NM_053173	16580.0	Mm.491138	NM_016761	ENSMUSG00000024301	Kifc5b	Hset|KNSL2|Kifc5a	kinesin family member C5B	protein-coding	11.68	19.38	9.63
chr15-5739	chr15	58749138	58749638	+	15.6	20.093	Intergenic	Intergenic	74039.0	NM_175212	74868.0	Mm.293754	NM_175212	ENSMUSG00000062373	Tmem65	2610029O13Rik|4930438D12Rik	transmembrane protein 65	protein-coding	11.51	20.45	8.59
chr13-7809	chr13	13968709	13969209	+	15.6	34.65	intron (NM_178640, intron 2 of 11)	intron (NM_178640, intron 2 of 11)	14285.0	NM_178640	97884.0	Mm.21686	NM_178640	ENSMUSG00000039242	B3galnt2	A930105D20Rik|C80633|D230016N13Rik	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2	protein-coding	7.22	29.28	6.7
chr16-11447	chr16	58702818	58703502	+	15.6	19.36	Intergenic	Intergenic	15564.0	NM_001162955	71223.0	Mm.359970	NM_001162955	ENSMUSG00000047293	Gpr15	4933439K08Rik	G protein-coupled receptor 15	protein-coding	12.54	30.14	11.31
chr1-23863	chr1	53761041	53761691	+	15.6	15.997	intron (NM_133810, intron 6 of 7)	intron (NM_133810, intron 6 of 7)	23849.0	NM_133810	98267.0	Mm.25559	NM_133810	ENSMUSG00000026094	Stk17b	3110009A03Rik|AI120141|Drak2	serine/threonine kinase 17b (apoptosis-inducing)	protein-coding	6.36	18.73	6.07
chr13-23756	chr13	37622370	37622870	+	15.6	49.016999999999996	Intergenic	Intergenic	-203418.0	NM_026830	68750.0	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding	17.52	35.52	12.57
chr6-7905	chr6	115989197	115989697	+	15.5	16.593	intron (NM_026376, intron 1 of 35)	intron (NM_026376, intron 1 of 35)	5558.0	NM_026376	67784.0	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding	11.17	25.84	9.01
chr17-5263	chr17	6768140	6768640	+	15.4	18.733	intron (NM_009510, intron 1 of 12)	intron (NM_009510, intron 1 of 12)	14390.0	NM_009510	22350.0	Mm.277812	NM_009510	ENSMUSG00000052397	Ezr	AW146364|R75297|Vil2|p81	ezrin	protein-coding	14.09	19.16	8.8
