PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr4-20370	chr4	129069075	129069739	+	9.65	16.51	intron (NM_029219, intron 1 of 8)	intron (NM_029219, intron 1 of 8)	11136.0	NM_029219	75234.0	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding	7.39	7.97	5.65
chr1-22155	chr1	160275076	160275576	+	9.65	24.13	intron (NM_013862, intron 19 of 20)	intron (NM_013862, intron 19 of 20)	-62434.0	NM_009786	12301.0	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding	8.59	17.01	6.28
chr3-39853	chr3	130810859	130811613	+	9.65	14.98	Intergenic	Intergenic	-80838.0	NM_001005859	68436.0	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	13.92	9.04	9.21
chr11-24440	chr11	99176608	99177108	+	9.65	10.587	Intergenic	Intergenic	-21781.0	NM_007719	12775.0	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	10.31	15.5	10.68
chr4-18199	chr4	63823151	63823651	+	9.65	12.75	Intergenic	LTR104_Mam|LTR|Gypsy	37883.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	11.34	12.49	9.21
chr2-25263	chr2	127329230	127329730	+	9.58	17.653	Intergenic	L2b|LINE|L2	-6679.0	NM_010090	13537.0	Mm.4729	NM_010090	ENSMUSG00000027368	Dusp2	PAC1	dual specificity phosphatase 2	protein-coding	12.89	13.35	14.24
chr19-11456	chr19	53532859	53533359	+	9.58	18.143	intron (NM_001085390, intron 1 of 3)	intron (NM_001085390, intron 1 of 3)	3791.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	5.33	12.7	7.54
chr12-93388	chr12	73913959	73914801	+	9.45	15.64	intron (NM_010431, intron 1 of 14)	intron (NM_010431, intron 1 of 14)	6513.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	11.51	11.84	7.12
chr6-62378	chr6	67178286	67179040	+	9.38	16.587	Intergenic	Intergenic	-88316.0	NM_001113566	66870.0	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	11.51	9.47	10.26
chr11-77868	chr11	49095119	49095993	+	9.38	12.663	exon (NM_001271677, exon 3 of 3)	exon (NM_001271677, exon 3 of 3)	8539.0	NM_001271676	15953.0	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	9.79	12.27	9.63
chr17-15249	chr17	51784814	51785314	+	9.38	16.683	intron (NM_001163631, intron 6 of 10)	intron (NM_001163631, intron 6 of 10)	26990.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	8.42	8.61	9.01
chr11-26160	chr11	58030021	58030521	+	9.32	24.423000000000002	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	21207.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	16.49	8.4	12.78
chr3-23372	chr3	101682056	101682556	+	9.32	20.713	Intergenic	Intergenic	-77599.0	NM_144900	11928.0	Mm.280103	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding	8.25	4.95	7.96
chr1-48942	chr1	61033315	61034075	+	9.32	15.24	Intergenic	Intergenic	55781.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	11.0	8.83	8.38
chr7-38459	chr7	16785632	16786322	+	9.32	7.077000000000001	intron (NM_009201, intron 2 of 8)	RSINE1|SINE|B4	4631.0	NM_009201	20514.0	Mm.1056	NM_009201	ENSMUSG00000001918	Slc1a5	AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7	solute carrier family 1 (neutral amino acid transporter), member 5	protein-coding	9.11	8.83	9.63
chr11-58625	chr11	46350943	46351829	+	9.32	17.583	intron (NM_001281966, intron 7 of 16)	Lx9|LINE|L1	38129.0	NM_001281968	16428.0	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	9.11	6.67	11.94
chr4-18982	chr4	63874958	63875458	+	9.32	20.563000000000002	Intergenic	Intergenic	-13924.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	4.12	17.65	6.49
chr17-17140	chr17	80167233	80167733	+	9.25	18.017	intron (NM_176963, intron 4 of 6)	intron (NM_176963, intron 4 of 6)	39822.0	NR_036615	225027.0	Mm.292016	NM_146083	ENSMUSG00000024097	Srsf7	35kDa|9430065L19Rik|9G8|NX-96|Sfrs7	serine/arginine-rich splicing factor 7	protein-coding	6.53	10.12	10.26
chr17-41518	chr17	29477674	29478314	+	9.25	15.88	Intergenic	RSINE1|SINE|B4	-13051.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	14.43	21.1	11.1
chr16-12322	chr16	10686519	10687019	+	9.19	23.4	intron (NM_177562, intron 18 of 22)	intron (NM_177562, intron 18 of 22)	98767.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	8.76	9.69	8.8
chr2-27023	chr2	152805282	152805782	+	9.12	20.537	intron (NM_001289717, intron 2 of 2)	URR1A|DNA|hAT-Charlie	25185.0	NM_001289739	12048.0	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding	8.76	9.26	10.26
chr11-46891	chr11	75737725	75738409	+	9.12	19.602999999999998	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	5180.0	NM_009536	22627.0	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding	12.71	10.12	10.05
chr18-10262	chr18	82517130	82517630	+	9.12	17.753	intron (NM_001025245, intron 2 of 3)	intron (NM_001025245, intron 2 of 3)	-37083.0	NM_001025258	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	4.64	3.66	5.86
chr12-20474	chr12	110701142	110701770	+	9.12	21.206999999999997	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-5061.0	NM_010480	15519.0	Mm.1843	NM_010480	ENSMUSG00000021270	Hsp90aa1	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	heat shock protein 90, alpha (cytosolic), class A member 1	protein-coding	8.07	12.7	9.63
chr2-27706	chr2	151548236	151548736	+	9.12	14.097000000000001	intron (NM_008019, intron 2 of 4)	L2a|LINE|L2	5987.0	NM_008019	14225.0	Mm.278458	NM_008019	ENSMUSG00000032966	Fkbp1a	12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12	FK506 binding protein 1a	protein-coding	11.34	8.83	9.01
chr13-13722	chr13	30754761	30755261	+	9.06	9.32	intron (NM_013674, intron 5 of 8)	intron (NM_013674, intron 5 of 8)	5753.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	3.44	13.35	4.82
chr12-18753	chr12	73876400	73876900	+	9.06	35.28	Intergenic	Intergenic	-31217.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	8.42	13.56	4.82
chr4-20298	chr4	63924106	63924606	+	8.99	8.213	Intergenic	Intergenic	-63072.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	9.45	14.43	5.03
chr19-40543	chr19	8720486	8721652	+	8.99	6.187	intron (NM_001161413, intron 1 of 9)	intron (NM_001161413, intron 1 of 9)	2300.0	NM_001161413	17254.0	Mm.4114	NM_008577	ENSMUSG00000010095	Slc3a2	4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	protein-coding	9.79	6.46	10.47
chr16-19315	chr16	91869253	91869753	+	8.92	25.743000000000002	intron (NM_010587, intron 27 of 38)	intron (NM_010587, intron 27 of 38)	62127.0	NM_138597	28080.0	Mm.41	NM_138597	ENSMUSG00000022956	Atp5o	ATPO|D12Wsu28e|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	protein-coding	9.96	19.38	6.07
chr10-21797	chr10	12993904	12994404	+	8.92	12.663	Intergenic	B1_Mus2|SINE|Alu	-14296.0	NM_175102	66125.0	Mm.29743	NM_175102	ENSMUSG00000078348	Sf3b5	10kDa|1110005L13Rik|AU043053|Sf3b10	splicing factor 3b, subunit 5	protein-coding	7.04	7.75	6.7
chr13-15662	chr13	30802078	30802578	+	8.86	11.997	Intergenic	Intergenic	53070.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	6.7	10.98	5.65
chr19-11680	chr19	10803944	10804444	+	8.86	7.603	intron (NM_009852, intron 1 of 12)	MTA_Mm|LTR|ERVL-MaLR	25864.0	NM_001037801	12511.0	Mm.290897	NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	5.67	7.97	5.45
chr10-22939	chr10	75535661	75536161	+	8.86	19.607	TTS (NM_026095)	TTS (NM_026095)	17869.0	NM_026095	67332.0	Mm.45151	NM_026095	ENSMUSG00000020180	Snrpd3	1700043E15Rik|2310009E13Rik|AW046420|SMD3	small nuclear ribonucleoprotein D3	protein-coding	11.0	6.67	8.38
chr3-34987	chr3	135676545	135677235	+	8.86	18.323	intron (NM_008689, intron 1 of 24)	intron (NM_008689, intron 1 of 24)	14657.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	8.76	12.92	8.8
chr8-16448	chr8	94733727	94734227	+	8.86	18.673	Intergenic	Intergenic	-11707.0	NM_009137	20299.0	Mm.12895	NM_009137	ENSMUSG00000031779	Ccl22	ABCD-1|DCBCK|MDC|Scya22	chemokine (C-C motif) ligand 22	protein-coding	10.82	10.76	9.01
chr1-25888	chr1	52100367	52100867	+	8.79	16.75	intron (NM_011487, intron 17 of 23)	intron (NM_011487, intron 17 of 23)	-18821.0	NM_001205314	20846.0	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	11.0	10.98	7.75
chr17-67965	chr17	29445817	29446667	+	8.73	11.19	Intergenic	ID_B1|SINE|B4	-44803.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	10.65	7.75	9.01
chr3-19684	chr3	95924236	95924860	+	8.73	24.28	Intergenic	Intergenic	-4709.0	NM_023210	66471.0	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding	13.57	5.81	12.78
chr1-27793	chr1	61054538	61055038	+	8.66	12.793	Intergenic	Intergenic	76874.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	6.19	11.63	6.91
chr19-17268	chr19	10800396	10801024	+	8.66	20.546999999999997	intron (NM_009852, intron 1 of 12)	MIR|SINE|MIR	29348.0	NM_001037801	12511.0	Mm.290897	NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	12.03	11.63	11.52
chr16-58313	chr16	52108815	52109735	+	8.66	18.213	intron (NM_001033238, intron 3 of 17)	Lx3_Mus|LINE|L1	77726.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	7.04	12.06	8.17
chr4-22062	chr4	48072200	48072700	+	8.6	23.296999999999997	intron (NM_015743, intron 5 of 5)	URR1B|DNA|hAT-Charlie	21202.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	9.62	5.38	7.33
chr10-22292	chr10	80955604	80956104	+	8.53	27.263	intron (NM_001038655, intron 2 of 3)	intron (NM_001038655, intron 2 of 3)	25763.0	NM_008655	17873.0	Mm.1360	NM_008655	ENSMUSG00000015312	Gadd45b	AI323528|Myd118	growth arrest and DNA-damage-inducible 45 beta	protein-coding	7.39	13.13	6.49
chr16-14086	chr16	10730393	10730893	+	8.4	21.383000000000003	intron (NM_177562, intron 21 of 22)	intron (NM_177562, intron 21 of 22)	54893.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	6.53	8.4	10.89
chr9-24690	chr9	120082821	120083321	+	8.4	13.363	Intergenic	Intergenic	-9062.0	NM_007720	12776.0	Mm.442098	NM_007720	ENSMUSG00000042262	Ccr8	C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8	chemokine (C-C motif) receptor 8	protein-coding	11.0	22.82	9.21
chr6-21362	chr6	140673375	140673875	+	8.33	19.14	intron (NM_009637, intron 8 of 8)	intron (NM_009637, intron 8 of 8)	49327.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	7.39	8.61	8.17
chr10-55247	chr10	42507469	42508253	+	8.33	11.007	intron (NM_017472, intron 1 of 3)	B2_Mm2|SINE|B2	5807.0	NM_017472	54198.0	Mm.277870	NM_017472	ENSMUSG00000019804	Snx3	SDP3	sorting nexin 3	protein-coding	12.2	6.67	10.26
chr18-10420	chr18	82542209	82542709	+	8.33	15.787	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-12004.0	NM_001025258	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	10.65	7.54	12.57
chr11-50227	chr11	55475527	55476151	+	8.27	16.583	intron (NM_013716, intron 1 of 11)	intron (NM_013716, intron 1 of 11)	6087.0	NM_013716	27041.0	Mm.39631	NM_013716	0	G3bp1	AI849976|B430204O07|C87777|G3bp|mKIAA4115	GTPase activating protein (SH3 domain) binding protein 1	protein-coding	6.53	5.38	7.96
chr14-16953	chr14	78301487	78301987	+	8.27	23.357	intron (NM_011613, intron 1 of 4)	intron (NM_011613, intron 1 of 4)	6306.0	NM_011613	21943.0	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	9.11	7.32	7.54
chr18-10731	chr18	82493026	82493526	+	8.2	24.607	intron (NM_001025245, intron 1 of 3)	intron (NM_001025245, intron 1 of 3)	18153.0	NM_010777	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	8.42	10.76	12.36
chr16-18602	chr16	52135406	52135906	+	8.01	19.83	intron (NM_001033238, intron 5 of 17)	intron (NM_001033238, intron 5 of 17)	104107.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	9.28	4.74	5.24
chr16-24723	chr16	51988859	51989519	+	8.01	22.886999999999997	Intergenic	Intergenic	-42360.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	14.26	24.97	13.82
chr7-115891	chr7	114274076	114274844	+	7.94	19.073	exon (NM_011965, exon 2 of 10)	exon (NM_011965, exon 2 of 10)	1656.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	10.82	16.79	8.17
chr1-33092	chr1	167240858	167241358	+	7.94	15.78	intron (NM_030724, intron 1 of 6)	intron (NM_030724, intron 1 of 6)	44019.0	NM_030724	80914.0	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	7.73	6.03	6.49
chr6-24390	chr6	140702658	140703158	+	7.94	14.497	Intergenic	Intergenic	78610.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	7.73	6.89	11.1
chr13-27789	chr13	30571359	30571859	+	7.87	16.547	Intergenic	Intergenic	-26293.0	NM_025710	66694.0	Mm.181933	NM_025710	ENSMUSG00000038462	Uqcrfs1	4430402G14Rik|AI875505	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	protein-coding	5.5	9.69	6.91
chr1-48865	chr1	52124169	52124799	+	7.87	18.67	intron (NM_009283, intron 4 of 24)	RCHARR1|DNA|hAT-Charlie	4862.0	NM_001205313	20846.0	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	12.2	12.92	7.54
chr15-45472	chr15	75005836	75006590	+	7.81	17.997	Intergenic	(GGGAGA)n|Simple_repeat|Simple_repeat	-8182.0	NM_001271418	110454.0	Mm.425949	NM_010738	ENSMUSG00000075602	Ly6a	Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP	lymphocyte antigen 6 complex, locus A	protein-coding	6.7	5.17	9.63
chr17-26821	chr17	35212750	35213374	+	7.81	6.487	Intergenic	Intergenic	-7711.0	NM_010735	16992.0	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	4.3	5.81	4.19
chr7-31100	chr7	13025853	13026353	+	7.74	12.863	intron (NM_011588, intron 3 of 16)	intron (NM_011588, intron 3 of 16)	1951.0	NM_011588	21849.0	Mm.15701	NM_011588	ENSMUSG00000005566	Trim28	AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta	tripartite motif-containing 28	protein-coding	3.95	7.32	6.91
chr13-24611	chr13	30764148	30764648	+	7.74	10.56	3' UTR (NM_013674, exon 9 of 9)	3' UTR (NM_013674, exon 9 of 9)	15140.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	7.9	13.13	9.21
chr1-85601	chr1	160271882	160272778	+	7.74	22.813000000000002	intron (NM_013862, intron 19 of 20)	intron (NM_013862, intron 19 of 20)	-59438.0	NM_009786	12301.0	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding	9.79	6.46	7.12
chr7-68550	chr7	114335351	114336189	+	7.68	12.747	intron (NR_029437, intron 1 of 3)	Lx4A|LINE|L1	-59654.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	8.42	4.09	7.54
chr6-28743	chr6	67167887	67168387	+	7.68	17.31	Intergenic	Intergenic	-98842.0	NM_001113566	66870.0	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	6.36	5.38	6.7
chr6-28547	chr6	140559510	140560010	+	7.68	22.1	intron (NM_144920, intron 15 of 30)	PB1D7|SINE|Alu	-62903.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	14.43	15.5	15.08
chr9-29125	chr9	66930948	66931448	+	7.68	11.533	Intergenic	Intergenic	-11493.0	NM_173413	235442.0	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	4.47	4.52	4.61
chr1-33865	chr1	60947174	60947674	+	7.55	23.177	Intergenic	Lx8|LINE|L1	-30490.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	7.56	9.26	6.91
chr16-18273	chr16	52160506	52161006	+	7.55	19.987000000000002	intron (NM_001033238, intron 10 of 17)	(GAAA)n|Simple_repeat|Simple_repeat	129207.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	5.33	7.54	11.52
chr19-43025	chr19	10717785	10718605	+	7.48	13.417	TTS (NM_007650)	TTS (NM_007650)	20779.0	NM_007650	12507.0	Mm.779	NM_007650	ENSMUSG00000024669	Cd5	Ly-1|Ly-12|Ly-A|Lyt-1	CD5 antigen	protein-coding	9.28	7.1	10.68
chr1-55185	chr1	51536173	51536673	+	7.48	16.23	Intergenic	Intergenic	-58024.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	11.51	14.86	12.98
chr4-58861	chr4	3832766	3833478	+	7.48	6.223	Intergenic	B1_Mm|SINE|Alu	2478.0	NM_026147	67427.0	Mm.21938	NM_026147	0	Rps20	4632426K06Rik|Dsk4	ribosomal protein S20	protein-coding	8.07	9.04	4.82
chr19-14792	chr19	10821451	10821951	+	7.48	9.877	intron (NM_009852, intron 1 of 12)	intron (NM_009852, intron 1 of 12)	8357.0	NM_001037801	12511.0	Mm.290897	NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	19.59	13.13	14.87
chr4-57097	chr4	135221045	135221699	+	7.48	14.052999999999999	intron (NM_013885, intron 4 of 5)	intron (NM_013885, intron 4 of 5)	51388.0	NM_013885	29876.0	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	9.28	4.95	6.07
chr18-13278	chr18	82552261	82552761	+	7.48	9.757	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-1952.0	NM_001025258	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	7.39	7.97	9.63
chr2-101827	chr2	38611846	38612492	+	7.48	13.897	intron (NM_011187, intron 6 of 7)	intron (NM_011187, intron 6 of 7)	31737.0	NM_011187	19177.0	Mm.389251	NM_011187	ENSMUSG00000026750	Psmb7	AU020723|MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding	7.22	9.47	5.86
chr11-94831	chr11	53786949	53787449	+	7.41	23.77	intron (NR_033332, intron 3 of 3)	B1_Mus1|SINE|Alu	16726.0	NM_001159396	16362.0	Mm.105218	NM_008390	ENSMUSG00000018899	Irf1	AU020929|Irf-1	interferon regulatory factor 1	protein-coding	12.89	6.03	13.61
chr17-24907	chr17	35214690	35215190	+	7.41	14.263	Intergenic	Intergenic	-9589.0	NM_010735	16992.0	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	5.84	10.33	4.61
chr13-21631	chr13	30740671	30741171	+	7.41	9.133	Intergenic	Intergenic	-8337.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	6.53	9.04	5.86
chr4-82825	chr4	48030114	48030772	+	7.35	14.237	Intergenic	Intergenic	-20805.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	5.84	9.69	5.65
chr11-110468	chr11	116850356	116851140	+	7.35	13.577	3' UTR (NM_011358, exon 3 of 3)	3' UTR (NM_011358, exon 3 of 3)	2346.0	NM_011358	20382.0	Mm.21841	NM_011358	ENSMUSG00000034120	Srsf2	D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2	serine/arginine-rich splicing factor 2	protein-coding	9.79	12.27	8.17
chr12-47319	chr12	87269210	87269888	+	7.28	7.657	intron (NM_146036, intron 2 of 8)	intron (NM_146036, intron 2 of 8)	2821.0	NM_146036	217737.0	Mm.22626	NM_146036	ENSMUSG00000021037	Ahsa1	BC023857|p38	AHA1, activator of heat shock protein ATPase 1	protein-coding	7.39	5.6	5.03
