PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chrX-6365	chrX	140599481	140600655	+	21.0	11.297	intron (NM_001077364, intron 1 of 3)	CpG	454	NM_001077364	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	21.61	7.92	15.05	6.35	22.53
chr16-6333	chr16	36930683	36931443	+	21.0	14.037	intron (NM_030035, intron 20 of 21)	intron (NM_030035, intron 20 of 21)	-3920	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	20.99	22.62	28.74	14.44	16.69
chr1-17346	chr1	128667575	128668387	+	21.0	7.03	Intergenic	Intergenic	-75682	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	11.11	11.31	13.23	14.44	18.36
chr11-27136	chr11	76037545	76038479	+	21.0	14.957	Intergenic	Intergenic	-10230	NM_029658	76566	Mm.34131	NM_029658	ENSMUSG00000020846	Fam101b	1500005K14Rik|RefilinB|cfm	family with sequence similarity 101, member B	protein-coding	22.85	23.19	19.62	16.75	33.37
chr15-30017	chr15	82967975	82969351	+	20.8	19.833	Intergenic	Intergenic	54475	NM_001271414	74039	Mm.32584	NM_028728	0	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding	17.91	17.53	23.72	24.26	20.86
chr15-20697	chr15	3171820	3172616	+	20.8	11.09	Intergenic	Intergenic	-98549	NM_001042613	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Sepp1	AU018766|D15Ucla1|Se-P|selp	selenoprotein P, plasma, 1	protein-coding	24.7	18.1	16.88	19.06	29.2
chr8-10383	chr8	13621083	13621937	+	20.8	11.823	intron (NM_009025, intron 2 of 23)	intron (NM_009025, intron 2 of 23)	56077	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding	17.29	17.53	17.34	15.02	33.37
chr3-5861	chr3	103786794	103787294	+	20.7	10.71	intron (NR_106164, intron 4 of 4)	intron (NR_106164, intron 4 of 4)	4231	NM_001301306	15257	Mm.20827	NM_010432	ENSMUSG00000008730	Hipk1	1110062K04Rik|Myak	homeodomain interacting protein kinase 1	protein-coding	6.79	6.22	11.86	7.51	9.18
chr10-7404	chr10	5384346	5384846	+	20.7	13.217	intron (NM_153399, intron 13 of 31)	intron (NM_153399, intron 13 of 31)	166096	NM_153399	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	14.2	15.84	16.42	19.06	15.85
chr3-38052	chr3	95520448	95521610	+	20.7	13.54	Intergenic	Lx2|LINE|L1	-5757	NM_001267695	13040	Mm.3619	NM_021281	ENSMUSG00000038642	Ctss	-	cathepsin S	protein-coding	26.55	23.75	21.44	20.8	31.7
chr12-26944	chr12	102329498	102330670	+	20.7	9.18	intron (NM_177620, intron 3 of 9)	intron (NM_177620, intron 3 of 9)	46443	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	20.38	23.19	25.09	20.22	14.18
chr1-10574	chr1	39944525	39945157	+	20.7	22.493000000000002	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	43928	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	20.99	19.79	17.34	26.57	15.85
chr17-6431	chr17	23629980	23630730	+	20.6	45.793	3' UTR (NM_001033339, exon 10 of 10)	3' UTR (NM_001033339, exon 10 of 10)	14914	NM_001033339	240047	Mm.235343	NM_001033339	ENSMUSG00000023903	Mmp25	F730048C11Rik|Leukolysin|MMP20|MT6-MMP	matrix metallopeptidase 25	protein-coding	25.93	21.49	28.74	21.95	30.04
chr15-9018	chr15	9535032	9535824	+	20.6	19.577	Intergenic	Intergenic	-5552	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	28.4	22.06	18.25	19.06	24.2
chr4-24141	chr4	129514380	129515854	+	20.4	18.073	TTS (NM_008228)	TTS (NM_008228)	1536	NM_010807	17357	Mm.424974	NM_010807	ENSMUSG00000047945	Marcksl1	AL022768|AW215397|AW536807|D4Bc1|F52|MacMARCKS|Macs2|Macs3|Mlp|Mrp	MARCKS-like 1	protein-coding	16.67	15.84	28.28	17.33	11.68
chr15-6158	chr15	74920562	74921062	+	20.3	13.65	Intergenic	MTD|LTR|ERVL-MaLR	-34239	NM_001164039	17069	Mm.788	NM_008529	ENSMUSG00000022587	Ly6e	9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1	lymphocyte antigen 6 complex, locus E	protein-coding	11.73	14.7	19.16	15.02	14.18
chr8-25944	chr8	83757651	83758879	+	20.3	16.633	Intergenic	Intergenic	-16954	NM_001163031	26364	Mm.334648	NM_011925	ENSMUSG00000002885	Cd97	AA409984|TM7LN1	CD97 antigen	protein-coding	20.38	26.58	19.16	26.57	15.85
chr8-11137	chr8	14977634	14978526	+	20.2	8.4	intron (NM_001037736, intron 21 of 27)	intron (NM_001037736, intron 21 of 27)	-32945	NM_029116	74901	Mm.46675	NM_029116	ENSMUSG00000055675	Kbtbd11	2900016B01Rik|4930465M17Rik|mKIAA0711	kelch repeat and BTB (POZ) domain containing 11	protein-coding	24.7	18.66	17.79	17.33	22.53
chr10-9445	chr10	51453303	51453937	+	20.0	7.47	Intergenic	L1VL1|LINE|L1	-26992	NM_001291893	14727	Mm.439661	NM_008147	ENSMUSG00000089672	Gp49a	gp49	glycoprotein 49 A	protein-coding	16.05	11.88	19.62	10.4	13.35
chr14-12362	chr14	63103683	63104693	+	20.0	6.787000000000001	Intergenic	Intergenic	-18274	NM_007798	13030	Mm.236553	NM_007798	ENSMUSG00000021939	Ctsb	CB	cathepsin B	protein-coding	20.38	19.79	15.97	19.06	22.53
chr8-11173	chr8	72357911	72358665	+	20.0	10.687000000000001	intron (NM_007944, intron 22 of 23)	intron (NM_007944, intron 22 of 23)	39226	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	13.58	15.84	13.69	12.71	16.69
chr17-11593	chr17	29142864	29143810	+	19.7	10.323	intron (NM_001002786, intron 3 of 7)	intron (NM_001002786, intron 3 of 7)	8281	NM_001002786	442827	Mm.440341	NM_001002786	ENSMUSG00000064147	Rab44	9830134C10Rik	RAB44, member RAS oncogene family	protein-coding	19.76	19.23	18.7	23.68	15.85
chr6-18891	chr6	122755554	122756638	+	19.6	14.343	Intergenic	Intergenic	-13351	NM_011401	20527	Mm.395108	NM_011401	ENSMUSG00000003153	Slc2a3	AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3	solute carrier family 2 (facilitated glucose transporter), member 3	protein-coding	20.99	15.84	13.69	16.75	25.03
chr15-12265	chr15	83031544	83032740	+	19.4	8.787	intron (NM_001271411, intron 1 of 5)	(CAGA)n|Simple_repeat|Simple_repeat	1255	NM_001271411	74039	Mm.32584	NM_028728	0	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding	18.52	17.53	12.77	14.44	18.36
chr7-18159	chr7	127100420	127101178	+	19.3	12.443	Intergenic	Intergenic	9363	NM_178901	101602	Mm.490357	NM_178901	ENSMUSG00000045165	AI467606	-	expressed sequence AI467606	protein-coding	19.14	14.7	17.79	21.95	19.19
chr6-10061	chr6	125338721	125339385	+	19.0	9.787	intron (NM_011324, intron 6 of 11)	intron (NM_011324, intron 6 of 11)	-10670	NM_011609	21937	Mm.1258	NM_011609	ENSMUSG00000030341	Tnfrsf1a	CD120a|FPF|TNF-R|TNF-R-I|TNF-R1|TNF-R55|TNF-alphaR1|TNFAR|TNFR60|TNFRI|TNFRp55|TNFalpha-R1|Tnfr-2|Tnfr1|p55|p55-R	tumor necrosis factor receptor superfamily, member 1a	protein-coding	19.76	19.23	13.69	13.86	20.86
chr18-12030	chr18	56451233	56452001	+	19.0	15.397	intron (NM_026240, intron 1 of 13)	(TTTA)n|Simple_repeat|Simple_repeat	19485	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	11.11	10.18	20.98	12.13	24.2
chr6-10230	chr6	49013235	49014123	+	18.9	15.232999999999999	Intergenic	Intergenic	-22839	NM_053110	93695	Mm.302602	NM_053110	ENSMUSG00000029816	Gpnmb	DC-HIL|Dchil|ipd	glycoprotein (transmembrane) nmb	protein-coding	26.55	18.66	18.25	16.75	25.03
chr9-7517	chr9	7766515	7767015	+	18.9	8.6	intron (NM_133739, intron 1 of 4)	intron (NM_133739, intron 1 of 4)	2688	NM_133739	71929	Mm.283293	NM_133739	ENSMUSG00000050912	Tmem123	2310075C12Rik	transmembrane protein 123	protein-coding	30.87	27.71	25.55	22.53	22.53
chr13-10205	chr13	52635727	52636525	+	18.8	8.083	intron (NM_001198977, intron 9 of 13)	ID_B1|SINE|B4	39244	NM_011518	20963	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	20.38	15.27	18.7	20.22	18.36
chr5-8530	chr5	149320643	149321143	+	18.7	28.36	Intergenic	Intergenic	55835	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	23.46	22.62	27.37	17.33	20.02
chr16-6683	chr16	19960486	19961112	+	18.6	12.423	intron (NM_183390, intron 2 of 6)	intron (NM_183390, intron 2 of 6)	22250	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding	20.38	19.79	22.35	17.33	26.7
chr15-17439	chr15	77846034	77846826	+	18.6	7.85	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-4255	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	20.99	18.1	20.07	16.75	20.02
chr15-13573	chr15	80632360	80633158	+	18.3	11.507	intron (NM_001289442, intron 2 of 7)	intron (NM_001289442, intron 2 of 7)	9276	NM_010815	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	16.67	16.4	23.27	14.44	5.84
chr1-9375	chr1	39925023	39925523	+	18.2	13.82	intron (NM_008696, intron 2 of 30)	MTE2a|LTR|ERVL-MaLR	24360	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	17.29	22.06	18.7	16.17	22.53
chr7-26537	chr7	19700718	19701842	+	18.1	6.157	TTS (NM_001109748)	TTS (NM_001109748)	-2114	NM_009696	11816	Mm.305152	NM_009696	ENSMUSG00000002985	Apoe	AI255918	apolipoprotein E	protein-coding	12.35	7.35	20.53	12.71	19.19
chr14-7436	chr14	64309568	64310068	+	17.9	13.05	intron (NM_001253714, intron 1 of 4)	intron (NM_001253714, intron 1 of 4)	107138	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	8.64	10.75	13.23	13.86	17.52
chr19-19130	chr19	57196942	57197996	+	17.9	37.2	5' UTR (NM_001290816, exon 1 of 21)	5' UTR (NM_001290816, exon 1 of 21)	162	NM_001290816	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	17.91	15.27	20.07	17.33	20.02
chr19-8595	chr19	34510603	34511227	+	17.9	12.78	exon (NM_001111100, exon 4 of 10)	exon (NM_001111100, exon 4 of 10)	16559	NM_021460	16889	Mm.157545	NM_021460	ENSMUSG00000024781	Lipa	AA960673|Lal|Lip-1|Lip1	lysosomal acid lipase A	protein-coding	22.85	15.84	20.53	14.44	18.36
chr3-17549	chr3	115695240	115696094	+	17.9	8.413	Intergenic	Intergenic	19388	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	14.82	17.53	19.16	15.6	21.69
chr11-23129	chr11	83124434	83125234	+	17.7	17.69	Intergenic	Intergenic	7989	NM_011407	20555	Mm.10948	NM_011407	ENSMUSG00000078763	Slfn1	AV316259	schlafen 1	protein-coding	16.05	17.53	23.72	17.91	22.53
chr5-11939	chr5	43771111	43771737	+	17.6	12.773	intron (NM_178729, intron 2 of 8)	intron (NM_178729, intron 2 of 8)	10725	NM_001159963	242960	Mm.25794	NM_178729	ENSMUSG00000039753	Fbxl5	Fbl4|Fir4	F-box and leucine-rich repeat protein 5	protein-coding	13.58	13.57	13.69	10.98	10.01
chr2-39925	chr2	102867268	102868054	+	17.6	11.05	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	34004	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	27.17	29.41	36.04	30.04	26.7
chr8-7324	chr8	13660371	13660871	+	17.5	8.09	intron (NM_009025, intron 1 of 23)	intron (NM_009025, intron 1 of 23)	16966	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding	20.99	14.14	16.42	19.06	15.02
chr1-29044	chr1	128607438	128608244	+	17.4	5.477	Intergenic	Intergenic	-15542	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	11.73	11.31	7.3	17.91	10.01
chr15-16827	chr15	6595435	6596353	+	17.4	10.11	intron (NM_011815, intron 1 of 17)	intron (NM_011815, intron 1 of 17)	16047	NM_001278269	23880	Mm.170905	NM_011815	0	Fyb	ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130	FYN binding protein	protein-coding	13.58	10.75	19.16	15.6	12.51
chr7-33500	chr7	45447214	45448428	+	17.4	12.463	intron (NM_030678, intron 10 of 15)	intron (NM_030678, intron 10 of 15)	12065	NM_010240	14325	Mm.30357	NM_010240	ENSMUSG00000050708	Ftl1	Ftl|Ftl-1|L-ferritin	ferritin light chain 1	protein-coding	17.29	18.1	17.34	18.48	12.51
chr10-11266	chr10	77539673	77540173	+	17.4	10.493	intron (NM_008404, intron 1 of 15)	intron (NM_008404, intron 1 of 15)	9575	NM_008404	16414	Mm.1137	NM_008404	ENSMUSG00000000290	Itgb2	2E6|AI528527|Cd18|LAD|LCAMB|Lfa1|MF17	integrin beta 2	protein-coding	8.03	10.75	5.93	6.93	9.18
chr12-13432	chr12	108656391	108657193	+	17.3	11.773	intron (NM_007965, intron 3 of 12)	intron (NM_007965, intron 3 of 12)	21039	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding	17.29	15.27	15.05	13.29	15.85
chr1-22460	chr1	39956656	39957486	+	17.3	5.44	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	56158	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	11.73	13.01	13.23	10.4	10.01
chr4-29914	chr4	101234684	101235546	+	17.3	12.83	intron (NM_146145, intron 1 of 24)	(CA)n|Simple_repeat|Simple_repeat	30167	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	14.2	16.97	19.16	13.86	30.04
chr15-20558	chr15	77866837	77867749	+	17.3	17.55	Intergenic	C-rich|Low_complexity|Low_complexity	-25118	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	12.97	16.4	14.14	16.75	11.68
chr10-8395	chr10	5550245	5550873	+	17.3	21.287	5' UTR (NM_153399, exon 1 of 32)	5' UTR (NM_153399, exon 1 of 32)	133	NM_153399	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	12.35	7.35	7.3	8.66	24.2
chr2-12756	chr2	157121756	157122256	+	17.2	6.977	intron (NM_001139520, intron 4 of 16)	intron (NM_001139520, intron 4 of 16)	13216	NM_001139520	56045	Mm.248478	NM_018851	ENSMUSG00000027639	Samhd1	E330031J07Rik|Mg11	SAM domain and HD domain, 1	protein-coding	15.44	12.44	16.88	13.86	12.51
chr6-13053	chr6	125346016	125346676	+	17.2	7.27	Intergenic	Intergenic	-3377	NM_011609	21937	Mm.1258	NM_011609	ENSMUSG00000030341	Tnfrsf1a	CD120a|FPF|TNF-R|TNF-R-I|TNF-R1|TNF-R55|TNF-alphaR1|TNFAR|TNFR60|TNFRI|TNFRp55|TNFalpha-R1|Tnfr-2|Tnfr1|p55|p55-R	tumor necrosis factor receptor superfamily, member 1a	protein-coding	12.97	9.61	11.4	13.86	13.35
chr17-11914	chr17	84231254	84231882	+	17.2	23.717	intron (NM_183021, intron 31 of 37)	L3|LINE|CR1	-43621	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	15.44	12.44	18.25	18.48	19.19
chr10-14628	chr10	81510725	81511493	+	17.0	11.807	intron (NM_010304, intron 4 of 6)	(TCCA)n|Simple_repeat|Simple_repeat	-10972	NM_010102	13611	Mm.33065	NM_010102	ENSMUSG00000044199	S1pr4	Edg6|Lpc1|S1p4	sphingosine-1-phosphate receptor 4	protein-coding	12.97	12.44	10.95	13.86	5.84
chr4-18049	chr4	101198208	101199094	+	16.9	7.24	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	66631	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	11.11	19.23	15.97	20.22	15.85
chr9-14666	chr9	123950745	123951445	+	16.8	8.373	Intergenic	(GA)n|Simple_repeat|Simple_repeat	17597	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding	18.52	10.75	23.72	16.17	10.85
chr7-14527	chr7	140998984	140999610	+	16.7	10.993	Intergenic	Intergenic	11447	NM_025378	66141	Mm.141021	NM_025378	ENSMUSG00000025492	Ifitm3	1110004C05Rik|Cd225|Cdw217|DSPA2b|Fgls|IP15|mil-1	interferon induced transmembrane protein 3	protein-coding	20.99	11.88	14.6	15.6	27.53
chr17-9470	chr17	71287736	71288492	+	16.7	13.497	intron (NM_145158, intron 2 of 7)	intron (NM_145158, intron 2 of 7)	22851	NM_145158	246707	Mm.23462	NM_145158	ENSMUSG00000024053	Emilin2	FOAP-10	elastin microfibril interfacer 2	protein-coding	19.76	15.27	20.07	21.95	12.51
chr15-7857	chr15	9564156	9564656	+	16.7	9.16	Intergenic	Intergenic	-34530	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	13.58	17.53	18.25	13.86	20.02
chr14-10871	chr14	64433938	64434572	+	16.6	26.5	intron (NM_001253715, intron 1 of 4)	intron (NM_001253715, intron 1 of 4)	6771	NM_001253715	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	24.08	23.75	18.25	20.8	23.36
chr19-6510	chr19	61227320	61227946	+	16.6	30.86	intron (NM_009970, intron 1 of 11)	CpG-7695	785	NM_009970	12982	Mm.287228	NM_009970	ENSMUSG00000059326	Csf2ra	CD116|Csfgmra|GM-CSF-Ra|GM-CSFR	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	protein-coding	12.97	11.31	16.88	17.91	20.86
chr4-10104	chr4	130909267	130909767	+	16.6	11.103	Intergenic	Intergenic	-3817	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3	lysosomal-associated protein transmembrane 5	protein-coding	25.32	13.01	11.86	15.02	12.51
chr1-17246	chr1	39978987	39979753	+	16.5	6.843	intron (NM_008696, intron 5 of 30)	intron (NM_008696, intron 5 of 30)	78457	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	13.58	10.75	11.86	12.13	17.52
chr5-15866	chr5	149247005	149247769	+	16.3	29.823	Intergenic	Intergenic	-17671	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	24.7	19.79	22.81	14.44	20.86
chr8-13981	chr8	13644485	13645433	+	16.3	7.2170000000000005	intron (NM_009025, intron 1 of 23)	intron (NM_009025, intron 1 of 23)	32628	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding	15.44	16.97	18.7	13.86	19.19
chr14-8226	chr14	64265282	64265910	+	16.3	19.01	intron (NM_001253715, intron 2 of 4)	intron (NM_001253715, intron 2 of 4)	151360	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	15.44	15.27	18.25	15.6	23.36
chr9-23888	chr9	41935341	41936295	+	16.2	17.692999999999998	Intergenic	Intergenic	188471	NM_011436	20660	Mm.121920	NM_011436	0	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	25.93	17.53	22.35	21.95	35.04
chr19-7129	chr19	57079374	57080002	+	16.1	13.157	intron (NM_001103178, intron 3 of 19)	(A)n|Simple_repeat|Simple_repeat	39336	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	17.91	16.97	15.05	13.29	9.18
chr9-37269	chr9	69442148	69443184	+	16.1	10.557	Intergenic	Intergenic	-11017	NM_007585	12306	Mm.238343	NM_007585	ENSMUSG00000032231	Anxa2	AW215814|Cal1h	annexin A2	protein-coding	11.73	13.01	18.7	17.91	18.36
chr2-12955	chr2	22743697	22744321	+	16.1	45.0	Intergenic	(GGGA)n|Simple_repeat|Simple_repeat	-30318	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding	20.99	17.53	22.81	14.44	28.37
chr18-10152	chr18	61107988	61109362	+	16.1	12.44	intron (NM_001037859, intron 2 of 21)	intron (NM_001037859, intron 2 of 21)	3103	NM_001037859	12978	Mm.22574	NM_007779	ENSMUSG00000024621	Csf1r	AI323359|CD115|CSF-1R|Csfmr|Fim-2|Fms|M-CSF-R|M-CSFR	colony stimulating factor 1 receptor	protein-coding	15.44	16.4	19.16	14.44	15.85
chr15-7830	chr15	83056571	83057071	+	16.0	29.406999999999996	Intergenic	CpG	-23424	NM_001271412	74039	Mm.32584	NM_028728	0	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding	12.97	6.22	17.34	12.13	18.36
chr14-6579	chr14	47367121	47367621	+	15.9	20.756999999999998	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-6489	NM_010705	16854	Mm.248615	NM_010705	ENSMUSG00000050335	Lgals3	GBP|L-34|Mac-2|gal3	lectin, galactose binding, soluble 3	protein-coding	9.88	9.05	9.12	9.82	10.01
chr10-25200	chr10	17564766	17565802	+	15.9	8.373	Intergenic	Intergenic	-157944	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding	15.44	16.97	18.7	12.13	16.69
chr5-14310	chr5	140639030	140639654	+	15.9	12.4	intron (NM_175274, intron 1 of 13)	B1_Mus2|SINE|Alu	9689	NM_175274	78339	Mm.28947	NM_175274	ENSMUSG00000036565	Ttyh3	2900029G13Rik|AI414930	tweety homolog 3 (Drosophila)	protein-coding	9.26	8.48	9.12	9.24	17.52
chr19-6692	chr19	11505617	11506117	+	15.9	12.43	intron (NM_001164202, intron 3 of 4)	intron (NM_001164202, intron 3 of 4)	-12692	NM_027209	69774	Mm.436639	NM_027209	ENSMUSG00000024677	Ms4a6b	1810027D10Rik	membrane-spanning 4-domains, subfamily A, member 6B	protein-coding	15.44	10.18	15.05	16.75	9.18
