PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr13-6631	chr13	30758021	30758781	+	27.0	19.99	intron (NM_013674, intron 7 of 8)	intron (NM_013674, intron 7 of 8)	9143	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	31.49	30.54	14.6	32.93	8.34
chr10-42667	chr10	127525306	127527216	+	26.9	10.863	exon (NM_183297, exon 2 of 2)	exon (NM_183297, exon 2 of 2)	-3817	NM_001252316	108037	Mm.29890	NM_028230	ENSMUSG00000025403	Shmt2	2700043D08Rik|AA408223|AA986903	serine hydroxymethyltransferase 2 (mitochondrial)	protein-coding	33.34	30.54	21.9	29.46	20.86
chr4-11482	chr4	63869002	63869766	+	26.3	10.812999999999999	Intergenic	Intergenic	-8100	NM_009403	21949	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	25.32	21.49	26.46	15.6	32.54
chr19-6792	chr19	53547599	53548629	+	25.9	14.183	Intergenic	B3A|SINE|B2	18796	NM_001085390	240672	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	21.61	27.71	22.35	17.33	15.85
chr9-30374	chr9	78532955	78534013	+	25.6	9.94	Intergenic	Intergenic	-51760	NM_010106	13627	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	22.23	21.49	37.86	23.11	20.02
chr18-9505	chr18	82489722	82491130	+	25.3	6.002999999999999	intron (NM_001025245, intron 1 of 3)	intron (NM_001025245, intron 1 of 3)	15303	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	32.11	30.54	24.63	31.77	15.85
chr17-13914	chr17	35215121	35216063	+	24.7	7.403	Intergenic	Intergenic	-10241	NM_010735	16992	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	40.75	28.28	19.62	35.81	10.85
chr17-15716	chr17	51761823	51763033	+	24.4	10.623	intron (NM_001163631, intron 9 of 10)	intron (NM_001163631, intron 9 of 10)	49626	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	16.67	20.36	13.69	21.37	16.69
chr10-7918	chr10	127145542	127146430	+	24.4	16.8	Intergenic	L1_Mus4|LINE|L1	-19170	NM_001244617	14421	Mm.386762	NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding	22.85	24.32	23.72	21.95	20.02
chr4-11941	chr4	47799136	47800242	+	24.4	12.243	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-251559	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	29.64	29.41	31.93	35.81	42.55
chr18-8166	chr18	38426458	38427470	+	24.1	7.162999999999999	intron (NM_022996, intron 1 of 7)	intron (NM_022996, intron 1 of 7)	7989	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	27.17	24.88	23.72	21.37	22.53
chr14-5869	chr14	56303735	56304443	+	23.2	23.226999999999997	Intergenic	B1_Mus1|SINE|Alu	-41829	NM_013542	14939	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding	24.08	12.44	22.81	18.48	26.7
chr8-20580	chr8	120743023	120744493	+	23.0	8.34	exon (NM_008320, exon 3 of 9)	exon (NM_008320, exon 3 of 9)	7382	NM_008320	15900	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	22.23	23.19	20.53	20.8	17.52
chr10-5420	chr10	75872471	75872971	+	22.8	15.937000000000001	Intergenic	RLTR12G|LTR|ERVK	-12471	NM_010798	17319	Mm.2326	NM_010798	ENSMUSG00000033307	Mif	GIF|Glif	macrophage migration inhibitory factor	protein-coding	8.03	14.14	15.05	12.13	16.69
chr11-22349	chr11	46359645	46360467	+	22.7	14.34	intron (NM_001281967, intron 5 of 8)	URR1A|DNA|hAT-Charlie	29459	NM_001281965	16428	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	29.02	26.58	19.16	21.95	12.51
chr6-7576	chr6	140619278	140619914	+	22.4	18.953	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-3067	NM_178803	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	25.93	20.93	21.44	20.8	11.68
chr1-12999	chr1	61139037	61139889	+	22.2	11.717	Intergenic	Intergenic	161549	NM_017480	54167	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	26.55	18.1	22.81	17.91	21.69
chr4-34162	chr4	48011246	48012154	+	22.1	9.957	Intergenic	Intergenic	-39548	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	18.52	9.61	14.14	18.48	11.68
chr10-7030	chr10	30810712	30811464	+	22.0	30.706999999999997	Intergenic	Intergenic	-7981	NM_172495	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	24.7	14.14	24.18	15.6	26.7
chr19-8703	chr19	46309468	46310470	+	22.0	8.327	exon (NM_019408, exon 15 of 22)	exon (NM_019408, exon 15 of 22)	4039	NM_001177370	18034	Mm.102365	NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding	38.28	29.41	28.28	27.15	3.34
chr8-5443	chr8	31175939	31176439	+	21.7	21.733	Intergenic	ERVB7_2B-LTR_MM|LTR|ERVK	-7465	NM_026453	67920	Mm.289818	NM_026453	ENSMUSG00000031578	Mak16	2600016B03Rik|AI314911|Rbm13	MAK16 homolog (S. cerevisiae)	protein-coding	20.38	14.7	24.63	16.75	27.53
chr4-32548	chr4	140695955	140696981	+	21.4	15.437000000000001	Intergenic	Intergenic	-5005	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	32.72	18.1	17.34	31.77	8.34
chr2-16043	chr2	152794187	152794819	+	21.4	14.323	intron (NM_001289717, intron 2 of 2)	intron (NM_001289717, intron 2 of 2)	36214	NM_001289739	12048	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding	24.7	25.45	18.25	23.68	13.35
chr2-15862	chr2	151530304	151531058	+	21.3	9.637	Intergenic	RMER15|LTR|ERVL	-11818	NM_008019	14225	Mm.278458	NM_008019	ENSMUSG00000032966	Fkbp1a	12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12	FK506 binding protein 1a	protein-coding	21.61	18.1	17.79	20.8	15.02
chr2-19292	chr2	152811405	152812359	+	20.8	8.703	intron (NM_001289717, intron 2 of 2)	intron (NM_001289717, intron 2 of 2)	18835	NM_001289739	12048	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding	22.85	20.36	17.79	19.64	19.19
chr18-8283	chr18	38429428	38430624	+	20.6	11.853	intron (NM_022996, intron 1 of 7)	intron (NM_022996, intron 1 of 7)	11051	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	23.46	16.97	20.53	16.75	10.01
chr2-9890	chr2	11650602	11651102	+	20.4	18.337	intron (NM_008367, intron 1 of 7)	B1_Mur1|SINE|Alu	8060	NM_008367	16184	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding	32.72	11.88	15.97	27.73	6.67
chr12-9228	chr12	73912808	73913552	+	20.2	13.07	intron (NM_010431, intron 1 of 14)	intron (NM_010431, intron 1 of 14)	5313	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	22.85	16.4	17.79	16.75	7.51
chr12-8027	chr12	73889382	73890144	+	20.2	5.003	Intergenic	Intergenic	-18104	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	20.99	16.4	19.62	16.75	10.01
chr17-17606	chr17	29509911	29510857	+	19.7	15.3	Intergenic	B1_Mur4|SINE|Alu	19339	NM_008842	18712	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	19.14	16.97	19.16	17.91	12.51
chr1-26293	chr1	51525309	51526127	+	19.4	15.69	Intergenic	Intergenic	-47319	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	24.08	22.62	17.34	18.48	14.18
chr17-6515	chr17	29434058	29434558	+	18.8	7.11	Intergenic	Intergenic	-56737	NM_008842	18712	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	23.46	15.84	23.72	12.13	11.68
chr11-14852	chr11	58033389	58033889	+	18.3	10.74	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	24575	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	14.82	21.49	15.05	12.13	11.68
chr3-6897	chr3	135665512	135666012	+	18.2	20.846999999999998	intron (NM_008689, intron 3 of 24)	intron (NM_008689, intron 3 of 24)	25785	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	15.44	17.53	20.07	12.71	30.04
chr2-13112	chr2	34775528	34776028	+	18.0	13.333	exon (NM_022310, exon 8 of 8)	exon (NM_022310, exon 8 of 8)	3688	NM_001163434	14828	Mm.330160	NM_022310	ENSMUSG00000026864	Hspa5	AL022860|AU019543|Bip|D2Wsu141e|D2Wsu17e|Grp78|Hsce70|SEZ-7|Sez7|baffled|mBiP	heat shock protein 5	protein-coding	19.76	14.14	12.77	13.86	3.34
chr1-9787	chr1	51592564	51593064	+	18.0	9.257	Intergenic	Intergenic	-114415	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	17.91	13.57	11.4	14.44	10.85
chr6-11915	chr6	140598427	140599107	+	17.9	8.56	Intergenic	Intergenic	-23896	NM_178803	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	19.76	13.01	16.42	20.8	17.52
chr12-9049	chr12	110698642	110699436	+	17.9	12.77	Intergenic	RMER17C|LTR|ERVK	-2644	NM_010480	15519	Mm.1843	NM_010480	ENSMUSG00000021270	Hsp90aa1	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	heat shock protein 90, alpha (cytosolic), class A member 1	protein-coding	25.93	17.53	25.09	19.64	18.36
chr1-45495	chr1	61015839	61017011	+	17.6	7.882999999999999	Intergenic	URR1A|DNA|hAT-Charlie	38511	NM_017480	54167	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	23.46	19.23	12.77	14.44	19.19
chr16-6811	chr16	52086680	52087180	+	17.5	19.192999999999998	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	55381	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	12.97	10.18	10.95	9.82	20.02
chr11-13990	chr11	49081045	49081545	+	17.5	28.633000000000003	intron (NM_001271677, intron 1 of 2)	GA-rich|Low_complexity|Low_complexity	4708	NM_001271677	15953	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	16.05	13.57	15.05	9.24	11.68
chr3-7744	chr3	135636055	135636555	+	17.4	14.21	intron (NM_008689, intron 6 of 24)	intron (NM_008689, intron 6 of 24)	55242	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	20.38	11.88	18.25	16.17	4.17
chr7-18965	chr7	114284251	114285311	+	17.3	12.22	Intergenic	RMER1C|Other|Other	-8665	NM_011965	26440	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	14.2	18.66	20.07	20.22	25.86
chr8-10132	chr8	120715473	120716101	+	17.2	27.096999999999998	Intergenic	L1MB3|LINE|L1	-20589	NM_008320	15900	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	26.55	20.36	14.14	22.53	11.68
chr18-11502	chr18	82531937	82532787	+	17.2	11.787	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-22101	NM_001025255	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	19.76	23.19	15.05	23.68	14.18
chr15-8212	chr15	67045303	67045803	+	17.2	7.3870000000000005	Intergenic	Intergenic	-75912	NM_008681	17988	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	21.61	13.57	20.07	17.33	15.85
chr4-18350	chr4	135292624	135293510	+	16.9	12.392999999999999	Intergenic	Intergenic	-20307	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	16.67	12.44	10.95	17.91	17.52
chr11-22612	chr11	57957761	57958641	+	16.9	8.433	Intergenic	ID_B1|SINE|B4	-50863	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	17.29	16.97	13.23	15.6	11.68
chr13-9819	chr13	30819895	30820547	+	16.9	12.197000000000001	intron (NM_025588, intron 26 of 27)	intron (NM_025588, intron 26 of 27)	70963	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	18.52	11.88	20.98	16.75	10.01
chr6-10565	chr6	140630483	140631109	+	16.8	6.553	intron (NM_001005605, intron 1 of 7)	intron (NM_001005605, intron 1 of 7)	6498	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	19.76	26.58	24.18	30.04	13.35
chr11-21522	chr11	75740589	75741261	+	16.8	9.392999999999999	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	8038	NM_009536	22627	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding	22.85	19.23	17.79	14.44	11.68
chr3-14384	chr3	135604408	135605322	+	16.6	9.57	intron (NM_008689, intron 15 of 24)	intron (NM_008689, intron 15 of 24)	86682	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	16.05	21.49	13.23	18.48	15.02
chr4-13453	chr4	156009616	156010380	+	16.5	5.52	3' UTR (NM_011341, exon 7 of 7)	3' UTR (NM_011341, exon 7 of 7)	-3697	NM_011659	22163	Mm.13885	NM_011659	ENSMUSG00000029075	Tnfrsf4	ACT35|CD134|Ly-70|Ox40|TXGP1L|Txgp1	tumor necrosis factor receptor superfamily, member 4	protein-coding	15.44	11.31	8.21	18.48	2.5
chr2-25505	chr2	127309638	127310272	+	16.3	16.5	Intergenic	Intergenic	-26204	NM_010090	13537	Mm.4729	NM_010090	ENSMUSG00000027368	Dusp2	PAC1	dual specificity phosphatase 2	protein-coding	20.38	18.66	13.23	31.19	10.85
chr7-24694	chr7	126535616	126536394	+	16.2	32.113	Intergenic	CpG	30361	NM_146200	56347	Mm.22776	NM_146200	ENSMUSG00000030738	Eif3c	110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl	eukaryotic translation initiation factor 3, subunit C	protein-coding	18.52	13.01	15.05	11.55	18.36
chr4-16269	chr4	156236555	156237379	+	16.2	7.51	intron (NM_021303, intron 2 of 18)	CpG-10794	957	NM_021303	57741	Mm.423051	NM_021303	ENSMUSG00000095567	Noc2l	AA410003|AF155546|NIR	nucleolar complex associated 2 homolog (S. cerevisiae)	protein-coding	12.35	1.7	6.84	6.93	5.84
chr16-7230	chr16	52066177	52066801	+	16.1	10.227	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	34940	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	18.52	20.36	15.05	18.48	13.35
chr19-7835	chr19	46241826	46242578	+	16.1	16.06	intron (NM_178930, intron 3 of 39)	intron (NM_178930, intron 3 of 39)	-62535	NM_001177369	18034	Mm.102365	NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding	19.14	13.57	10.49	19.06	12.51
chr4-12503	chr4	140690174	140690800	+	16.0	16.61	Intergenic	Intergenic	-10986	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	14.82	19.79	16.42	20.22	21.69
chr18-4599	chr18	38424416	38424916	+	16.0	19.27	intron (NM_022996, intron 1 of 7)	intron (NM_022996, intron 1 of 7)	5691	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	8.64	14.7	10.95	9.24	10.01
chr17-17218	chr17	51788228	51788998	+	16.0	4.4430000000000005	intron (NM_001163631, intron 5 of 10)	(CA)n|Simple_repeat|Simple_repeat	23441	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	16.05	12.44	17.79	15.6	12.51
chr10-11979	chr10	30660681	30661335	+	16.0	16.96	intron (NM_172495, intron 11 of 15)	intron (NM_172495, intron 11 of 15)	-5141	NM_001111267	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	17.91	14.14	17.34	16.17	13.35
chr1-12427	chr1	51577181	51577861	+	15.9	26.49	Intergenic	Lx|LINE|L1	-99122	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	16.05	15.84	16.88	16.75	17.52
chr11-32752	chr11	49094885	49095819	+	15.9	9.54	intron (NM_001271676, intron 2 of 2)	intron (NM_001271676, intron 2 of 2)	8335	NM_008330	15953	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	18.52	14.14	16.42	6.93	27.53
chr12-19950	chr12	55450104	55450984	+	15.7	9.107000000000001	intron (NR_035430, intron 1 of 3)	LTR33|LTR|ERVL	42103	NM_010907	18035	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding	19.76	12.44	14.14	19.64	8.34
chr6-9517	chr6	140657160	140657660	+	15.7	16.823	intron (NM_009637, intron 8 of 8)	(TC)n|Simple_repeat|Simple_repeat	33112	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	7.41	9.05	10.95	10.98	12.51
chr19-10902	chr19	15882980	15883750	+	15.7	5.513	Intergenic	Intergenic	41257	NM_001205339	107272	Mm.289936	NM_177420	ENSMUSG00000024640	Psat1	D8Ertd814e|EPIP|PSA|Psat	phosphoserine aminotransferase 1	protein-coding	19.14	11.88	15.05	12.13	14.18
chr12-11475	chr12	55495016	55495516	+	15.5	25.16	Intergenic	Intergenic	-2619	NM_010907	18035	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding	18.52	12.44	18.7	9.24	7.51
chr15-9901	chr15	78502596	78503222	+	15.5	15.263	Intergenic	Intergenic	-7843	NM_008368	16185	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	13.58	19.23	15.51	12.13	14.18
chr11-37475	chr11	57934220	57934720	+	15.5	25.596999999999998	Intergenic	Intergenic	-74594	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	16.67	12.44	15.05	8.09	13.35
chr11-17255	chr11	99176393	99176893	+	15.3	13.47	Intergenic	Intergenic	-21566	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	15.44	11.88	15.05	16.75	15.02
chr1-15456	chr1	52100304	52101078	+	15.2	14.35	intron (NM_011487, intron 17 of 23)	intron (NM_011487, intron 17 of 23)	-18747	NM_009283	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	20.38	19.79	16.88	17.33	25.03
chr4-10765	chr4	126682972	126683472	+	14.9	32.266999999999996	intron (NM_011970, intron 1 of 5)	RMER6A|LTR|ERVK	5579	NM_011970	26445	Mm.22233	NM_011970	ENSMUSG00000028837	Psmb2	AU045357|AW108089|C7-I|D4Wsu33e|HC7-I	proteasome (prosome, macropain) subunit, beta type 2	protein-coding	19.14	13.01	17.34	13.29	22.53
chr10-16470	chr10	30651056	30651718	+	14.9	10.97	intron (NM_172495, intron 13 of 15)	intron (NM_172495, intron 13 of 15)	4480	NM_001111267	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	18.52	13.57	14.6	11.55	11.68
chr17-10962	chr17	33678532	33679032	+	14.8	12.73	intron (NM_001109913, intron 1 of 16)	intron (NM_001109913, intron 1 of 16)	6676	NM_029804	76936	Mm.311439	NM_029804	ENSMUSG00000059208	Hnrnpm	2610023M21Rik|AA409009|Hnrpm|mKIAA4193	heterogeneous nuclear ribonucleoprotein M	protein-coding	14.2	13.01	12.77	9.82	6.67
chr11-18047	chr11	58017712	58018212	+	14.8	15.062999999999999	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	8898	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	20.38	15.27	10.95	24.84	11.68
chr15-14049	chr15	77894954	77895704	+	14.8	15.95	Intergenic	IAPLTR1_Mm|LTR|ERVK	33665	NM_019913	56551	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	8.64	15.84	13.69	10.4	6.67
chr9-12209	chr9	66894693	66895193	+	14.8	9.923	intron (NM_173413, intron 1 of 7)	intron (NM_173413, intron 1 of 7)	24762	NM_173413	235442	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	14.2	9.05	13.23	16.17	5.84
